system,Rg
frac_654,1.5935991014492752
frac_655,1.729937916041979
frac_656,1.759807316341829
frac_657,1.7791774462768617
frac_658,1.7760744227886056
frac_659,1.7126812858570715
frac_660,1.8822647026486756
frac_661,1.927633923038481
frac_662,1.8992742178910544
frac_663,1.9012353523238381
frac_664,1.8904852573713145
frac_665,2.0421498550724637
frac_666,2.0635716041979006
frac_667,2.031195492253873
frac_668,2.045613048475762
frac_669,2.051246651674163
frac_670,2.1857061319340327
frac_671,2.1622882508745627
frac_672,2.170132213893053
frac_673,2.187029140429785
frac_674,2.217835927036482
frac_675,1.691362576211894
frac_676,1.6714744427786106
frac_677,1.6800776611694153
frac_678,1.688963583208396
frac_679,1.6819741629185407
frac_680,1.8734704247876062
frac_681,1.8549213293353324
frac_682,1.8437089505247377
frac_683,1.8195716541729137
frac_684,1.8114945677161418
frac_685,1.9450218940529733
frac_686,1.9433798600699648
frac_687,1.9861454322838579
frac_688,1.943684767616192
frac_689,1.9623658720639683
frac_690,2.121343858070965
frac_691,2.108619590204898
frac_692,2.096485187406297
frac_693,2.102595787106447
frac_694,2.134757181409295
frac_695,2.217825177411294
frac_696,2.2441201399300352
frac_697,2.21712872063968
frac_698,2.1552456171914045
frac_699,2.1626186056971517
frac_700,1.7904803248375811
frac_701,1.7503077761119439
frac_702,1.7719571564217889
frac_703,1.8006659420289857
frac_704,1.7530438330834583
frac_705,1.9068518790604698
frac_706,1.9110204297851074
frac_707,1.9037223288355825
frac_708,1.9508004147926037
frac_709,1.9133483908045976
frac_710,2.075229055472264
frac_711,2.0255989855072465
frac_712,2.0274787456271866
frac_713,2.0189827286356823
frac_714,2.049107991004498
frac_715,2.167860854572713
frac_716,2.1870769515242383
frac_717,2.2120472513743126
frac_718,2.1829869565217392
frac_719,2.1878925987006492
frac_720,2.3021445727136434
frac_721,2.309663343328336
frac_722,2.3138844177911047
frac_723,2.3326749925037484
frac_724,2.2955524337831084
frac_725,1.849630659670165
frac_726,1.8394250924537732
frac_727,1.877891019490255
frac_728,1.8625954172913544
frac_729,1.8577157021489255
frac_730,1.9990121789105446
frac_731,1.9727573213393303
frac_732,2.020733628185907
frac_733,1.9990473663168415
frac_734,1.9896829335332333
frac_735,2.1503196151924033
frac_736,2.1606059470264865
frac_737,2.1602467216391803
frac_738,2.1172271664167917
frac_739,2.115295922038981
frac_740,2.236049140429785
frac_741,2.264331904047976
frac_742,2.266315087456272
frac_743,2.2597922788605693
frac_744,2.229592828585707
frac_745,2.3771280609695156
frac_746,2.3765998500749625
frac_747,2.3933923688155923
frac_748,2.3278874012993502
frac_749,2.400352588705647
frac_750,1.6044158665667168
frac_751,1.6124310219890055
frac_752,1.6036661729135433
frac_753,1.6199193338330835
frac_754,1.6227947696151923
frac_755,1.7208441529235385
frac_756,1.7398735332333832
frac_757,1.7516184757621187
frac_758,1.765614267866067
frac_759,1.7636745392303848
frac_760,1.8576911394302849
frac_761,1.935262968515742
frac_762,1.9116189505247376
frac_763,1.9115047576211892
frac_764,1.8921341829085456
frac_765,2.0573602598700647
frac_766,2.0179553223388305
frac_767,2.0337220189905048
frac_768,2.046715222388806
frac_769,2.077968820589705
frac_770,2.1611560769615195
frac_771,2.1946835182408795
frac_772,2.142663993003498
frac_773,2.123654782608696
frac_774,2.1239334032983503
frac_775,1.688626623188406
frac_776,1.6792318740629686
frac_777,1.7093167751124436
frac_778,1.7026803788105949
frac_779,1.674739092453773
frac_780,1.8388642228885559
frac_781,1.8493050674662668
frac_782,1.8432444977511242
frac_783,1.8543626036981509
frac_784,1.840257596201899
frac_785,2.0212651674162916
frac_786,1.991577141429285
frac_787,1.9543478610694653
frac_788,1.9882674812593704
frac_789,1.996541824087956
frac_790,2.0968655572213892
frac_791,2.123780224887556
frac_792,2.0846455922038976
frac_793,2.111590754622689
frac_794,2.078973868065967
frac_795,2.230705632183908
frac_796,2.2226962068965515
frac_797,2.231139610194903
frac_798,2.2695064267866067
frac_799,2.264528905547227
frac_800,1.791984347826087
frac_801,1.7617291354322837
frac_802,1.7525566016991505
frac_803,1.805836451774113
frac_804,1.800035587206397
frac_805,1.902732703648176
frac_806,1.9240343128435782
frac_807,1.9431489905047477
frac_808,1.883840739630185
frac_809,1.9224924587706147
frac_810,2.0722989705147423
frac_811,2.0476581009495254
frac_812,2.0320815292353824
frac_813,2.0509783008495748
frac_814,2.032708755622189
frac_815,2.1715156971514245
frac_816,2.167415412293853
frac_817,2.1256021139430286
frac_818,2.187077581209395
frac_819,2.1606745877061466
frac_820,2.3518806246876567
frac_821,2.3395020589705147
frac_822,2.331561004497751
frac_823,2.351157981009495
frac_824,2.2693921589205397
frac_825,1.8267362968515741
frac_826,1.8686769615192405
frac_827,1.8256698550724637
frac_828,1.8013562218890553
frac_829,1.8418240579710146
frac_830,1.9290297301349326
frac_831,1.9762310544727637
frac_832,2.0202687706146927
frac_833,1.9861884257871063
frac_834,1.9905795552223888
frac_835,2.0766057371314344
frac_836,2.1393935782108944
frac_837,2.124400779610195
frac_838,2.175837741129435
frac_839,2.1327577861069464
frac_840,2.2229250574712647
frac_841,2.280826511744128
frac_842,2.246360794602699
frac_843,2.22074900049975
frac_844,2.2552913693153425
frac_845,2.375626671664168
frac_846,2.3412186856571715
frac_847,2.4140960169915044
frac_848,2.330929375312344
frac_849,2.370198350824588
frac_850,1.9228216591704148
frac_851,1.94935131934033
frac_852,1.9455615492253873
frac_853,1.9183355972013993
frac_854,1.8957540529735133
frac_855,2.003154492753623
frac_856,2.0442554572713645
frac_857,2.039820024987506
frac_858,2.096077586206896
frac_859,2.0529439430284855
frac_860,2.196155112443778
frac_861,2.129649180409795
frac_862,2.2183741279360323
frac_863,2.1548233933033485
frac_864,2.187672088955522
frac_865,2.3052970664667662
frac_866,2.318163813093453
frac_867,2.2900784107946026
frac_868,2.3296718590704653
frac_869,2.302056446776612
frac_870,2.4900643128435784
frac_871,2.478332783608196
frac_872,2.4039230284857576
frac_873,2.438307851074463
frac_874,2.440221344327836
frac_875,1.6899008445777113
frac_876,1.6644505847076463
frac_877,1.6902975047476263
frac_878,1.7217042028985508
frac_879,1.7050956421789105
frac_880,1.8540021189405298
frac_881,1.8611821939030484
frac_882,1.8277952573713143
frac_883,1.8160049225387307
frac_884,1.8445749925037482
frac_885,1.986131364317841
frac_886,1.9669704497751124
frac_887,1.962515672163918
frac_888,1.9942412143928037
frac_889,1.9874967516241877
frac_890,2.0771317041479262
frac_891,2.0936966866566715
frac_892,2.1207740279860072
frac_893,2.1301166466766617
frac_894,2.1344067016491755
frac_895,2.251674932533733
frac_896,2.236838275862069
frac_897,2.216187271364318
frac_898,2.235445217391304
frac_899,2.2398013343328333
frac_900,1.8132146226886556
frac_901,1.7706381009495251
frac_902,1.7645652423788107
frac_903,1.7760591004497752
frac_904,1.746288535732134
frac_905,1.9148625987006496
frac_906,1.9252754622688657
frac_907,1.8813587706146926
frac_908,1.93358992003998
frac_909,1.9419248525737132
frac_910,2.037976206896552
frac_911,2.086001189405297
frac_912,2.0562636881559224
frac_913,2.026417816091954
frac_914,2.0273504197901047
frac_915,2.1811483408295853
frac_916,2.160717351324338
frac_917,2.1958900049975014
frac_918,2.224056381809095
frac_919,2.1625465817091456
frac_920,2.308886236881559
frac_921,2.3354621489255374
frac_922,2.3243550074962522
frac_923,2.261625767116442
frac_924,2.284940769615192
frac_925,1.8610106346826585
frac_926,1.837764587706147
frac_927,1.8153299300349826
frac_928,1.864526031984008
frac_929,1.8640986856571715
frac_930,2.0041828585707147
frac_931,2.005658030984508
frac_932,2.025011224387806
frac_933,1.9871483208395802
frac_934,2.0243255972013996
frac_935,2.0952377061469263
frac_936,2.103054967516242
frac_937,2.0985239530234883
frac_938,2.1195880609695155
frac_939,2.114525312343828
frac_940,2.285682133933033
frac_941,2.267762288855572
frac_942,2.2413496551724137
frac_943,2.2537456271864067
frac_944,2.2141373363318344
frac_945,2.357608275862069
frac_946,2.3639116791604198
frac_947,2.3786636681659172
frac_948,2.399090954522739
frac_949,2.3692527936031986
frac_950,1.935352928535732
frac_951,1.9783070914542729
frac_952,1.9265818690654672
frac_953,1.9273255822088955
frac_954,1.9220625537231384
frac_955,2.0542483958020985
frac_956,2.084635512243878
frac_957,2.0737167816091953
frac_958,2.0184368215892055
frac_959,2.0360367216391806
frac_960,2.1719243128435783
frac_961,2.186117431284358
frac_962,2.2205910694652675
frac_963,2.2288378660669665
frac_964,2.151153863068466
frac_965,2.3399101699150426
frac_966,2.3145744577711147
frac_967,2.3392401499250375
frac_968,2.3212481259370312
frac_969,2.3209770064967516
frac_970,2.459189435282359
frac_971,2.4386821639180414
frac_972,2.4912899950024987
frac_973,2.441066151924038
frac_974,2.454209565217391
frac_975,1.9952228285857072
frac_976,1.966001739130435
frac_977,2.0085039780109946
frac_978,1.9571066016991503
frac_979,1.9927258670664667
frac_980,2.0828726986506747
frac_981,2.1258265117441284
frac_982,2.14457091954023
frac_983,2.149855167416292
frac_984,2.1250652623688158
frac_985,2.268399195402299
frac_986,2.2417733933033483
frac_987,2.2489797701149428
frac_988,2.2650837281359317
frac_989,2.2605671914042977
frac_990,2.375991574212893
frac_991,2.381875317341329
frac_992,2.3573129085457274
frac_993,2.442133033483258
frac_994,2.401052463768116
frac_995,2.4963995002498747
frac_996,2.5405370664667672
frac_997,2.522688070964518
frac_998,2.491243273363319
frac_999,2.466393208395802
frac_1000,1.7945316741629185
frac_1001,1.7455391354322838
frac_1002,1.7832335732133933
frac_1003,1.770424547726137
frac_1004,1.782999860069965
frac_1005,1.9191546976511744
frac_1006,1.9117252723638178
frac_1007,1.8828659070464768
frac_1008,1.8845968065967016
frac_1009,1.9015795502248873
frac_1010,2.043154987506247
frac_1011,2.0352998700649674
frac_1012,2.047353543228386
frac_1013,2.0572789505247373
frac_1014,2.0414817141429284
frac_1015,2.165532643678161
frac_1016,2.211315217391304
frac_1017,2.1806119690154917
frac_1018,2.19343668165917
frac_1019,2.160509180409795
frac_1020,2.3142471664167914
