system,Rg
frac_1021,2.3312668915542227
frac_1022,2.2893158320839575
frac_1023,2.273507421289356
frac_1024,2.3305887756121937
frac_1025,1.8490098950524738
frac_1026,1.8459484107946027
frac_1027,1.8398414542728636
frac_1028,1.8366944177911042
frac_1029,1.8717311944027986
frac_1030,1.9717493903048473
frac_1031,1.9854388855572214
frac_1032,1.984188230884558
frac_1033,1.9547645327336332
frac_1034,1.939659420289855
frac_1035,2.1265569265367317
frac_1036,2.1005665517241376
frac_1037,2.1342089205397303
frac_1038,2.1069660519740134
frac_1039,2.1074789855072464
frac_1040,2.2275274062968515
frac_1041,2.203050699650175
frac_1042,2.26400888055972
frac_1043,2.281243783108446
frac_1044,2.2760398300849576
frac_1045,2.410341764117941
frac_1046,2.3714288255872065
frac_1047,2.406739775112444
frac_1048,2.3695845377311344
frac_1049,2.4052966966516744
frac_1050,1.930305412293853
frac_1051,1.9288188305847076
frac_1052,1.9611164867566218
frac_1053,1.9342625137431284
frac_1054,1.9005969215392304
frac_1055,2.0016201849075466
frac_1056,2.0541725187406294
frac_1057,2.0639063868065963
frac_1058,2.036191304347826
frac_1059,2.0595837981009493
frac_1060,2.220748935532234
frac_1061,2.2043969615192403
frac_1062,2.2028985907046477
frac_1063,2.192861714142928
frac_1064,2.2377145577211395
frac_1065,2.3344783858070968
frac_1066,2.3021663718140934
frac_1067,2.334928150924538
frac_1068,2.3041977611194406
frac_1069,2.322358380809595
frac_1070,2.389345892053973
frac_1071,2.4457207346326832
frac_1072,2.4134553173413296
frac_1073,2.4566071464267867
frac_1074,2.4216756171914042
frac_1075,1.9575942628685656
frac_1076,2.0051140929535234
frac_1077,1.938436371814093
frac_1078,1.9884722538730635
frac_1079,2.005994412793603
frac_1080,2.13030223888056
frac_1081,2.108656326836582
frac_1082,2.15149351824088
frac_1083,2.092439870064968
frac_1084,2.100528625687156
frac_1085,2.214527856071964
frac_1086,2.2541729835082456
frac_1087,2.265742443778111
frac_1088,2.259822738630685
frac_1089,2.212894622688656
frac_1090,2.4294422488755623
frac_1091,2.391572923538231
frac_1092,2.3747528535732134
frac_1093,2.4287883858070964
frac_1094,2.337200074962519
frac_1095,2.5039316091954023
frac_1096,2.4506845827086456
frac_1097,2.467548735632184
frac_1098,2.523568675662169
frac_1099,2.4908156221889053
frac_1100,2.0616775262368816
frac_1101,2.0699010694652675
frac_1102,2.064447301349325
frac_1103,2.063650374812594
frac_1104,2.0418970614692653
frac_1105,2.1606721539230387
frac_1106,2.2177026636681663
frac_1107,2.196695322338831
frac_1108,2.234397111444278
frac_1109,2.2369696451774113
frac_1110,2.3421486706646673
frac_1111,2.290799390304848
frac_1112,2.3128737781109443
frac_1113,2.317055792103948
frac_1114,2.3071137181409296
frac_1115,2.4707412943528237
frac_1116,2.461215797101449
frac_1117,2.4433018790604697
frac_1118,2.4549079460269865
frac_1119,2.466742163918041
frac_1120,2.554477131434283
frac_1121,2.5397081209395305
frac_1122,2.544959355322339
frac_1123,2.555211024487756
frac_1124,2.528064977511245
frac_1125,1.8240846076961519
frac_1126,1.8526395202398802
frac_1127,1.8321998100949526
frac_1128,1.8517231334332833
frac_1129,1.8506646276861571
frac_1130,2.006276171914043
frac_1131,1.9953666216891555
frac_1132,1.9833024537731134
frac_1133,1.9508294552723637
frac_1134,1.9882558820589704
frac_1135,2.0907376211894055
frac_1136,2.102896406796602
frac_1137,2.1308967516241877
frac_1138,2.161885197401299
frac_1139,2.141969310344827
frac_1140,2.2517162768615697
frac_1141,2.2433119940029984
frac_1142,2.268182178910545
frac_1143,2.296102368815592
frac_1144,2.24938904047976
frac_1145,2.399337906046976
frac_1146,2.346040489755122
frac_1147,2.330969205397301
frac_1148,2.342797816091954
frac_1149,2.366093428285857
frac_1150,1.9203285207396301
frac_1151,1.9566354972513742
frac_1152,1.9327136781609195
frac_1153,1.9160832733633182
frac_1154,1.9266783908045977
frac_1155,2.058989265367316
frac_1156,2.0219377411294355
frac_1157,2.073397101449275
frac_1158,2.0337936731634185
frac_1159,2.007875907046477
frac_1160,2.161301409295352
frac_1161,2.2021277661169414
frac_1162,2.203336276861569
frac_1163,2.2174752923538232
frac_1164,2.2182014842578712
frac_1165,2.350036756621689
frac_1166,2.3335829685157417
frac_1167,2.340374727636182
frac_1168,2.2881533183408296
frac_1169,2.285667391304348
frac_1170,2.431935567216392
frac_1171,2.4535134782608696
frac_1172,2.400429900049975
frac_1173,2.4174650224887553
frac_1174,2.4825122638680663
frac_1175,2.015957416291854
frac_1176,2.017640464767616
frac_1177,1.9855357871064467
frac_1178,2.0331277861069466
frac_1179,2.003046786606697
frac_1180,2.1289673513243375
frac_1181,2.121760784607696
frac_1182,2.1037714542728634
frac_1183,2.108455582208895
frac_1184,2.1452735982008995
frac_1185,2.2250718140929537
frac_1186,2.250103983008496
frac_1187,2.267051389305347
frac_1188,2.2355215142428784
frac_1189,2.2852568815592207
frac_1190,2.406303593203398
frac_1191,2.3962548025987007
frac_1192,2.3185346926536727
frac_1193,2.3724507496251874
frac_1194,2.4345908595702146
frac_1195,2.528352348825587
frac_1196,2.4900863218390805
frac_1197,2.46709976011994
frac_1198,2.548938095952024
frac_1199,2.5376723888055968
frac_1200,2.0692145877061474
frac_1201,2.0609153423288356
frac_1202,2.0508789505247376
frac_1203,2.0264096201899053
frac_1204,2.081484882558721
frac_1205,2.16561203898051
frac_1206,2.190182043978011
frac_1207,2.187593763118441
frac_1208,2.1929669015492252
frac_1209,2.249605772113943
frac_1210,2.262144072963518
frac_1211,2.323179955022489
frac_1212,2.3278396101949026
frac_1213,2.3244132283858074
frac_1214,2.3427234532733636
frac_1215,2.4615948475762117
frac_1216,2.4078233433283356
frac_1217,2.4553030634682655
frac_1218,2.434691979010495
frac_1219,2.4912019990005003
frac_1220,2.5625455222388807
frac_1221,2.4923691654172915
frac_1222,2.4856965117441283
frac_1223,2.608612263868066
frac_1224,2.5365296651674165
frac_1225,2.1456040829585206
frac_1226,2.10488123938031
frac_1227,2.144621179410295
frac_1228,2.1534461269365317
frac_1229,2.1143440729635183
frac_1230,2.253827751124438
frac_1231,2.263654687656172
frac_1232,2.2558006346826587
frac_1233,2.184151964017991
frac_1234,2.2575287256371817
frac_1235,2.3941480959520236
frac_1236,2.414289235382309
frac_1237,2.386464507746127
frac_1238,2.36210688155922
frac_1239,2.381551164417791
frac_1240,2.5172248975512246
frac_1241,2.524822463768116
frac_1242,2.532103443278361
frac_1243,2.4696950274862566
frac_1244,2.5077984857571214
frac_1245,2.6810133433283356
frac_1246,2.6043860619690156
frac_1247,2.658404507746127
frac_1248,2.569222923538231
frac_1249,2.5928136981509247
frac_1250,1.6089387191404299
frac_1251,1.6036680684657671
frac_1252,1.6145580394802597
frac_1253,1.5934058010994503
frac_1254,1.5699757801099452
frac_1255,1.7237349220389804
frac_1256,1.7853817691154423
frac_1257,1.7316052013993004
frac_1258,1.7733331584207894
frac_1259,1.729476791604198
frac_1260,1.8629022838580709
frac_1261,1.8722165667166415
frac_1262,1.866315687156422
frac_1263,1.8702566066966515
frac_1264,1.8549945827086458
frac_1265,2.0240575012493753
frac_1266,2.0342192253873064
frac_1267,2.0522850124937535
frac_1268,1.9654426836581709
frac_1269,1.966387071464268
frac_1270,2.1214756421789107
frac_1271,2.1251746376811593
frac_1272,2.1028551024487756
frac_1273,2.176687351324338
frac_1274,2.1302738730634685
frac_1275,1.6855672648675661
frac_1276,1.6751673898050976
frac_1277,1.6518292953523237
frac_1278,1.6401388550724638
frac_1279,1.6591171614192903
frac_1280,1.8164514742628686
frac_1281,1.8311951824087955
frac_1282,1.83001055972014
frac_1283,1.8202350574712645
frac_1284,1.7873697351324338
frac_1285,1.929340924537731
frac_1286,1.9095763018490755
frac_1287,1.9117667966016991
frac_1288,1.915134327836082
frac_1289,1.9731307596201901
frac_1290,2.087548170914543
frac_1291,2.0768143728135935
frac_1292,2.0895662268865562
frac_1293,2.128081744127936
frac_1294,2.0198015742128934
frac_1295,2.1704165067466272
frac_1296,2.202872933533233
frac_1297,2.2398319590204894
frac_1298,2.2205588755622188
frac_1299,2.2258382408795603
frac_1300,1.767323500249875
frac_1301,1.7457470314842578
frac_1302,1.7196074012993503
frac_1303,1.7092751374312845
frac_1304,1.7807146376811596
frac_1305,1.9334901099450275
frac_1306,1.8935984457771113
frac_1307,1.886254127936032
frac_1308,1.8968191209395302
frac_1309,1.8731089655172415
frac_1310,2.0416709095452275
frac_1311,2.012604137931034
frac_1312,2.0446247426286854
frac_1313,2.0652161519240377
frac_1314,2.0212363018490755
frac_1315,2.188053823088456
frac_1316,2.21329980009995
frac_1317,2.1319481609195403
frac_1318,2.100262403798101
frac_1319,2.117556836581709
frac_1320,2.271465212393803
frac_1321,2.2574646726636685
frac_1322,2.3343325787106446
frac_1323,2.3107030534732633
frac_1324,2.313055012493753
frac_1325,1.835228055972014
frac_1326,1.8267283258370814
frac_1327,1.8159257171414291
frac_1328,1.7852428585707147
frac_1329,1.8297688005997002
frac_1330,1.9383708695652173
frac_1331,1.9560337231384306
frac_1332,1.9834263718140932
frac_1333,1.9173002648675663
frac_1334,1.968621579210395
frac_1335,2.0693570064967517
frac_1336,2.0831772063968015
frac_1337,2.091828230884558
frac_1338,2.164266206896552
frac_1339,2.124587976011994
frac_1340,2.262203478260869
frac_1341,2.2369694252873566
frac_1342,2.2237644077961023
frac_1343,2.209473463268366
frac_1344,2.18966011994003
frac_1345,2.3333041579210394
frac_1346,2.327177916041979
frac_1347,2.294083778110944
frac_1348,2.3548518990504745
frac_1349,2.407198660669665
frac_1350,1.9230253523238379
frac_1351,1.8827674812593704
frac_1352,1.8748149025487257
frac_1353,1.8738921439280363
frac_1354,1.9139388455772113
frac_1355,2.0223801649175415
frac_1356,2.05615163918041
frac_1357,2.0489325337331334
frac_1358,2.055607541229385
frac_1359,1.996736271864068
frac_1360,2.1673019790104946
frac_1361,2.1461889255372313
frac_1362,2.1655276861569215
frac_1363,2.1644467266366814
frac_1364,2.1775038730634684
frac_1365,2.259060654672664
frac_1366,2.296473703148426
frac_1367,2.3179927086456775
frac_1368,2.281894287856072
frac_1369,2.2781458620689663
frac_1370,2.399283308345827
frac_1371,2.4538903148425786
frac_1372,2.3896189105447276
frac_1373,2.4070898550724635
frac_1374,2.427070824587706
frac_1375,1.6473269260369816
frac_1376,1.6830197751124438
frac_1377,1.6412939930034982
frac_1378,1.6502223398300848
frac_1379,1.6684766091954024
frac_1380,1.8358799950024989
frac_1381,1.8125841929035482
frac_1382,1.7842563618190905
frac_1383,1.7890321589205396
frac_1384,1.8360344627686156
frac_1385,1.9806958620689656
frac_1386,1.9598612793603198
frac_1387,1.9506385007496252
frac_1388,1.9343966666666665
frac_1389,1.9298546776611696
frac_1390,2.0636613293353325
frac_1391,2.0953086456771612
frac_1392,2.04605896051974
frac_1393,2.0976360869565216
frac_1394,2.0729445277361322
frac_1395,2.1930423688155924
frac_1396,2.2231351174412795
frac_1397,2.1912497101449273
frac_1398,2.1966543078460767
frac_1399,2.239411754122939
frac_1400,1.7508106746626686
frac_1401,1.7741596751624187
frac_1402,1.7492418655672164
frac_1403,1.7687643928035983
frac_1404,1.7418553073463268
frac_1405,1.8676869165417291
frac_1406,1.8952325487256374
frac_1407,1.8633208545727136
frac_1408,1.8943477661169414
frac_1409,1.8973241179410294
frac_1410,1.9817633583208398
frac_1411,2.0613514492753624
frac_1412,2.015484222888556
frac_1413,2.0547023788105947
frac_1414,2.0211983608195903
frac_1415,2.125963693153423
frac_1416,2.1301879910044974
frac_1417,2.13261948025987
frac_1418,2.143815352323838
frac_1419,2.1157734532733636
frac_1420,2.2888781059470262
frac_1421,2.326965967016492
frac_1422,2.2310518990504744
frac_1423,2.2814536431784105
frac_1424,2.2344852623688154
frac_1425,1.7940547826086957
frac_1426,1.8084373013493253
frac_1427,1.8295215342328834
frac_1428,1.809659860069965
frac_1429,1.841073043478261
frac_1430,1.9523613993003497
frac_1431,1.9590499500249874
frac_1432,1.9500845777111444
frac_1433,1.9394003798100952
frac_1434,1.9405526036981509
frac_1435,2.1007902098950524
frac_1436,2.150127991004498
frac_1437,2.089064672663668
frac_1438,2.1168418340829587
frac_1439,2.071371589205397
frac_1440,2.209951804097951
frac_1441,2.221795852073963
frac_1442,2.2332073313343326
frac_1443,2.1831652323838084
frac_1444,2.264582823588206
frac_1445,2.3818473663168414
frac_1446,2.3537350224887557
frac_1447,2.346256431784108
frac_1448,2.3417543228385806
frac_1449,2.3530698850574714
frac_1450,1.9001552923538234
frac_1451,1.8790280659670164
frac_1452,1.8915922288855571
frac_1453,1.9251359370314842
frac_1454,1.9021454972513743
frac_1455,2.060033253373313
frac_1456,1.98870167916042
frac_1457,2.0596589055472267
frac_1458,2.0224748025987003
frac_1459,2.0682693153423286
frac_1460,2.2007127986006996
frac_1461,2.1712902348825587
frac_1462,2.1421747576211896
frac_1463,2.1671463068465764
frac_1464,2.1326687256371812
frac_1465,2.2509219940029985
frac_1466,2.259673128435782
frac_1467,2.278178150924538
frac_1468,2.273614822588706
frac_1469,2.3130001249375316
frac_1470,2.4239127186406795
frac_1471,2.4049981159420293
frac_1472,2.41552824087956
frac_1473,2.4579641929035487
frac_1474,2.4523189255372317
frac_1475,1.992681204397801
frac_1476,1.9755901349325335
frac_1477,2.018114407796102
frac_1478,1.9724937331334333
frac_1479,1.9666849275362317
frac_1480,2.04558147926037
frac_1481,2.1008583508245877
frac_1482,2.119330699650175
frac_1483,2.0693116641679157
frac_1484,2.066439465267366
frac_1485,2.2048907146426786
frac_1486,2.2127179960019987
frac_1487,2.2621087256371815
frac_1488,2.2049445577211393
frac_1489,2.2120582858570716
frac_1490,2.305999190404797
frac_1491,2.3596522938530735
frac_1492,2.3667201949025487
frac_1493,2.2776221489255373
frac_1494,2.4146371614192903
frac_1495,2.44435183908046
frac_1496,2.475846071964018
frac_1497,2.5069170364817595
frac_1498,2.5131472213893056
frac_1499,2.4785409745127436
frac_1500,1.7762600549725138
frac_1501,1.757497651174413
frac_1502,1.7590791154422787
frac_1503,1.7243526236881561
frac_1504,1.776189060469765
frac_1505,1.8974534132933534
frac_1506,1.9089167516241876
frac_1507,1.8636619990004997
frac_1508,1.8683648325837081
frac_1509,1.861599035482259
frac_1510,2.014206571714143
frac_1511,2.063117811094453
frac_1512,2.0832298950524737
frac_1513,2.042885137431284
frac_1514,2.0568526136931538
frac_1515,2.1514506546726637
frac_1516,2.1090654972513745
frac_1517,2.0877858170914543
frac_1518,2.151076576711644
frac_1519,2.1335368465767117
frac_1520,2.246830814592704
frac_1521,2.27603083958021
frac_1522,2.260551549225387
frac_1523,2.2526820989505247
frac_1524,2.2895055672163918
frac_1525,1.8235568265867066
frac_1526,1.8105707596201899
frac_1527,1.8206625787106445
frac_1528,1.7648719140429785
frac_1529,1.833211924037981
frac_1530,1.966977116441779
frac_1531,1.9460474512743628
frac_1532,1.9221575262368815
frac_1533,1.9655819340329834
frac_1534,1.954054792603698
frac_1535,2.115544732633683
frac_1536,2.1176279310344825
frac_1537,2.0794975862068967
frac_1538,2.088617311344328
frac_1539,2.096135702148925
frac_1540,2.277013568215892
frac_1541,2.201489435282359
frac_1542,2.2653111944027984
frac_1543,2.208085467266367
frac_1544,2.214919765117441
frac_1545,2.4015125537231383
frac_1546,2.3396527186406795
frac_1547,2.3755303298350827
frac_1548,2.350055757121439
frac_1549,2.3489271614192906
frac_1550,1.904605542228886
frac_1551,1.9367632933533234
frac_1552,1.8568351474262865
frac_1553,1.8932809245377313
frac_1554,1.9135877261369314
frac_1555,2.0540323238380807
frac_1556,2.0411406296851573
frac_1557,2.05045387806097
frac_1558,2.0138092953523237
frac_1559,2.0225399500249877
frac_1560,2.1988639730134936
frac_1561,2.1715063318340833
frac_1562,2.192486311844078
frac_1563,2.230310859570215
frac_1564,2.1722054872563716
frac_1565,2.2288362418790606
frac_1566,2.337145817091454
frac_1567,2.301901364317841
frac_1568,2.3075334732633683
frac_1569,2.2923025187406294
frac_1570,2.423453488255872
frac_1571,2.4140274162918547
frac_1572,2.4449763418290855
frac_1573,2.423189985007496
frac_1574,2.4126387256371813
frac_1575,1.9165932983508245
frac_1576,1.9607347276361817
frac_1577,1.9711991604197903
frac_1578,1.964494412793603
frac_1579,1.9811849825087455
frac_1580,2.112826831584208
frac_1581,2.073252863568216
frac_1582,2.10896912043978
frac_1583,2.1235051424287854
frac_1584,2.0713206996501747
frac_1585,2.243564392803598
frac_1586,2.2634355972013998
frac_1587,2.186913508245877
frac_1588,2.2099398250874565
frac_1589,2.223996031984008
frac_1590,2.325549435282359
frac_1591,2.3568509545227387
frac_1592,2.3792821689155423
frac_1593,2.3692181659170415
frac_1594,2.360435712143928
frac_1595,2.4794841029485255
frac_1596,2.5338229785107447
frac_1597,2.4914047076461765
frac_1598,2.4603956471764117
frac_1599,2.454811489255372
frac_1600,2.076009195402299
frac_1601,2.0711138780609692
frac_1602,2.0141314492753626
frac_1603,2.013019175412294
frac_1604,2.0200249575212395
frac_1605,2.153480734632683
frac_1606,2.164804267866067
frac_1607,2.169143553223388
frac_1608,2.123343373313343
frac_1609,2.1571331534232887
frac_1610,2.2781835132433783
frac_1611,2.301264012993503
frac_1612,2.292692363818091
frac_1613,2.321064077961019
frac_1614,2.2572070764617687
frac_1615,2.4503860719640183
frac_1616,2.329849855072464
frac_1617,2.404185472263868
frac_1618,2.3766286906546727
frac_1619,2.4794542228885557
frac_1620,2.547192568715642
frac_1621,2.5876132933533236
frac_1622,2.5829368215892052
frac_1623,2.5062109345327337
frac_1624,2.5415557421289354
frac_1625,1.8113063968015992
frac_1626,1.8002930484757622
frac_1627,1.8296775962018992
frac_1628,1.801555212393803
frac_1629,1.845570299850075
frac_1630,1.9421752573713145
frac_1631,1.9673076311844078
frac_1632,1.946467776111944
frac_1633,1.92073856071964
frac_1634,1.9525525787106446
frac_1635,2.061773653173413
frac_1636,2.0850639530234885
frac_1637,2.069828655672164
frac_1638,2.0577255172413795
frac_1639,2.0546446376811596
frac_1640,2.2209759720139934
frac_1641,2.2106925337331336
frac_1642,2.2240863768115937
frac_1643,2.225626616691654
frac_1644,2.2516981659170416
frac_1645,2.382124907546227
frac_1646,2.329985402298851
frac_1647,2.3742758620689655
frac_1648,2.3350698300849575
frac_1649,2.3625601149425286
frac_1650,1.9310132183908046
frac_1651,1.8370332533733131
frac_1652,1.8940088255872063
frac_1653,1.8683339780109944
frac_1654,1.8918821739130436
frac_1655,2.0213557671164417
frac_1656,2.084610789605197
frac_1657,2.004785162418791
frac_1658,2.017658700649675
frac_1659,2.0394660419790105
frac_1660,2.1565313893053477
frac_1661,2.1877315892053972
frac_1662,2.1576191104447773
frac_1663,2.113768175912044
frac_1664,2.1447868565717143
frac_1665,2.2601784107946026
frac_1666,2.2810639480259876
frac_1667,2.251175737131434
frac_1668,2.256347196401799
frac_1669,2.2760505947026486
frac_1670,2.412963348325837
frac_1671,2.394741264367816
frac_1672,2.4284394302848575
frac_1673,2.4051813693153425
frac_1674,2.3678073413293355
frac_1675,2.017542423788106
frac_1676,1.9444048375812095
frac_1677,1.9577268815592206
frac_1678,1.9556843178410797
frac_1679,1.9309692353823091
frac_1680,2.1281335982008995
frac_1681,2.0494889855072462
frac_1682,2.0624268265867065
frac_1683,2.1068508295852073
frac_1684,2.071854947526237
frac_1685,2.256640309845077
frac_1686,2.2377688405797103
frac_1687,2.2122300099950025
frac_1688,2.1849369115442276
frac_1689,2.202342538730635
frac_1690,2.381848295852074
frac_1691,2.3690868065967017
frac_1692,2.3105705497251376
frac_1693,2.3402687806096947
frac_1694,2.3305274062968513
frac_1695,2.5183834882558718
frac_1696,2.417174852573713
frac_1697,2.4795390654672667
frac_1698,2.467038380809595
frac_1699,2.4442785257371313
frac_1700,2.0461332783608195
frac_1701,2.0366471464267866
frac_1702,2.0754564017991006
frac_1703,2.0372633883058473
frac_1704,2.046598735632184
frac_1705,2.190421984007996
frac_1706,2.1516806946526743
frac_1707,2.138764457771114
frac_1708,2.1608803398300847
frac_1709,2.171566566716642
frac_1710,2.2837505447276363
frac_1711,2.2960617741129434
frac_1712,2.3067910144927537
frac_1713,2.2906448975512244
frac_1714,2.2838598700649677
frac_1715,2.466604142928536
frac_1716,2.449045342328836
frac_1717,2.4588588405797105
frac_1718,2.439390564717641
frac_1719,2.4181846976511743
frac_1720,2.4859101899050478
frac_1721,2.5640389055472266
frac_1722,2.5278329585207397
frac_1723,2.5484617941029484
frac_1724,2.4813210394802603
frac_1725,2.1139590254872562
frac_1726,2.061087971014493
frac_1727,2.1011775062468767
frac_1728,2.1073940429785107
frac_1729,2.104173828085957
frac_1730,2.1902671564217893
frac_1731,2.2478426086956524
frac_1732,2.1974003698150923
frac_1733,2.2733483008495754
frac_1734,2.2319511044477762
frac_1735,2.3336026186906547
frac_1736,2.3535213843078457
frac_1737,2.388484337831084
frac_1738,2.3540291854072963
frac_1739,2.410624612693653
frac_1740,2.4989755822088955
frac_1741,2.4917058820589704
frac_1742,2.4645035332333833
frac_1743,2.5273233583208397
frac_1744,2.5286641379310346
frac_1745,2.6253200849575213
frac_1746,2.64379011994003
frac_1747,2.6191447276361823
frac_1748,2.5987982208895546
frac_1749,2.587725662168915
frac_1750,1.849537956021989
frac_1751,1.9200455922038981
frac_1752,1.8852534432783608
frac_1753,1.889379915042479
frac_1754,1.8760621539230387
frac_1755,2.0314139980009993
frac_1756,2.0558534682658673
frac_1757,2.0183773463268366
frac_1758,2.0340522788605697
frac_1759,2.0587310294852577
frac_1760,2.1755410194902547
frac_1761,2.1337315342328833
frac_1762,2.1822350024987505
frac_1763,2.234749430284858
frac_1764,2.123752933533233
frac_1765,2.342473513243378
frac_1766,2.3505664567716145
frac_1767,2.2203214742628683
frac_1768,2.3043817291354327
frac_1769,2.343631449275362
frac_1770,2.4007125337331336
frac_1771,2.413838980509745
frac_1772,2.4168128035982006
frac_1773,2.405501349325337
frac_1774,2.3623926936531734
frac_1775,1.9693555872063966
frac_1776,1.9398008395802098
frac_1777,1.949496111944028
frac_1778,1.962363148425787
frac_1779,1.9894452323838079
frac_1780,2.1092354622688654
frac_1781,2.091143248375812
frac_1782,2.10070732133933
frac_1783,2.0902891154422787
frac_1784,2.1166148425787106
frac_1785,2.220244032983508
frac_1786,2.223918095952024
frac_1787,2.2863452223888054
frac_1788,2.268217236381809
frac_1789,2.183745322338831
frac_1790,2.308418285857072
frac_1791,2.3610152073963016
frac_1792,2.353289980009995
frac_1793,2.329479865067466
frac_1794,2.3181439180409797
frac_1795,2.474953408295852
frac_1796,2.450306836581709
frac_1797,2.478154612693653
frac_1798,2.4576664017991003
frac_1799,2.5264158970514745
frac_1800,2.0281088655672166
frac_1801,2.00831728135932
frac_1802,2.0101825387306347
frac_1803,2.028491969015492
frac_1804,2.0110980209895053
frac_1805,2.1395084057971014
frac_1806,2.126477511244378
frac_1807,2.1161444777611194
frac_1808,2.146811304347826
frac_1809,2.169914342828586
frac_1810,2.305247396301849
frac_1811,2.323890004997501
frac_1812,2.2916830784607694
frac_1813,2.313186061969015
frac_1814,2.3282714042978507
frac_1815,2.393008805597202
frac_1816,2.454493303348326
frac_1817,2.4241905397301347
frac_1818,2.410841484257871
frac_1819,2.4221043828085955
frac_1820,2.497874462768616
frac_1821,2.583731139430285
frac_1822,2.542579335332334
frac_1823,2.5557606996501745
frac_1824,2.5843886056971517
frac_1825,2.0835094702648678
frac_1826,2.104780669665167
frac_1827,2.0219244627686153
frac_1828,2.0477880759620186
frac_1829,2.080802403798101
frac_1830,2.241997016491754
frac_1831,2.2270037231384308
frac_1832,2.2245235832083954
frac_1833,2.229504362818591
frac_1834,2.25043928035982
frac_1835,2.417666936531734
frac_1836,2.39773932033983
frac_1837,2.41921528235882
frac_1838,2.2828001949025487
frac_1839,2.3629157721139435
frac_1840,2.501747266366816
frac_1841,2.4743686156921543
frac_1842,2.524768235882059
frac_1843,2.4851421739130437
frac_1844,2.491120899550225
frac_1845,2.609971204397801
frac_1846,2.6378846526736632
frac_1847,2.6244040929535233
frac_1848,2.550313583208396
frac_1849,2.630605952023988
frac_1850,2.1863636731634184
frac_1851,2.1894735332333832
frac_1852,2.1434942128935535
frac_1853,2.10232339830085
frac_1854,2.1510612293853075
frac_1855,2.303993128435782
frac_1856,2.278331419290355
frac_1857,2.3161906696651675
frac_1858,2.268169095452274
frac_1859,2.2695098200899553
frac_1860,2.41564483758121
frac_1861,2.4136287206396805
frac_1862,2.4241932983508243
frac_1863,2.4342772813593205
frac_1864,2.410787476261869
frac_1865,2.4950506896551725
frac_1866,2.5757018240879557
frac_1867,2.548751094452774
frac_1868,2.5473555322338832
frac_1869,2.5322530384807593
frac_1870,2.6634114492753618
frac_1871,2.618291209395302
frac_1872,2.6793282408795602
frac_1873,2.6061098450774614
frac_1874,2.6972624287856073
frac_1875,1.6128450674662669
frac_1876,1.6538706321839078
frac_1877,1.6072682773613196
frac_1878,1.666276375312344
frac_1879,1.623335872063968
frac_1880,1.817206111944028
frac_1881,1.8286635982008996
frac_1882,1.8168410994502746
frac_1883,1.7827833133433282
frac_1884,1.7536868765617193
frac_1885,1.9870799200399798
frac_1886,1.9543674212893556
frac_1887,1.8842863618190906
frac_1888,1.965355432283858
frac_1889,1.9218255422288855
frac_1890,2.0216055372313844
frac_1891,2.0516787756121935
frac_1892,2.062822583708146
frac_1893,2.0421947726136933
frac_1894,2.046005172413793
frac_1895,2.180517541229385
frac_1896,2.2103163618190904
frac_1897,2.204405867066467
frac_1898,2.223454932533733
frac_1899,2.2522815192403796
frac_1900,1.6962403998000997
frac_1901,1.738640859570215
frac_1902,1.7178095802098952
frac_1903,1.7138668865567215
frac_1904,1.7275323588205898
frac_1905,1.8727095852073963
frac_1906,1.861882003998001
frac_1907,1.8534912793603198
frac_1908,1.877783388305847
frac_1909,1.8809747976011995
frac_1910,2.001828150924538
frac_1911,2.017081384307846
frac_1912,1.9619051174412794
frac_1913,2.0092685857071464
frac_1914,2.057502103948026
frac_1915,2.1535475762118943
frac_1916,2.1238626336831588
frac_1917,2.1431229935032485
frac_1918,2.1464842578710646
frac_1919,2.1014922838580707
frac_1920,2.272594372813593
frac_1921,2.239241864067966
frac_1922,2.278019215392304
frac_1923,2.276773228385807
frac_1924,2.230359100449775
frac_1925,1.7956106996501748
frac_1926,1.7663811894052974
frac_1927,1.8282077811094453
frac_1928,1.797297151424288
frac_1929,1.7935781109445277
frac_1930,1.9419711544227887
frac_1931,1.9243549025487257
frac_1932,1.9572724637681158
frac_1933,1.9328196101949024
frac_1934,1.9389388655672164
frac_1935,2.0357109945027485
frac_1936,2.0765391554222887
frac_1937,2.1186941779110446
frac_1938,2.059653488255872
frac_1939,2.0490292353823087
frac_1940,2.2646170414792604
frac_1941,2.1446394702648672
frac_1942,2.205370069965017
frac_1943,2.189574947526237
frac_1944,2.1818381209395303
frac_1945,2.311679780109945
frac_1946,2.2748709395302353
frac_1947,2.338536736631684
frac_1948,2.303718185907046
frac_1949,2.3450607346326837
frac_1950,1.8779488705647178
frac_1951,1.897125952023988
frac_1952,1.8530746976511745
frac_1953,1.8203016591704149
frac_1954,1.845347031484258
frac_1955,1.9945733333333333
frac_1956,2.026548455772114
frac_1957,2.009875377311344
frac_1958,2.0053189005497254
frac_1959,2.007418935532234
frac_1960,2.09986083958021
frac_1961,2.1985368565717143
frac_1962,2.096601969015492
frac_1963,2.1537948575712145
frac_1964,2.1119559420289855
frac_1965,2.2762655922038983
frac_1966,2.2241965817091454
frac_1967,2.2146607646176917
frac_1968,2.2638002148925533
frac_1969,2.255796516741629
frac_1970,2.3994154822588705
frac_1971,2.408047376311844
frac_1972,2.4348713443278363
frac_1973,2.4182198250874563
frac_1974,2.448462043978011
frac_1975,1.925755492253873
frac_1976,1.9419454422788607
