[W],[Ta],[Tr],[R],total_count,R_avg_cluster_size,Ta_avg_cluster_size,Tr_avg_cluster_size,W_avg_cluster_size,num_cluster_types,max_cluster_size,R_no_of_cluster,Ta_no_of_cluster,Tr_no_of_cluster,W_no_of_cluster,R_max_cluster_size,Ta_max_cluster_size,Tr_max_cluster_size,W_max_cluster_size,deltaGmin,A2_normalized
10.0,12.0,10.0,8.0,40,2.0,2.0,2.333333333333333,2.0,4,3,2,2,3,2,2,2,3,2,-14.598954422222226,-0.01647158004959852
10.0,12.0,10.0,8.0,40,2.0,2.333333333333333,2.0,2.0,4,3,2,3,1,3,2,3,2,2,-14.24429355555555,0.0368791768753628
10.0,12.0,10.0,8.0,40,2.0,3.0,2.5,3.0,4,4,3,2,2,2,2,4,3,4,-14.607222666666667,0.1578817561098829
10.0,12.0,10.0,8.0,40,2.0,2.0,2.0,2.0,4,2,1,4,2,2,2,2,2,2,-13.108850133333334,0.08551828734147354
12.0,12.0,10.0,8.0,42,0.0,4.0,2.0,2.5,4,4,0,1,2,2,0,4,2,3,-11.24686453333334,0.045164155352428584
12.0,12.0,10.0,8.0,42,0.0,3.0,2.6666666666666665,2.333333333333333,4,4,0,2,3,3,0,4,4,3,-12.867306955555565,0.046463382039278994
12.0,12.0,10.0,8.0,42,2.0,2.5,2.0,2.333333333333333,4,3,2,2,1,3,2,3,2,3,-14.052254577777786,0.13731564037269686
12.0,12.0,10.0,8.0,42,0.0,2.0,2.0,2.5,4,3,0,3,1,2,0,2,2,3,-14.37154455555556,0.09809800426925593
12.0,12.0,10.0,8.0,42,2.0,2.6666666666666665,2.0,2.0,4,4,2,3,2,2,2,4,2,2,-13.509911777777774,-0.1696569245245627
4.0,4.0,12.0,8.0,28,2.0,2.0,2.25,2.0,4,3,4,1,4,1,2,2,3,2,-11.534116844444444,0.031724050407715185
4.0,4.0,12.0,8.0,28,2.0,0.0,4.0,0.0,4,5,1,0,2,0,2,0,5,0,-10.655979888888893,-0.0846262819371822
4.0,4.0,12.0,8.0,28,5.0,0.0,3.0,2.0,4,5,1,0,3,1,5,0,5,2,-11.135033377777773,0.11832455914439258
4.0,4.0,12.0,8.0,28,3.0,0.0,2.0,0.0,4,3,1,0,2,0,3,0,2,0,-10.086503200000006,0.07340759559177844
4.0,4.0,12.0,8.0,28,2.0,0.0,7.0,0.0,4,7,2,0,1,0,2,0,7,0,-10.381775844444443,0.12539252218377492
6.0,4.0,12.0,8.0,30,2.0,0.0,2.0,2.0,4,2,1,0,3,1,2,0,2,2,-8.793600066666666,0.1761523987884452
6.0,4.0,12.0,8.0,30,2.5,0.0,2.0,2.0,4,3,2,0,1,1,3,0,2,2,-9.632610599999998,0.19985156546170432
6.0,4.0,12.0,8.0,30,2.0,2.0,3.0,2.0,4,4,1,1,2,1,2,2,4,2,-10.359004666666658,0.12791645089866338
6.0,4.0,12.0,8.0,30,0.0,0.0,2.6666666666666665,2.0,4,3,0,0,3,2,0,0,3,2,-9.235136244444442,-0.0676923184447693
6.0,4.0,12.0,8.0,30,2.0,0.0,2.25,0.0,4,3,1,0,4,0,2,0,3,0,-9.712090244444443,0.0914439977139474
8.0,4.0,12.0,8.0,32,2.0,0.0,3.333333333333333,2.0,4,4,2,0,3,1,2,0,4,2,-8.673268644444446,0.003485229689288572
8.0,4.0,12.0,8.0,32,2.0,0.0,3.0,2.0,4,3,3,0,2,1,2,0,3,2,-9.144548577777769,0.269540174739162
8.0,4.0,12.0,8.0,32,2.0,2.0,2.6666666666666665,2.0,4,4,1,1,3,2,2,2,4,2,-8.362726488888889,-0.18327164733232496
8.0,4.0,12.0,8.0,32,0.0,2.0,2.5,2.0,4,3,0,1,2,2,0,2,3,2,-9.23928491111111,0.059021498787567836
8.0,4.0,12.0,8.0,32,2.0,2.0,3.0,2.0,4,4,3,1,2,1,2,2,4,2,-9.980356022222225,-0.020302151849838218
10.0,4.0,12.0,8.0,34,2.0,0.0,2.2,2.0,4,3,2,0,5,2,2,0,3,2,-8.379685044444448,0.18779887398143733
10.0,4.0,12.0,8.0,34,2.0,0.0,3.0,2.25,4,4,1,0,3,4,2,0,4,3,-9.038322400000004,0.0881219634379951
10.0,4.0,12.0,8.0,34,2.0,0.0,2.5,4.0,4,4,1,0,2,1,2,0,3,4,-8.862119066666667,0.2671704876331921
10.0,4.0,12.0,8.0,34,2.0,3.0,2.0,2.0,4,3,1,1,4,1,2,3,2,2,-8.75790273333333,0.051913312341305265
10.0,4.0,12.0,8.0,34,2.0,0.0,2.0,2.0,4,2,2,0,3,2,2,0,2,2,-9.191392044444443,0.044948059517251886
12.0,4.0,12.0,8.0,36,2.333333333333333,2.0,2.5,3.0,4,5,3,2,4,3,3,2,4,5,-9.2353462,0.03857871480552017
12.0,4.0,12.0,8.0,36,0.0,2.0,2.5,2.0,4,3,0,1,2,4,0,2,3,2,-7.464094511111113,0.26089698341245826
12.0,4.0,12.0,8.0,36,0.0,0.0,2.5,2.6666666666666665,4,4,0,0,2,3,0,0,3,4,-8.607830888888888,0.14581035826546554
12.0,4.0,12.0,8.0,36,2.0,2.0,2.0,2.5,4,3,1,1,4,2,2,2,2,3,-7.9041966888888835,-0.030756518188137388
12.0,4.0,12.0,8.0,36,2.0,3.0,4.0,2.6666666666666665,4,4,2,1,1,3,2,3,4,3,-8.791925911111111,0.1740943808174869
4.0,6.0,12.0,8.0,30,3.0,3.0,2.333333333333333,0.0,4,3,1,1,3,0,3,3,3,0,-11.227831777777775,0.029971070166020363
4.0,6.0,12.0,8.0,30,3.0,2.0,2.25,0.0,4,3,1,1,4,0,3,2,3,0,-12.565480022222216,0.1590303005299643
4.0,6.0,12.0,8.0,30,3.0,2.5,2.333333333333333,2.0,4,3,1,2,3,1,3,3,3,2,-11.20885168888889,0.19432160348987726
4.0,6.0,12.0,8.0,30,2.0,2.0,2.6666666666666665,0.0,4,3,1,1,3,0,2,2,3,0,-10.989671155555554,0.022934283177983544
4.0,6.0,12.0,8.0,30,0.0,2.0,2.5,0.0,4,3,0,1,2,0,0,2,3,0,-11.62377155555556,0.08107612114271763
6.0,6.0,12.0,8.0,32,2.0,2.0,3.0,2.0,4,5,2,1,3,1,2,2,5,2,-11.409000377777767,0.0502761953845099
6.0,6.0,12.0,8.0,32,3.0,2.0,2.5,2.0,4,3,1,2,4,2,3,2,3,2,-10.843671066666667,0.0393888244108348
6.0,6.0,12.0,8.0,32,0.0,0.0,3.5,0.0,4,4,0,0,2,0,0,0,4,0,-11.075266955555565,-0.14557056921343206
6.0,6.0,12.0,8.0,32,2.0,0.0,3.5,0.0,4,5,1,0,2,0,2,0,5,0,-10.832859355555565,0.02000376643637235
6.0,6.0,12.0,8.0,32,2.5,2.0,3.0,2.0,4,4,2,1,3,1,3,2,4,2,-12.5187264,-0.12766075535857402
8.0,6.0,12.0,8.0,34,3.0,3.0,3.333333333333333,2.0,4,4,1,1,3,1,3,3,4,2,-10.813575355555564,0.0654371267496499
8.0,6.0,12.0,8.0,34,2.0,2.0,2.333333333333333,2.0,4,3,1,2,3,1,2,2,3,2,-9.966361244444446,-0.011688240475170685
8.0,6.0,12.0,8.0,34,3.0,0.0,2.0,2.0,4,3,1,0,3,1,3,0,2,2,-10.909058466666664,0.150771764728429
8.0,6.0,12.0,8.0,34,2.0,2.0,2.2,2.5,4,3,3,2,5,2,2,2,3,3,-10.512549755555558,-0.032924724183303354
8.0,6.0,12.0,8.0,34,2.0,0.0,2.25,2.0,4,3,1,0,4,1,2,0,3,2,-10.126238022222221,-0.07387368240479719
10.0,6.0,12.0,8.0,36,3.0,0.0,2.6666666666666665,2.0,4,3,1,0,3,2,3,0,3,2,-10.287490555555557,0.03485494222366757
10.0,6.0,12.0,8.0,36,2.0,2.0,2.0,2.25,4,3,1,1,3,4,2,2,2,3,-9.92553177777778,-0.015416546370288109
10.0,6.0,12.0,8.0,36,2.0,0.0,2.333333333333333,2.0,4,3,2,0,3,2,2,0,3,2,-9.898328755555552,-0.09529601097603486
10.0,6.0,12.0,8.0,36,3.0,2.0,2.0,2.5,4,3,1,1,4,2,3,2,2,3,-10.062579488888888,0.10006177492013037
10.0,6.0,12.0,8.0,36,2.0,2.0,2.0,2.0,4,2,2,1,2,2,2,2,2,2,-9.65598735555555,0.09032390971637992
12.0,6.0,12.0,8.0,38,2.0,0.0,2.0,3.0,4,3,1,0,4,1,2,0,2,3,-10.018504044444443,0.07556500744557221
12.0,6.0,12.0,8.0,38,2.0,0.0,2.333333333333333,2.25,4,3,1,0,3,4,2,0,3,3,-8.280064111111113,0.10919890596396932
12.0,6.0,12.0,8.0,38,4.0,2.0,2.5,2.6666666666666665,4,4,1,1,2,3,4,2,3,4,-9.360853000000004,-0.038354424889243205
12.0,6.0,12.0,8.0,38,2.0,0.0,2.0,2.0,4,2,2,0,3,2,2,0,2,2,-9.17754993333334,0.09801591740359207
12.0,6.0,12.0,8.0,38,2.0,2.0,2.0,2.5,4,3,1,1,2,2,2,2,2,3,-8.380534866666665,0.104944852204732
4.0,8.0,12.0,8.0,32,2.0,2.0,2.0,0.0,4,2,1,1,1,0,2,2,2,0,-13.352521200000007,0.18804583497964025
4.0,8.0,12.0,8.0,32,0.0,3.0,4.0,0.0,4,6,0,1,2,0,0,3,6,0,-13.674594044444435,0.0716197468205267
4.0,8.0,12.0,8.0,32,2.0,2.0,3.0,0.0,4,3,2,2,2,0,2,2,3,0,-13.7941574,-0.032299681881135404
4.0,8.0,12.0,8.0,32,2.0,2.0,2.5,0.0,4,3,1,2,2,0,2,2,3,0,-12.920707333333334,0.20701618888499995
4.0,8.0,12.0,8.0,32,2.5,2.0,2.333333333333333,2.0,4,3,2,2,3,1,3,2,3,2,-13.174744533333335,0.04514412199124709
6.0,8.0,12.0,8.0,34,2.0,3.0,3.0,2.0,4,4,1,1,2,1,2,3,4,2,-12.281149822222226,0.07115443012238454
6.0,8.0,12.0,8.0,34,3.0,2.0,2.5,3.0,4,3,1,2,2,1,3,2,3,3,-12.145647022222226,-0.008963586743082317
6.0,8.0,12.0,8.0,34,2.5,2.0,2.333333333333333,2.0,4,3,2,1,3,2,3,2,3,2,-13.376318955555565,0.13112586892607564
6.0,8.0,12.0,8.0,34,2.0,4.0,3.0,2.0,4,4,2,1,2,2,2,4,4,2,-12.829942933333326,-0.04992264049833179
6.0,8.0,12.0,8.0,34,2.0,2.0,2.5,2.0,4,3,1,2,2,1,2,2,3,2,-12.498837111111126,-0.01022064963343811
8.0,8.0,12.0,8.0,36,2.0,2.0,2.333333333333333,2.0,4,3,2,2,3,1,2,2,3,2,-11.162129555555556,-0.07086796044649844
8.0,8.0,12.0,8.0,36,2.0,2.0,2.75,2.0,4,3,1,2,4,1,2,2,3,2,-12.745489133333313,0.09180974538192803
8.0,8.0,12.0,8.0,36,2.0,2.0,2.5,3.0,4,3,1,1,2,1,2,2,3,3,-11.338730466666654,-0.0010084701306008637
8.0,8.0,12.0,8.0,36,2.0,2.0,2.6666666666666665,2.0,4,3,3,2,3,1,2,2,3,2,-12.166602666666664,-0.013231904210847
8.0,8.0,12.0,8.0,36,2.0,0.0,2.0,4.0,4,4,1,0,2,1,2,0,2,4,-12.666628466666674,-0.10908487897866934
10.0,8.0,12.0,8.0,38,2.0,2.0,2.0,2.0,4,2,1,1,4,1,2,2,2,2,-11.286320666666674,0.10533524590433144
10.0,8.0,12.0,8.0,38,2.0,2.0,2.0,2.0,4,2,2,1,3,2,2,2,2,2,-11.398547777777765,-0.1916621286739356
10.0,8.0,12.0,8.0,38,0.0,2.0,2.5,2.0,4,3,0,1,2,1,0,2,3,2,-11.100533155555556,-0.015336660386775869
10.0,8.0,12.0,8.0,38,2.0,0.0,2.0,2.0,4,2,2,0,1,3,2,0,2,2,-11.714902222222225,-0.0068689533691378354
10.0,8.0,12.0,8.0,38,2.0,2.0,2.5,2.0,4,4,2,3,4,2,2,2,4,2,-11.491363777777787,0.026375761408948224
12.0,8.0,12.0,8.0,40,0.0,2.5,3.0,2.333333333333333,4,3,0,2,1,3,0,3,3,3,-10.833319911111118,0.04801456039862614
12.0,8.0,12.0,8.0,40,2.0,2.0,2.5,2.0,4,3,1,2,2,1,2,2,3,2,-10.817806288888876,-0.009748000214674576
12.0,8.0,12.0,8.0,40,2.0,2.0,2.333333333333333,2.5,4,3,1,1,3,2,2,2,3,3,-10.263518955555561,0.006982333733839222
12.0,8.0,12.0,8.0,40,2.0,0.0,2.333333333333333,2.0,4,3,3,0,3,2,2,0,3,2,-10.67160057777778,0.20085769342574655
12.0,8.0,12.0,8.0,40,2.0,0.0,2.6666666666666665,2.333333333333333,4,3,2,0,3,3,2,0,3,3,-10.27487235555557,-0.05166250147792757
4.0,10.0,12.0,8.0,34,2.0,2.0,3.0,0.0,4,3,1,1,1,0,2,2,3,0,-14.013499822222204,-0.06536402760215512
4.0,10.0,12.0,8.0,34,2.0,2.0,2.333333333333333,2.0,4,3,2,1,3,1,2,2,3,2,-13.764642311111109,-0.04931997698998705
4.0,10.0,12.0,8.0,34,2.0,3.0,2.6666666666666665,0.0,4,4,2,2,3,0,2,3,4,0,-14.361522066666675,0.07877559794143958
4.0,10.0,12.0,8.0,34,0.0,2.0,3.0,0.0,4,5,0,1,3,0,0,2,5,0,-14.261490733333336,0.10612773435708288
4.0,10.0,12.0,8.0,34,2.0,2.333333333333333,2.333333333333333,0.0,4,3,2,3,3,0,2,3,3,0,-14.570496288888894,-0.10285345876281513
6.0,10.0,12.0,8.0,36,2.5,2.333333333333333,2.333333333333333,2.0,4,3,2,3,3,1,3,3,3,2,-13.421179622222226,-0.11220805679731877
6.0,10.0,12.0,8.0,36,2.0,4.0,2.0,2.0,4,4,2,1,3,1,2,4,2,2,-13.416465977777774,0.1017426754583456
6.0,10.0,12.0,8.0,36,2.0,2.0,2.0,0.0,4,2,2,1,1,0,2,2,2,0,-13.662126977777765,0.11341075029655805
6.0,10.0,12.0,8.0,36,0.0,4.0,4.0,2.0,4,5,0,1,2,1,0,4,5,2,-12.78737246666667,-0.061623254583259915
6.0,10.0,12.0,8.0,36,2.0,0.0,2.6666666666666665,2.0,4,4,1,0,3,1,2,0,4,2,-13.841661155555544,-0.10624108183841813
8.0,10.0,12.0,8.0,38,2.0,3.5,2.25,2.0,4,4,1,2,4,2,2,4,3,2,-12.699191599999995,-0.012024038795032176
8.0,10.0,12.0,8.0,38,2.5,2.0,3.5,3.0,4,4,2,1,2,1,3,2,4,3,-13.547778644444447,-0.0458800226173666
8.0,10.0,12.0,8.0,38,2.0,2.5,2.333333333333333,2.0,4,3,1,2,3,2,2,3,3,2,-13.930087888888893,0.07359321683825187
8.0,10.0,12.0,8.0,38,2.5,2.0,2.6666666666666665,2.0,4,3,2,1,3,2,3,2,3,2,-13.589872866666667,0.061546794604650824
8.0,10.0,12.0,8.0,38,0.0,2.0,2.0,2.0,4,2,0,1,1,2,0,2,2,2,-13.48321048888889,0.1097837563041094
10.0,10.0,12.0,8.0,40,3.0,2.0,2.0,2.0,4,3,1,3,4,2,3,2,2,2,-11.649460422222214,0.09394363037304647
10.0,10.0,12.0,8.0,40,3.0,2.5,2.0,3.0,4,3,1,2,4,1,3,3,2,3,-12.341495111111104,0.18085033225140865
10.0,10.0,12.0,8.0,40,2.0,3.5,2.333333333333333,0.0,4,5,2,2,3,0,2,5,3,0,-12.099851911111116,0.036599257622998184
10.0,10.0,12.0,8.0,40,2.0,2.0,2.333333333333333,2.5,4,3,1,2,3,2,2,2,3,3,-12.84485164444444,0.04663782413440201
10.0,10.0,12.0,8.0,40,3.0,2.0,2.333333333333333,2.0,4,3,1,2,3,1,3,2,3,2,-12.771048155555556,0.039954766826485515
12.0,10.0,12.0,8.0,42,2.0,2.5,2.0,2.0,4,3,1,2,3,3,2,3,2,2,-12.268784399999998,0.20054930570370064
12.0,10.0,12.0,8.0,42,2.0,2.0,2.0,2.333333333333333,4,3,2,3,4,3,2,2,2,3,-12.561007355555567,-0.15744575564002533
12.0,10.0,12.0,8.0,42,2.5,2.0,2.25,2.25,4,3,2,1,4,4,3,2,3,3,-11.431767466666678,0.15428613305683314
12.0,10.0,12.0,8.0,42,2.0,4.0,3.0,2.5,4,4,2,1,1,2,2,4,3,3,-11.10569822222223,0.1400976380255955
12.0,10.0,12.0,8.0,42,0.0,2.333333333333333,2.0,2.0,4,3,0,3,1,3,0,3,2,2,-11.686039333333328,0.12315243535647122
4.0,12.0,12.0,8.0,36,3.0,2.5,2.0,0.0,4,3,1,2,4,0,3,3,2,0,-15.949006977777774,-0.059444757165074476
4.0,12.0,12.0,8.0,36,0.0,2.0,2.0,0.0,4,2,0,3,2,0,0,2,2,0,-15.730673688888883,-0.15698967220990614
4.0,12.0,12.0,8.0,36,2.0,2.25,2.0,0.0,4,3,2,4,2,0,2,3,2,0,-15.395252955555572,-0.045316907780395856
4.0,12.0,12.0,8.0,36,2.5,2.0,2.0,0.0,4,3,2,2,3,0,3,2,2,0,-16.18264773333334,0.19376200441043084
4.0,12.0,12.0,8.0,36,2.0,2.6666666666666665,2.0,0.0,4,3,1,3,3,0,2,3,2,0,-15.216896288888895,-0.09423455948524799
6.0,12.0,12.0,8.0,38,3.0,4.0,2.5,2.0,4,5,2,2,4,1,4,5,4,2,-15.307909377777786,-0.08588370724786679
6.0,12.0,12.0,8.0,38,2.5,2.5,2.6666666666666665,2.0,4,4,2,4,3,1,3,4,3,2,-14.519432888888893,-0.20481476382836694
6.0,12.0,12.0,8.0,38,2.0,2.25,2.0,0.0,4,3,1,4,1,0,2,3,2,0,-14.854276822222221,-0.07174079149993856
6.0,12.0,12.0,8.0,38,2.0,2.0,2.5,2.0,4,3,2,3,2,1,2,2,3,2,-14.747510555555555,0.0758971951778739
6.0,12.0,12.0,8.0,38,2.0,2.0,2.6666666666666665,2.0,4,3,1,2,3,2,2,2,3,2,-16.036634244444436,-0.06184996960950514
8.0,12.0,12.0,8.0,40,2.0,2.5,2.5,3.0,4,4,3,2,4,2,2,3,3,4,-14.453751622222214,0.09251591446161836
8.0,12.0,12.0,8.0,40,3.0,2.6666666666666665,2.333333333333333,2.0,4,3,1,3,3,1,3,3,3,2,-15.233937111111134,0.04981501028391595
8.0,12.0,12.0,8.0,40,3.0,2.0,2.0,0.0,4,3,1,2,1,0,3,2,2,0,-14.194957644444434,0.04546680829547787
8.0,12.0,12.0,8.0,40,2.0,3.0,2.25,2.0,4,4,2,2,4,2,2,4,3,2,-15.086410555555561,0.08959265643960145
8.0,12.0,12.0,8.0,40,2.0,3.0,2.0,2.0,4,3,1,2,2,1,2,3,2,2,-14.400757022222226,0.06671148007007083
10.0,12.0,12.0,8.0,42,3.0,2.6666666666666665,2.333333333333333,2.5,4,3,1,3,3,2,3,3,3,3,-13.366925044444447,0.13924581222325452
10.0,12.0,12.0,8.0,42,2.0,2.6666666666666665,2.333333333333333,2.0,4,3,1,3,3,2,2,3,3,2,-13.723610377777774,-0.047739794675655804
10.0,12.0,12.0,8.0,42,2.0,4.0,2.0,4.0,4,4,1,1,3,1,2,4,2,4,-14.76034397777778,0.024071380970730832
10.0,12.0,12.0,8.0,42,2.0,2.0,2.0,2.0,4,2,1,2,1,1,2,2,2,2,-12.509644955555553,0.029550127461762693
10.0,12.0,12.0,8.0,42,2.0,2.0,2.333333333333333,2.0,4,3,1,2,3,1,2,2,3,2,-13.332256888888885,0.07657174344001681
12.0,12.0,12.0,8.0,44,2.0,3.0,3.0,3.0,4,5,2,2,2,3,2,4,4,5,-13.96388748888889,0.01037394924726062
12.0,12.0,12.0,8.0,44,2.0,2.0,0.0,2.0,4,2,1,2,0,1,2,2,0,2,-13.099149311111116,0.05875136017546859
12.0,12.0,12.0,8.0,44,2.0,2.0,2.333333333333333,2.0,4,3,1,2,3,3,2,2,3,2,-12.299505955555553,-0.02934223670328734
12.0,12.0,12.0,8.0,44,2.0,4.0,2.0,2.0,4,4,2,1,2,3,2,4,2,2,-11.936015955555547,0.08936579404622015
12.0,12.0,12.0,8.0,44,0.0,2.0,2.0,3.0,4,3,0,3,1,1,0,2,2,3,-12.682049733333322,0.13507898896339146
4.0,4.0,4.0,10.0,22,2.25,0.0,0.0,2.0,4,3,4,0,0,1,3,0,0,2,-12.596096733333333,-0.052971231297899664
4.0,4.0,4.0,10.0,22,3.5,3.0,0.0,0.0,4,4,2,1,0,0,4,3,0,0,-12.665685244444447,-0.016047585020689224
4.0,4.0,4.0,10.0,22,3.5,2.0,3.0,0.0,4,4,2,1,1,0,4,2,3,0,-12.512451688888884,-0.11621926224584155
4.0,4.0,4.0,10.0,22,2.5,0.0,0.0,2.0,4,3,2,0,0,1,3,0,0,2,-12.886938311111109,0.3116652502676903
4.0,4.0,4.0,10.0,22,3.0,2.0,0.0,0.0,4,3,2,1,0,0,3,2,0,0,-12.542611933333333,-0.3854841533126957
6.0,4.0,4.0,10.0,24,2.25,0.0,0.0,2.0,4,3,4,0,0,1,3,0,0,2,-12.594765311111123,0.0233421325550585
6.0,4.0,4.0,10.0,24,3.5,2.0,0.0,3.0,4,5,2,1,0,1,5,2,0,3,-12.47175613333333,-0.10525937881201053
6.0,4.0,4.0,10.0,24,2.5,0.0,2.0,2.0,4,3,2,0,1,1,3,0,2,2,-12.574209844444445,-0.13514481709120715
6.0,4.0,4.0,10.0,24,4.0,0.0,0.0,0.0,4,4,1,0,0,0,4,0,0,0,-11.101333533333333,-0.06963366098802133
6.0,4.0,4.0,10.0,24,2.5,2.0,0.0,2.0,4,3,2,1,0,2,3,2,0,2,-11.308150355555568,-0.3611319368726429
8.0,4.0,4.0,10.0,26,2.0,0.0,0.0,2.0,4,2,3,0,0,1,2,0,0,2,-11.065819555555557,0.2050533613948503
8.0,4.0,4.0,10.0,26,2.333333333333333,2.0,2.0,3.0,4,3,3,1,1,1,3,2,2,3,-11.266674866666673,0.2071238360112482
8.0,4.0,4.0,10.0,26,2.5,2.0,0.0,2.5,4,3,2,1,0,2,3,2,0,3,-10.410265933333333,-0.006365023920244176
8.0,4.0,4.0,10.0,26,2.0,0.0,0.0,3.0,4,4,2,0,0,2,2,0,0,4,-11.58385926666667,0.08479818518428775
8.0,4.0,4.0,10.0,26,2.5,0.0,0.0,2.0,4,3,2,0,0,1,3,0,0,2,-11.15839104444443,0.20716990481524225
10.0,4.0,4.0,10.0,28,3.0,2.0,0.0,2.333333333333333,4,4,2,1,0,3,4,2,0,3,-10.130558777777779,0.1402751691042431
10.0,4.0,4.0,10.0,28,3.0,0.0,2.0,2.5,4,3,1,0,1,2,3,0,2,3,-9.952481200000003,0.16221040378291066
10.0,4.0,4.0,10.0,28,3.0,0.0,2.0,2.0,4,3,1,0,1,2,3,0,2,2,-9.22007564444445,-0.016978961278014362
10.0,4.0,4.0,10.0,28,2.5,0.0,0.0,2.0,4,3,2,0,0,2,3,0,0,2,-9.389181333333337,0.139988825477424
10.0,4.0,4.0,10.0,28,2.0,2.0,0.0,2.0,4,2,2,1,0,3,2,2,0,2,-10.322672355555564,0.12389275416904255
12.0,4.0,4.0,10.0,30,2.25,2.0,2.0,2.333333333333333,4,3,4,1,1,3,3,2,2,3,-10.322037888888888,0.09582703611675672
12.0,4.0,4.0,10.0,30,2.25,2.0,0.0,3.0,4,4,4,1,0,3,3,2,0,4,-10.23982177777778,0.056802478194947936
12.0,4.0,4.0,10.0,30,3.0,0.0,0.0,2.6666666666666665,4,4,2,0,0,3,3,0,0,4,-9.707958822222228,-0.023630785773817848
12.0,4.0,4.0,10.0,30,2.0,0.0,0.0,2.0,4,2,2,0,0,4,2,0,0,2,-8.663639844444448,-0.0045905742440632705
12.0,4.0,4.0,10.0,30,2.0,0.0,0.0,4.0,4,4,2,0,0,2,2,0,0,4,-9.459154955555553,0.044854326663087474
4.0,6.0,4.0,10.0,24,2.0,0.0,2.0,2.0,4,2,3,0,1,1,2,0,2,2,-14.028129888888893,0.3063371050185629
4.0,6.0,4.0,10.0,24,2.333333333333333,2.0,0.0,0.0,4,3,3,2,0,0,3,2,0,0,-14.267565533333334,-0.01862330906187391
4.0,6.0,4.0,10.0,24,2.333333333333333,2.0,2.0,0.0,4,3,3,1,1,0,3,2,2,0,-14.374586666666673,-0.17506883047401856
4.0,6.0,4.0,10.0,24,2.6666666666666665,2.0,2.0,0.0,4,4,3,2,1,0,4,2,2,0,-13.626060577777777,-0.07411091518406959
4.0,6.0,4.0,10.0,24,2.333333333333333,2.0,2.0,2.0,4,3,3,1,1,1,3,2,2,2,-14.089190266666673,0.3372648835714062
6.0,6.0,4.0,10.0,26,2.5,0.0,2.0,2.0,4,3,2,0,1,1,3,0,2,2,-13.361136066666663,0.16718664728357074
6.0,6.0,4.0,10.0,26,3.5,3.0,0.0,2.0,4,4,2,1,0,1,4,3,0,2,-13.800154733333335,-0.043799443110540716
6.0,6.0,4.0,10.0,26,2.0,2.0,2.0,0.0,4,2,2,1,1,0,2,2,2,0,-13.003349644444445,0.26313136914607865
6.0,6.0,4.0,10.0,26,2.5,2.0,2.0,0.0,4,3,2,2,1,0,3,2,2,0,-13.273540177777786,0.11205252993766412
6.0,6.0,4.0,10.0,26,2.0,0.0,0.0,2.0,4,2,2,0,0,1,2,0,0,2,-12.999316333333333,-0.06831904149380784
8.0,6.0,4.0,10.0,28,2.0,2.0,2.0,3.0,4,3,4,3,1,1,2,2,2,3,-12.263752888888881,0.18070544477693226
8.0,6.0,4.0,10.0,28,2.5,2.0,0.0,2.0,4,3,2,1,0,2,3,2,0,2,-12.766052111111124,-0.1173563318691243
8.0,6.0,4.0,10.0,28,2.333333333333333,2.5,0.0,2.0,4,3,3,2,0,1,3,3,0,2,-11.431728400000011,0.012066276405307495
8.0,6.0,4.0,10.0,28,5.0,2.0,0.0,2.0,4,5,1,2,0,3,5,2,0,2,-11.925733822222213,0.08553720212661799
8.0,6.0,4.0,10.0,28,3.0,2.0,2.0,3.0,4,4,2,2,1,1,4,2,2,3,-12.626890333333336,0.10340599189599907
10.0,6.0,4.0,10.0,30,2.5,0.0,2.0,3.5,4,5,2,0,1,2,3,0,2,5,-11.995140311111117,-0.3143859296150992
10.0,6.0,4.0,10.0,30,2.0,0.0,0.0,3.0,4,3,4,0,0,1,2,0,0,3,-11.832503355555561,0.13491873760077186
10.0,6.0,4.0,10.0,30,2.0,2.0,2.0,3.0,4,3,2,1,1,1,2,2,2,3,-10.958406044444434,0.13724675928023947
10.0,6.0,4.0,10.0,30,2.0,0.0,0.0,2.333333333333333,4,3,3,0,0,3,2,0,0,3,-12.631100511111095,0.1750871219873515
10.0,6.0,4.0,10.0,30,2.0,2.0,0.0,2.333333333333333,4,3,1,2,0,3,2,2,0,3,-12.007691777777787,0.1400416688733378
12.0,6.0,4.0,10.0,32,2.0,0.0,0.0,2.333333333333333,4,3,2,0,0,3,2,0,0,3,-10.616050355555553,0.0057262402949384075
12.0,6.0,4.0,10.0,32,2.0,2.0,0.0,2.0,4,2,1,1,0,1,2,2,0,2,-10.067860333333334,0.047673910341153376
12.0,6.0,4.0,10.0,32,3.0,2.0,0.0,2.25,4,3,2,2,0,4,3,2,0,3,-11.41205100000002,0.03905625634365967
12.0,6.0,4.0,10.0,32,2.5,2.0,0.0,5.0,4,5,2,2,0,1,3,2,0,5,-10.860241355555555,0.16272043880687045
12.0,6.0,4.0,10.0,32,2.0,2.0,0.0,2.25,4,3,2,1,0,4,2,2,0,3,-10.577724266666669,0.2443716472325715
4.0,8.0,4.0,10.0,26,2.0,2.5,0.0,2.0,4,3,2,2,0,1,2,3,0,2,-15.220055022222233,-0.3730116601113118
4.0,8.0,4.0,10.0,26,2.0,3.0,2.0,0.0,4,3,2,1,1,0,2,3,2,0,-14.892047577777774,0.06965907270094719
4.0,8.0,4.0,10.0,26,2.0,2.0,0.0,2.0,4,2,3,1,0,2,2,2,0,2,-15.8746796,-0.09889736300112313
