[W],[Ta],[Tr],[R],total_count,R_avg_cluster_size,Ta_avg_cluster_size,Tr_avg_cluster_size,W_avg_cluster_size,num_cluster_types,max_cluster_size,R_no_of_cluster,Ta_no_of_cluster,Tr_no_of_cluster,W_no_of_cluster,R_max_cluster_size,Ta_max_cluster_size,Tr_max_cluster_size,W_max_cluster_size,deltaGmin,A2_normalized
4.0,8.0,12.0,4.0,28,2.0,3.0,3.5,2.0,4,4,2,2,2,1,2,3,4,2,-10.824830355555566,0.18834198164649388
4.0,8.0,12.0,4.0,28,2.0,2.0,3.0,2.0,4,4,1,3,4,1,2,2,4,2,-10.175935866666665,-0.024457895288546968
4.0,8.0,12.0,4.0,28,0.0,2.0,2.333333333333333,0.0,4,3,0,1,3,0,0,2,3,0,-9.59890311111111,0.10211541033615656
6.0,8.0,12.0,4.0,30,0.0,2.5,2.0,0.0,4,3,0,2,2,0,0,3,2,0,-10.629615088888883,0.16219936983588187
6.0,8.0,12.0,4.0,30,2.0,0.0,2.25,2.0,4,3,1,0,4,2,2,0,3,2,-9.177062577777775,-0.11080998926423223
6.0,8.0,12.0,4.0,30,2.0,2.0,2.5,2.0,4,3,1,1,2,1,2,2,3,2,-8.364990066666662,0.005388267140956854
6.0,8.0,12.0,4.0,30,0.0,2.0,3.0,2.0,4,4,0,1,3,1,0,2,4,2,-8.874076822222221,-0.10093700924703897
6.0,8.0,12.0,4.0,30,0.0,2.5,2.6666666666666665,3.0,4,3,0,2,3,1,0,3,3,3,-8.510136622222221,0.20150995133982005
8.0,8.0,12.0,4.0,32,0.0,2.5,2.5,2.0,4,3,0,2,2,2,0,3,3,2,-7.86371017777778,0.11249827253614446
8.0,8.0,12.0,4.0,32,2.0,2.5,3.0,2.0,4,3,1,2,2,1,2,3,3,2,-8.995468133333334,0.2320658706595995
8.0,8.0,12.0,4.0,32,0.0,2.0,2.6666666666666665,2.0,4,3,0,3,3,1,0,2,3,2,-7.882489933333331,-0.07864698852609438
8.0,8.0,12.0,4.0,32,0.0,2.0,2.0,2.0,4,2,0,2,4,2,0,2,2,2,-7.4267919777777776,0.020290023959830098
8.0,8.0,12.0,4.0,32,0.0,2.5,4.0,2.0,4,4,0,2,2,3,0,3,4,2,-8.198551844444445,0.17944725535811906
10.0,8.0,12.0,4.0,34,0.0,2.0,3.0,2.0,4,4,0,2,3,2,0,2,4,2,-6.738133244444443,0.11875002725119806
10.0,8.0,12.0,4.0,34,2.0,3.0,2.333333333333333,3.0,4,4,2,1,3,2,2,3,3,4,-7.85332673333334,0.08995261316324922
10.0,8.0,12.0,4.0,34,2.0,2.0,2.333333333333333,0.0,4,3,1,1,3,0,2,2,3,0,-6.703472155555552,0.10187745934429396
10.0,8.0,12.0,4.0,34,0.0,2.0,2.0,2.0,4,2,0,1,3,2,0,2,2,2,-6.834507733333332,0.028913523606297824
10.0,8.0,12.0,4.0,34,0.0,2.0,3.0,2.5,4,4,0,1,2,2,0,2,4,3,-7.671793444444447,0.14901742458529382
12.0,8.0,12.0,4.0,36,2.0,2.0,2.6666666666666665,2.5,4,3,1,1,3,2,2,2,3,3,-7.082063822222217,0.050938913668028336
12.0,8.0,12.0,4.0,36,0.0,2.0,2.5,2.0,4,3,0,2,2,1,0,2,3,2,-7.18153991111112,0.05635937999547794
12.0,8.0,12.0,4.0,36,0.0,2.0,2.0,2.6666666666666665,4,4,0,1,5,3,0,2,2,4,-6.809029822222223,0.11258437560701144
12.0,8.0,12.0,4.0,36,0.0,0.0,2.0,2.0,4,2,0,0,1,1,0,0,2,2,-5.699161777777778,0.2066791608334344
12.0,8.0,12.0,4.0,36,0.0,2.0,2.0,2.333333333333333,4,3,0,1,3,3,0,2,2,3,-6.287092888888887,0.0743878028962014
4.0,10.0,12.0,4.0,30,2.0,2.0,3.0,0.0,4,4,1,3,3,0,2,2,4,0,-10.412852044444437,0.04290495174932483
4.0,10.0,12.0,4.0,30,2.0,2.25,2.25,0.0,4,3,1,4,4,0,2,3,3,0,-10.479143266666664,0.2004436324145893
4.0,10.0,12.0,4.0,30,0.0,2.333333333333333,3.5,0.0,4,5,0,3,2,0,0,3,5,0,-11.437312022222226,0.04548640103257777
4.0,10.0,12.0,4.0,30,2.0,2.0,2.5,0.0,4,3,1,3,2,0,2,2,3,0,-10.512005577777773,0.007756323426520054
4.0,10.0,12.0,4.0,30,0.0,2.0,2.0,2.0,4,2,0,3,2,1,0,2,2,2,-10.893592911111107,-0.07016226253384653
6.0,10.0,12.0,4.0,32,0.0,2.5,3.0,2.0,4,4,0,2,2,1,0,3,4,2,-9.931685822222233,0.17323909423540818
6.0,10.0,12.0,4.0,32,0.0,2.6666666666666665,2.6666666666666665,2.0,4,3,0,3,3,1,0,3,3,2,-10.145282377777775,-0.16795821486205792
6.0,10.0,12.0,4.0,32,0.0,2.0,3.0,2.0,4,4,0,2,3,1,0,2,4,2,-11.145332711111116,-0.00046918010160548095
6.0,10.0,12.0,4.0,32,0.0,2.0,2.0,2.0,4,2,0,3,3,1,0,2,2,2,-10.789000977777775,0.12125280098540855
6.0,10.0,12.0,4.0,32,2.0,2.0,2.333333333333333,3.0,4,3,1,1,3,1,2,2,3,3,-10.9624716,-0.02721823364444464
8.0,10.0,12.0,4.0,34,0.0,2.0,2.5,2.0,4,3,0,2,2,1,0,2,3,2,-10.59474964444444,-0.1737789398073685
8.0,10.0,12.0,4.0,34,2.0,2.0,2.5,3.0,4,3,1,2,2,1,2,2,3,3,-9.027999511111108,-0.07780139229669962
8.0,10.0,12.0,4.0,34,0.0,2.0,3.0,2.0,4,3,0,2,2,1,0,2,3,2,-10.477870377777776,0.048933340734905184
8.0,10.0,12.0,4.0,34,0.0,2.0,2.0,3.0,4,3,0,3,1,1,0,2,2,3,-10.599852955555557,0.15226816922558895
8.0,10.0,12.0,4.0,34,0.0,2.0,2.333333333333333,2.0,4,3,0,2,3,1,0,2,3,2,-9.723468333333336,0.1397242918367396
10.0,10.0,12.0,4.0,36,0.0,3.0,2.0,2.0,4,3,0,1,4,1,0,3,2,2,-9.7427046,0.14338414367292704
10.0,10.0,12.0,4.0,36,0.0,2.0,3.0,2.0,4,4,0,2,2,3,0,2,4,2,-8.340099422222224,0.09266089099600748
10.0,10.0,12.0,4.0,36,2.0,2.0,3.0,2.0,4,4,1,2,2,2,2,2,4,2,-8.831448844444449,0.2510305282442288
10.0,10.0,12.0,4.0,36,3.0,2.5,4.0,3.0,4,4,1,2,1,2,3,3,4,4,-9.192582177777783,0.15679092103971026
10.0,10.0,12.0,4.0,36,0.0,2.0,2.5,2.333333333333333,4,3,0,3,2,3,0,2,3,3,-9.426557533333328,0.07470748578295608
12.0,10.0,12.0,4.0,38,0.0,2.0,2.0,2.5,4,3,0,1,3,2,0,2,2,3,-8.075118577777781,0.12295315264081352
12.0,10.0,12.0,4.0,38,0.0,2.0,2.25,3.5,4,4,0,2,4,2,0,2,3,4,-7.384952444444447,0.03790093097320761
12.0,10.0,12.0,4.0,38,2.0,2.0,4.0,2.5,4,4,1,2,1,2,2,2,4,3,-7.2052841777777825,0.06633916299979077
12.0,10.0,12.0,4.0,38,0.0,2.5,2.5,2.0,4,3,0,2,2,2,0,3,3,2,-6.9207761555555605,0.05641585832039803
12.0,10.0,12.0,4.0,38,0.0,2.0,2.0,5.0,4,5,0,1,2,1,0,2,2,5,-8.535270622222228,-0.03313086869143385
4.0,12.0,12.0,4.0,32,2.0,2.0,3.5,2.0,4,5,1,3,2,1,2,2,5,2,-12.761302955555553,-0.0012198482172771227
4.0,12.0,12.0,4.0,32,0.0,2.0,2.333333333333333,0.0,4,3,0,4,3,0,0,2,3,0,-11.974758844444445,0.10488303645257513
4.0,12.0,12.0,4.0,32,2.0,2.0,2.0,0.0,4,2,1,5,3,0,2,2,2,0,-12.5636026,0.12533138469835342
4.0,12.0,12.0,4.0,32,0.0,2.0,5.0,0.0,4,5,0,3,1,0,0,2,5,0,-12.477978799999994,0.11227497420570703
4.0,12.0,12.0,4.0,32,2.0,2.25,2.25,2.0,4,3,1,4,4,1,2,3,3,2,-12.922575355555566,0.06908092999400063
6.0,12.0,12.0,4.0,34,0.0,3.5,2.2,2.0,4,4,0,2,5,2,0,4,3,2,-12.31639428888889,0.07130116114379717
6.0,12.0,12.0,4.0,34,0.0,3.0,2.5,0.0,4,4,0,3,4,0,0,4,3,0,-11.973877822222226,0.02561370988360914
6.0,12.0,12.0,4.0,34,0.0,3.5,2.333333333333333,2.0,4,4,0,2,3,1,0,4,3,2,-11.092331511111116,-0.03767430480801701
6.0,12.0,12.0,4.0,34,0.0,2.333333333333333,2.5,0.0,4,3,0,3,2,0,0,3,3,0,-11.099977799999998,0.07098839215684798
6.0,12.0,12.0,4.0,34,2.0,2.0,2.5,2.5,4,4,1,4,4,2,2,2,4,3,-12.544095555555554,0.0616328489670025
8.0,12.0,12.0,4.0,36,0.0,2.0,4.0,2.0,4,6,0,2,2,1,0,2,6,2,-10.71807028888889,-0.15574111885788686
8.0,12.0,12.0,4.0,36,3.0,2.4,2.5,2.0,4,3,1,5,2,1,3,3,3,2,-11.548796133333335,0.042120617788319104
8.0,12.0,12.0,4.0,36,2.0,3.333333333333333,2.5,2.0,4,4,1,3,2,2,2,4,3,2,-11.77631833333333,0.2818389361893847
8.0,12.0,12.0,4.0,36,2.0,3.5,3.0,0.0,4,5,1,2,2,0,2,5,4,0,-9.896231355555557,-0.029993190996632862
8.0,12.0,12.0,4.0,36,0.0,2.5,2.0,0.0,4,3,0,2,3,0,0,3,2,0,-10.961957288888886,-0.04677094865630376
10.0,12.0,12.0,4.0,38,0.0,2.333333333333333,2.6666666666666665,3.0,4,4,0,3,3,2,0,3,3,4,-10.059934933333327,-0.033536404097505586
10.0,12.0,12.0,4.0,38,0.0,2.333333333333333,2.333333333333333,2.0,4,3,0,3,3,2,0,3,3,2,-8.563562577777779,0.1333676057480864
10.0,12.0,12.0,4.0,38,0.0,2.6666666666666665,2.333333333333333,3.0,4,4,0,3,3,2,0,4,3,3,-12.19173746666666,0.04765209057480448
10.0,12.0,12.0,4.0,38,2.0,2.6666666666666665,2.5,3.0,4,4,1,3,2,1,2,4,3,3,-10.814901688888883,-0.018751716763674958
10.0,12.0,12.0,4.0,38,2.0,2.333333333333333,2.25,3.0,4,3,1,3,4,1,2,3,3,3,-9.633082466666664,0.17410104957142694
12.0,12.0,12.0,4.0,40,2.0,2.5,3.0,2.333333333333333,4,4,1,2,2,3,2,3,4,3,-9.589606333333327,-0.016779448249677385
12.0,12.0,12.0,4.0,40,0.0,2.0,2.0,2.0,4,2,0,3,2,1,0,2,2,2,-8.925864088888892,0.11704388343124565
12.0,12.0,12.0,4.0,40,0.0,2.0,2.0,2.0,4,2,0,3,2,3,0,2,2,2,-9.285750155555556,0.08134329164122965
12.0,12.0,12.0,4.0,40,0.0,2.0,2.0,2.0,4,2,0,1,3,2,0,2,2,2,-9.30885086666667,0.004536857091808886
12.0,12.0,12.0,4.0,40,0.0,2.5,2.5,3.0,4,3,0,2,2,1,0,3,3,3,-8.754443733333332,0.09004257572521529
4.0,4.0,4.0,6.0,18,3.0,2.0,2.0,0.0,4,3,1,1,1,0,3,2,2,0,-8.88933793333333,-0.41681680390966186
4.0,4.0,4.0,6.0,18,2.0,0.0,2.0,2.0,4,2,1,0,1,1,2,0,2,2,-8.374817755555553,-0.14302478699307172
4.0,4.0,4.0,6.0,18,0.0,2.0,2.0,0.0,4,2,0,1,1,0,0,2,2,0,-8.591677355555555,0.04452634908924216
4.0,4.0,4.0,6.0,18,2.0,3.0,0.0,2.0,4,3,2,1,0,1,2,3,0,2,-8.817215111111112,0.09161372027304604
4.0,4.0,4.0,6.0,18,3.0,0.0,0.0,2.0,4,3,1,0,0,1,3,0,0,2,-8.959699155555546,0.11123647282981697
6.0,4.0,4.0,6.0,20,2.0,2.0,2.0,2.0,4,2,1,1,1,1,2,2,2,2,-7.889017777777782,0.10326709266423788
6.0,4.0,4.0,6.0,20,0.0,0.0,0.0,2.0,4,2,0,0,0,1,0,0,0,2,-6.825068066666664,-0.07217850316363153
6.0,4.0,4.0,6.0,20,3.0,0.0,3.0,2.0,4,3,1,0,1,2,3,0,3,2,-7.762757177777781,0.06453906677782421
6.0,4.0,4.0,6.0,20,3.0,4.0,2.0,3.0,4,4,1,1,1,1,3,4,2,3,-7.919142244444445,0.09162002583237612
6.0,4.0,4.0,6.0,20,2.0,0.0,0.0,2.0,4,2,2,0,0,2,2,0,0,2,-8.160712955555553,-0.020023303004748548
8.0,4.0,4.0,6.0,22,2.0,0.0,2.0,4.0,4,4,1,0,1,1,2,0,2,4,-8.11504875555556,0.2960266959989332
8.0,4.0,4.0,6.0,22,2.0,0.0,2.0,2.0,4,2,1,0,1,3,2,0,2,2,-7.559364133333338,0.15449652706376646
8.0,4.0,4.0,6.0,22,0.0,0.0,2.0,2.0,4,2,0,0,1,1,0,0,2,2,-7.485793555555552,-0.054981985973623484
8.0,4.0,4.0,6.0,22,2.0,0.0,0.0,2.0,4,2,1,0,0,2,2,0,0,2,-7.3250404666666595,-0.205662924933042
8.0,4.0,4.0,6.0,22,2.5,0.0,0.0,2.0,4,3,2,0,0,1,3,0,0,2,-7.110561199999998,0.2084068556288697
10.0,4.0,4.0,6.0,24,2.0,2.0,0.0,2.5,4,3,2,2,0,2,2,2,0,3,-7.061644955555557,-0.014358290821650837
10.0,4.0,4.0,6.0,24,3.0,2.0,2.0,2.0,4,3,1,2,1,3,3,2,2,2,-6.7313102444444475,0.22402979214560967
10.0,4.0,4.0,6.0,24,2.0,0.0,2.0,3.0,4,4,1,0,1,2,2,0,2,4,-6.6548320000000025,0.2352574902467839
10.0,4.0,4.0,6.0,24,0.0,0.0,2.0,2.333333333333333,4,3,0,0,1,3,0,0,2,3,-5.92816733333333,0.3000020645458268
10.0,4.0,4.0,6.0,24,2.0,2.0,2.0,2.0,4,2,1,1,1,3,2,2,2,2,-6.038033311111108,0.20348207899472104
12.0,4.0,4.0,6.0,26,3.0,2.0,0.0,2.25,4,4,2,1,0,4,4,2,0,3,-7.47542246666667,0.09403116021331574
12.0,4.0,4.0,6.0,26,0.0,0.0,2.0,2.0,4,2,0,0,1,3,0,0,2,2,-5.176797822222222,0.0017587486330312855
12.0,4.0,4.0,6.0,26,2.0,0.0,2.0,3.0,4,5,1,0,1,3,2,0,2,5,-7.680134799999998,0.01762536633488755
12.0,4.0,4.0,6.0,26,0.0,0.0,0.0,3.5,4,5,0,0,0,2,0,0,0,5,-6.258921666666668,-0.09602112476950783
12.0,4.0,4.0,6.0,26,0.0,2.0,0.0,2.333333333333333,4,3,0,1,0,3,0,2,0,3,-5.423084488888892,0.16080074532862845
4.0,6.0,4.0,6.0,20,0.0,2.0,2.0,2.0,4,2,0,1,1,1,0,2,2,2,-9.721512333333337,-0.08805942799084515
4.0,6.0,4.0,6.0,20,2.0,2.0,2.0,2.0,4,2,1,1,1,1,2,2,2,2,-9.596992377777779,0.2587829262163953
4.0,6.0,4.0,6.0,20,3.0,3.0,2.0,2.0,4,3,1,1,1,1,3,3,2,2,-10.363025933333333,-0.1595761119771481
4.0,6.0,4.0,6.0,20,3.0,2.0,0.0,0.0,4,3,1,1,0,0,3,2,0,0,-9.620772822222227,0.07303835476496838
4.0,6.0,4.0,6.0,20,4.0,0.0,0.0,0.0,4,4,1,0,0,0,4,0,0,0,-10.123198244444447,-0.11453976667025095
6.0,6.0,4.0,6.0,22,0.0,3.0,2.0,2.5,4,3,0,1,1,2,0,3,2,3,-8.708944977777783,-0.08149581595945844
6.0,6.0,4.0,6.0,22,2.0,3.0,0.0,3.0,4,3,2,1,0,1,2,3,0,3,-9.245622888888887,0.11566487517461195
6.0,6.0,4.0,6.0,22,3.0,2.0,2.0,0.0,4,3,1,1,1,0,3,2,2,0,-9.080463800000006,-0.07732371931693144
6.0,6.0,4.0,6.0,22,0.0,2.0,0.0,3.0,4,3,0,1,0,1,0,2,0,3,-9.460409511111118,-0.0048839400361476454
6.0,6.0,4.0,6.0,22,3.0,2.0,0.0,2.0,4,3,1,2,0,1,3,2,0,2,-9.331856955555553,0.2435240737290357
8.0,6.0,4.0,6.0,24,2.5,2.0,0.0,2.0,4,3,2,2,0,1,3,2,0,2,-8.345729266666671,0.3103963002352496
8.0,6.0,4.0,6.0,24,3.0,2.0,2.0,2.0,4,3,1,1,1,1,3,2,2,2,-8.60896173333333,0.033952971419219234
8.0,6.0,4.0,6.0,24,2.0,2.0,0.0,2.0,4,2,1,1,0,2,2,2,0,2,-8.188801288888891,-0.1288302283609145
8.0,6.0,4.0,6.0,24,2.0,2.5,0.0,2.0,4,3,1,2,0,1,2,3,0,2,-8.991186888888889,0.17266371869782654
8.0,6.0,4.0,6.0,24,2.0,2.0,0.0,3.0,4,4,1,1,0,2,2,2,0,4,-8.871476733333333,-0.017467728288098474
10.0,6.0,4.0,6.0,26,2.0,0.0,2.0,2.0,4,2,1,0,1,3,2,0,2,2,-9.512176688888893,0.1049044927715594
10.0,6.0,4.0,6.0,26,3.0,3.0,0.0,2.25,4,3,1,1,0,4,3,3,0,3,-7.893592111111113,-0.11787161324327128
10.0,6.0,4.0,6.0,26,0.0,3.0,2.0,2.333333333333333,4,3,0,1,2,3,0,3,2,3,-7.98046933333334,0.32928111940136146
10.0,6.0,4.0,6.0,26,2.0,2.0,2.0,4.0,4,4,1,1,1,1,2,2,2,4,-7.812809311111107,0.2582715484849306
10.0,6.0,4.0,6.0,26,2.0,2.0,2.0,2.0,4,2,1,1,1,3,2,2,2,2,-7.5207738000000015,0.24388945109796706
12.0,6.0,4.0,6.0,28,2.0,2.0,0.0,3.0,4,5,2,1,0,3,2,2,0,5,-8.50420171111111,0.16724197680126798
12.0,6.0,4.0,6.0,28,2.0,3.0,2.0,3.333333333333333,4,4,2,1,1,3,2,3,2,4,-8.209551088888887,0.07998708350942878
12.0,6.0,4.0,6.0,28,3.0,4.0,2.0,2.0,4,4,1,1,1,3,3,4,2,2,-7.084616111111107,0.25164186355262225
12.0,6.0,4.0,6.0,28,2.0,0.0,0.0,3.5,4,5,1,0,0,2,2,0,0,5,-7.157689311111111,-0.061715646593378075
12.0,6.0,4.0,6.0,28,2.0,2.5,0.0,3.5,4,4,1,2,0,2,2,3,0,4,-7.698557622222216,0.2077152325214643
4.0,8.0,4.0,6.0,22,2.0,2.0,2.0,2.0,4,2,1,3,1,1,2,2,2,2,-11.377035888888885,0.2356996628104728
4.0,8.0,4.0,6.0,22,2.0,2.0,0.0,2.0,4,2,2,1,0,1,2,2,0,2,-12.275983533333326,-0.08044492587403727
4.0,8.0,4.0,6.0,22,0.0,2.5,2.0,0.0,4,3,0,2,1,0,0,3,2,0,-11.374264599999991,0.08137894187129664
4.0,8.0,4.0,6.0,22,0.0,2.5,0.0,0.0,4,3,0,2,0,0,0,3,0,0,-11.27912955555556,-0.1999397863549362
4.0,8.0,4.0,6.0,22,0.0,4.0,0.0,0.0,4,4,0,1,0,0,0,4,0,0,-11.543047511111109,0.023026257386250644
6.0,8.0,4.0,6.0,24,2.5,2.0,0.0,3.0,4,3,2,3,0,1,3,2,0,3,-10.43972873333334,0.1347286695433095
6.0,8.0,4.0,6.0,24,2.0,2.0,0.0,2.0,4,2,2,2,0,2,2,2,0,2,-11.3544927111111,0.4540810994645301
6.0,8.0,4.0,6.0,24,2.0,2.0,0.0,2.0,4,2,1,2,0,1,2,2,0,2,-10.091449422222233,-0.17552430929103469
6.0,8.0,4.0,6.0,24,2.0,2.0,0.0,0.0,4,2,1,1,0,0,2,2,0,0,-10.37361222222222,0.0274487417505832
6.0,8.0,4.0,6.0,24,2.0,3.5,0.0,2.0,4,4,2,2,0,1,2,4,0,2,-9.90863542222222,0.11609246085839085
8.0,8.0,4.0,6.0,26,0.0,2.5,2.0,2.0,4,3,0,2,1,3,0,3,2,2,-10.000067355555553,-0.09469558165853784
8.0,8.0,4.0,6.0,26,2.0,4.0,0.0,2.0,4,4,2,1,0,2,2,4,0,2,-10.617230444444449,-0.14824450021457652
8.0,8.0,4.0,6.0,26,2.0,3.5,0.0,2.0,4,4,1,2,0,2,2,4,0,2,-9.55474488888889,0.05915751667883415
8.0,8.0,4.0,6.0,26,2.0,0.0,0.0,2.0,4,2,1,0,0,1,2,0,0,2,-9.98476431111112,-0.028523678290356205
8.0,8.0,4.0,6.0,26,0.0,2.5,2.0,2.0,4,3,0,2,1,3,0,3,2,2,-11.09568295555556,0.009130076236508923
10.0,8.0,4.0,6.0,28,2.0,3.0,0.0,3.0,4,4,2,2,0,2,2,4,0,4,-9.669121777777782,-0.02436226838533244
10.0,8.0,4.0,6.0,28,2.0,2.0,0.0,2.333333333333333,4,3,2,1,0,3,2,2,0,3,-10.378897688888893,-0.16412041574666353
10.0,8.0,4.0,6.0,28,2.0,3.0,2.0,2.0,4,3,1,1,1,2,2,3,2,2,-8.513782933333333,0.15631864499467776
10.0,8.0,4.0,6.0,28,2.0,2.0,0.0,2.6666666666666665,4,3,1,1,0,3,2,2,0,3,-9.535182444444445,0.06730041577111621
10.0,8.0,4.0,6.0,28,2.5,2.0,0.0,2.0,4,3,2,2,0,2,3,2,0,2,-9.053809333333339,0.17342555960278794
12.0,8.0,4.0,6.0,30,2.5,0.0,0.0,4.0,4,6,2,0,0,2,3,0,0,6,-8.986547399999996,0.04066554275875063
12.0,8.0,4.0,6.0,30,3.0,2.0,0.0,2.25,4,3,1,1,0,4,3,2,0,3,-8.999126066666673,0.1287963118078875
12.0,8.0,4.0,6.0,30,2.0,0.0,0.0,2.333333333333333,4,3,1,0,0,3,2,0,0,3,-8.102501466666663,0.2073306770644424
12.0,8.0,4.0,6.0,30,2.0,4.0,2.0,3.5,4,5,1,1,1,2,2,4,2,5,-9.063761355555558,-0.007581874000140243
12.0,8.0,4.0,6.0,30,3.0,2.0,2.0,3.0,4,5,1,2,1,3,3,2,2,5,-10.15628355555555,0.12507645177490825
4.0,10.0,4.0,6.0,24,2.0,2.6666666666666665,2.0,0.0,4,4,1,3,1,0,2,4,2,0,-12.204135711111126,-0.109929905462177
4.0,10.0,4.0,6.0,24,2.0,4.0,3.0,2.0,4,4,1,2,1,1,2,4,3,2,-13.56397502222223,-0.1747474820595837
4.0,10.0,4.0,6.0,24,2.0,2.5,0.0,0.0,4,3,1,2,0,0,2,3,0,0,-12.001822000000024,0.2410663927710557
4.0,10.0,4.0,6.0,24,0.0,2.0,0.0,2.0,4,2,0,1,0,1,0,2,0,2,-13.212670800000005,0.22140047867802126
4.0,10.0,4.0,6.0,24,0.0,3.0,0.0,0.0,4,3,0,1,0,0,0,3,0,0,-12.786303599999993,0.22458651984978328
6.0,10.0,4.0,6.0,26,0.0,2.5,0.0,0.0,4,3,0,2,0,0,0,3,0,0,-12.248120377777786,0.16473896469760352
6.0,10.0,4.0,6.0,26,2.0,2.0,2.0,2.0,4,2,1,3,1,1,2,2,2,2,-12.552655577777774,-0.18497461535544965
6.0,10.0,4.0,6.0,26,2.0,4.0,0.0,0.0,4,6,1,2,0,0,2,6,0,0,-11.713027533333333,-0.1705853980650756
6.0,10.0,4.0,6.0,26,0.0,3.5,2.0,3.0,4,4,0,2,1,1,0,4,2,3,-11.846946222222211,0.2484683854043202
6.0,10.0,4.0,6.0,26,2.0,2.5,0.0,3.0,4,3,1,2,0,1,2,3,0,3,-12.097456111111097,-0.17349495861044106
8.0,10.0,4.0,6.0,28,2.0,2.0,2.0,3.0,4,3,1,1,1,1,2,2,2,3,-10.807517933333333,-0.08216222500062458
8.0,10.0,4.0,6.0,28,2.0,2.5,0.0,3.0,4,3,1,2,0,1,2,3,0,3,-11.198029822222214,-0.1536801920224776
8.0,10.0,4.0,6.0,28,0.0,2.0,2.0,4.0,4,4,0,2,1,1,0,2,2,4,-10.745589022222221,-0.1725864636900145
8.0,10.0,4.0,6.0,28,2.0,3.0,2.0,2.0,4,3,1,2,1,1,2,3,2,2,-10.291017755555558,0.25267250110400075
8.0,10.0,4.0,6.0,28,2.0,2.333333333333333,0.0,0.0,4,3,1,3,0,0,2,3,0,0,-10.995856977777786,-0.1957599254134461
10.0,10.0,4.0,6.0,30,2.0,2.0,0.0,2.0,4,2,3,3,0,3,2,2,0,2,-11.011605711111116,0.07468799950491838
10.0,10.0,4.0,6.0,30,2.0,2.0,0.0,3.0,4,4,1,3,0,2,2,2,0,4,-10.567954933333349,0.1675937067757534
10.0,10.0,4.0,6.0,30,0.0,2.333333333333333,0.0,2.333333333333333,4,3,0,3,0,3,0,3,0,3,-10.326356355555546,-0.15533047689615062
10.0,10.0,4.0,6.0,30,0.0,3.0,0.0,2.6666666666666665,4,4,0,2,0,3,0,4,0,3,-10.86668051111111,0.045825572643284566
10.0,10.0,4.0,6.0,30,3.0,2.6666666666666665,2.0,4.0,4,4,1,3,1,1,3,4,2,4,-10.703365711111113,-0.16633415523828782
12.0,10.0,4.0,6.0,32,2.0,2.0,2.0,2.5,4,3,1,1,1,2,2,2,2,3,-9.382266733333328,0.34481142868974035
12.0,10.0,4.0,6.0,32,0.0,2.0,0.0,2.333333333333333,4,3,0,1,0,3,0,2,0,3,-10.215291488888893,0.08009083746704818
12.0,10.0,4.0,6.0,32,2.0,2.5,0.0,3.0,4,4,2,2,0,2,2,3,0,4,-9.493363733333327,0.09853362530520264
12.0,10.0,4.0,6.0,32,2.0,2.0,0.0,2.0,4,2,1,1,0,3,2,2,0,2,-9.672209111111108,0.06925303806870738
12.0,10.0,4.0,6.0,32,2.0,2.6666666666666665,0.0,2.333333333333333,4,4,2,3,0,3,2,4,0,3,-11.113151733333329,0.10099463725975172
4.0,12.0,4.0,6.0,26,2.0,2.25,2.0,2.0,4,3,1,4,1,1,2,3,2,2,-14.224746044444444,-0.18108271397439246
4.0,12.0,4.0,6.0,26,2.0,2.25,2.0,0.0,4,3,2,4,1,0,2,3,2,0,-14.362899022222214,0.04570488279885035
4.0,12.0,4.0,6.0,26,2.0,3.0,0.0,0.0,4,4,1,3,0,0,2,4,0,0,-13.690224844444455,-0.2268126008296244
4.0,12.0,4.0,6.0,26,2.0,3.0,2.0,0.0,4,4,2,3,1,0,2,4,2,0,-14.75058717777778,0.04541065251594046
4.0,12.0,4.0,6.0,26,2.0,2.5,0.0,2.0,4,3,1,4,0,1,2,3,0,2,-14.052887822222226,-0.18221215578550168
6.0,12.0,4.0,6.0,28,2.0,2.0,0.0,2.0,4,2,1,4,0,1,2,2,0,2,-13.830002244444447,-0.061238961594739225
6.0,12.0,4.0,6.0,28,2.0,2.5,2.0,2.0,4,3,1,2,1,1,2,3,2,2,-13.163452088888896,0.07110081423640614
6.0,12.0,4.0,6.0,28,0.0,3.0,2.0,2.0,4,4,0,3,1,1,0,4,2,2,-12.573039066666665,0.11684189210081282
6.0,12.0,4.0,6.0,28,3.0,2.0,2.0,0.0,4,3,1,1,1,0,3,2,2,0,-12.742075599999998,0.2411053612042631
6.0,12.0,4.0,6.0,28,0.0,3.0,2.0,0.0,4,4,0,3,1,0,0,4,2,0,-12.108164577777787,0.02853040806106412
8.0,12.0,4.0,6.0,30,3.0,2.0,0.0,2.5,4,3,1,2,0,2,3,2,0,3,-12.97722075555556,0.14904304431145204
8.0,12.0,4.0,6.0,30,2.0,2.0,0.0,2.0,4,2,1,3,0,2,2,2,0,2,-12.777742533333333,0.05139839260834304
8.0,12.0,4.0,6.0,30,0.0,2.333333333333333,2.0,3.0,4,3,0,3,1,1,0,3,2,3,-12.92623546666667,-0.045162132413826064
8.0,12.0,4.0,6.0,30,3.0,2.6666666666666665,0.0,2.0,4,3,1,3,0,2,3,3,0,2,-13.437789333333335,0.09822898079137392
8.0,12.0,4.0,6.0,30,2.0,3.5,0.0,2.0,4,5,1,2,0,1,2,5,0,2,-12.721844200000005,0.195228757017304
