head_tail_[W],head_tail_[Tr],head_tail_[Ta],head_tail_[R],total_clusters,num_[W],max_[W],min_[W],mean_[W],num_[Tr],max_[Tr],min_[Tr],mean_[Tr],num_[Ta],max_[Ta],min_[Ta],mean_[Ta],num_[R],max_[R],min_[R],mean_[R],[W],[Tr],[Ta],[R],rel_shannon,length,total_solvent,std_solvent,total_surface,std_surface
1,0,0,1,4,0.25,2,2,2.0,0.25,2,2,2.0,0.25,3,3,3.0,0.25,2,2,2.0,0.25,0.25,0.25,0.25,0.5,16,480,3.5355339059327378,400,5.0
0,1,0,1,5,0.4,2,2,2.0,0.2,3,3,3.0,0.2,3,3,3.0,0.2,2,2,2.0,0.25,0.25,0.25,0.25,0.5,16,480,3.5355339059327378,400,5.0
0,0,1,1,1,0.0,0,0,0.0,1.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.25,0.25,0.25,0.25,0.5,16,480,3.5355339059327378,400,5.0
1,0,0,1,2,0.0,0,0,0.0,0.5,3,3,3.0,0.0,0,0,0.0,0.5,2,2,2.0,0.25,0.25,0.25,0.25,0.5,16,480,3.5355339059327378,400,5.0
0,1,0,1,3,0.0,0,0,0.0,0.3333333333333333,2,2,2.0,0.3333333333333333,2,2,2.0,0.3333333333333333,2,2,2.0,0.25,0.25,0.25,0.25,0.5,16,480,3.5355339059327378,400,5.0
1,0,0,1,2,0.5,2,2,2.0,0.5,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4736146334811361,18,540,3.3333333333333335,460,4.969039949999532
1,0,0,1,2,0.5,2,2,2.0,0.0,0,0,0.0,0.5,2,2,2.0,0.0,0,0,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4736146334811361,18,540,3.3333333333333335,460,4.969039949999532
0,1,0,1,2,0.5,2,2,2.0,0.5,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4736146334811361,18,540,3.3333333333333335,460,4.969039949999532
0,0,0,2,3,0.6666666666666666,3,2,2.5,0.3333333333333333,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4736146334811361,18,540,3.3333333333333335,460,4.969039949999532
1,1,0,0,5,0.4,2,2,2.0,0.2,2,2,2.0,0.2,2,2,2.0,0.2,3,3,3.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4736146334811361,18,540,3.3333333333333335,460,4.969039949999532
0,0,1,1,4,0.25,3,3,3.0,0.25,2,2,2.0,0.25,2,2,2.0,0.25,2,2,2.0,0.4,0.2,0.2,0.2,0.44469228841657793,20,600,3.1622776601683795,520,4.898979485566356
1,0,1,0,5,0.6,2,2,2.0,0.0,0,0,0.0,0.2,2,2,2.0,0.2,2,2,2.0,0.4,0.2,0.2,0.2,0.44469228841657793,20,600,3.1622776601683795,520,4.898979485566356
2,0,0,0,5,0.4,3,3,3.0,0.2,2,2,2.0,0.2,2,2,2.0,0.2,2,2,2.0,0.4,0.2,0.2,0.2,0.44469228841657793,20,600,3.1622776601683795,520,4.898979485566356
0,0,2,0,5,0.6,4,2,2.6666666666666665,0.2,3,3,3.0,0.0,0,0,0.0,0.2,2,2,2.0,0.4,0.2,0.2,0.2,0.44469228841657793,20,600,3.1622776601683795,520,4.898979485566356
0,0,0,2,1,1.0,3,3,3.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4,0.2,0.2,0.2,0.44469228841657793,20,600,3.1622776601683795,520,4.898979485566356
2,0,0,0,1,1.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.4167695282293055,22,660,3.0151134457776365,580,4.810456929208346
1,0,0,1,3,0.6666666666666666,3,3,3.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3333333333333333,3,3,3.0,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.4167695282293055,22,660,3.0151134457776365,580,4.810456929208346
0,0,1,1,5,0.8,3,2,2.25,0.0,0,0,0.0,0.2,2,2,2.0,0.0,0,0,0.0,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.4167695282293055,22,660,3.0151134457776365,580,4.810456929208346
1,0,0,1,4,0.5,3,2,2.5,0.5,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.4167695282293055,22,660,3.0151134457776365,580,4.810456929208346
0,1,1,0,3,1.0,3,2,2.3333333333333335,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.4167695282293055,22,660,3.0151134457776365,580,4.810456929208346
1,0,1,0,3,1.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3909478540072341,24,720,2.886751345948129,640,4.714045207910316
1,1,0,0,4,1.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3909478540072341,24,720,2.886751345948129,640,4.714045207910316
1,0,1,0,5,1.0,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3909478540072341,24,720,2.886751345948129,640,4.714045207910316
1,0,0,1,4,0.75,3,2,2.3333333333333335,0.0,0,0,0.0,0.0,0,0,0.0,0.25,2,2,2.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3909478540072341,24,720,2.886751345948129,640,4.714045207910316
1,0,0,1,4,0.75,6,2,3.3333333333333335,0.25,2,2,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3909478540072341,24,720,2.886751345948129,640,4.714045207910316
0,0,1,1,4,0.0,0,0,0.0,0.25,2,2,2.0,0.5,2,2,2.0,0.25,2,2,2.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.4736146334811361,18,530,3.685138655950444,440,4.969039949999532
1,0,1,0,3,0.0,0,0,0.0,0.0,0,0,0.0,0.6666666666666666,2,2,2.0,0.3333333333333333,2,2,2.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.4736146334811361,18,530,3.685138655950444,440,4.969039949999532
0,0,1,1,2,0.0,0,0,0.0,0.0,0,0,0.0,0.5,2,2,2.0,0.5,2,2,2.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.4736146334811361,18,530,3.685138655950444,440,4.969039949999532
0,1,1,0,5,0.2,3,3,3.0,0.2,3,3,3.0,0.4,3,2,2.5,0.2,2,2,2.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.4736146334811361,18,530,3.685138655950444,440,4.969039949999532
1,0,1,0,2,0.0,0,0,0.0,0.5,2,2,2.0,0.5,2,2,2.0,0.0,0,0,0.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.4736146334811361,18,530,3.685138655950444,440,4.969039949999532
0,0,0,2,5,0.4,2,2,2.0,0.2,3,3,3.0,0.2,4,4,4.0,0.2,2,2,2.0,0.3,0.2,0.3,0.2,0.45603502677108637,20,590,3.5,500,5.0
2,0,0,0,7,0.2857142857142857,2,2,2.0,0.14285714285714285,3,3,3.0,0.42857142857142855,2,2,2.0,0.14285714285714285,4,4,4.0,0.3,0.2,0.3,0.2,0.45603502677108637,20,590,3.5,500,5.0
0,0,1,1,3,0.3333333333333333,2,2,2.0,0.0,0,0,0.0,0.3333333333333333,2,2,2.0,0.3333333333333333,2,2,2.0,0.3,0.2,0.3,0.2,0.45603502677108637,20,590,3.5,500,5.0
0,1,0,1,3,0.6666666666666666,2,2,2.0,0.0,0,0,0.0,0.3333333333333333,2,2,2.0,0.0,0,0,0.0,0.3,0.2,0.3,0.2,0.45603502677108637,20,590,3.5,500,5.0
1,0,0,1,2,0.5,2,2,2.0,0.0,0,0,0.0,0.5,2,2,2.0,0.0,0,0,0.0,0.3,0.2,0.3,0.2,0.45603502677108637,20,590,3.5,500,5.0
1,0,1,0,4,0.5,3,2,2.5,0.25,2,2,2.0,0.25,3,3,3.0,0.0,0,0,0.0,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.43419435325329764,22,650,3.3402132856134243,560,4.979295977319692
0,0,1,1,3,0.3333333333333333,3,3,3.0,0.3333333333333333,2,2,2.0,0.3333333333333333,3,3,3.0,0.0,0,0,0.0,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.43419435325329764,22,650,3.3402132856134243,560,4.979295977319692
1,0,1,0,4,0.5,2,2,2.0,0.0,0,0,0.0,0.25,2,2,2.0,0.25,2,2,2.0,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.43419435325329764,22,650,3.3402132856134243,560,4.979295977319692
1,0,0,1,2,0.5,4,4,4.0,0.0,0,0,0.0,0.5,3,3,3.0,0.0,0,0,0.0,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.43419435325329764,22,650,3.3402132856134243,560,4.979295977319692
2,0,0,0,7,0.2857142857142857,3,2,2.5,0.2857142857142857,2,2,2.0,0.2857142857142857,3,2,2.5,0.14285714285714285,3,3,3.0,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.43419435325329764,22,650,3.3402132856134243,560,4.979295977319692
2,0,0,0,6,0.6666666666666666,2,2,2.0,0.0,0,0,0.0,0.16666666666666666,2,2,2.0,0.16666666666666666,2,2,2.0,0.4166666666666667,0.16666666666666666,0.25,0.16666666666666666,0.4117631283514722,24,710,3.200477394945253,620,4.930066485916346
2,0,0,0,5,0.4,3,2,2.5,0.4,2,2,2.0,0.2,4,4,4.0,0.0,0,0,0.0,0.4166666666666667,0.16666666666666666,0.25,0.16666666666666666,0.4117631283514722,24,710,3.200477394945253,620,4.930066485916346
1,1,0,0,6,0.3333333333333333,5,2,3.5,0.16666666666666666,2,2,2.0,0.3333333333333333,2,2,2.0,0.16666666666666666,2,2,2.0,0.4166666666666667,0.16666666666666666,0.25,0.16666666666666666,0.4117631283514722,24,710,3.200477394945253,620,4.930066485916346
0,1,0,1,5,0.4,4,2,3.0,0.2,2,2,2.0,0.2,2,2,2.0,0.2,2,2,2.0,0.4166666666666667,0.16666666666666666,0.25,0.16666666666666666,0.4117631283514722,24,710,3.200477394945253,620,4.930066485916346
0,0,1,1,3,0.6666666666666666,3,2,2.5,0.0,0,0,0.0,0.3333333333333333,3,3,3.0,0.0,0,0,0.0,0.4166666666666667,0.16666666666666666,0.25,0.16666666666666666,0.4117631283514722,24,710,3.200477394945253,620,4.930066485916346
1,1,0,0,6,0.6666666666666666,3,2,2.25,0.16666666666666666,2,2,2.0,0.16666666666666666,2,2,2.0,0.0,0,0,0.0,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.39016077805739907,26,770,3.0769230769230766,680,4.865042554105199
1,0,0,1,4,0.75,5,2,3.0,0.0,0,0,0.0,0.25,2,2,2.0,0.0,0,0,0.0,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.39016077805739907,26,770,3.0769230769230766,680,4.865042554105199
0,2,0,0,6,0.6666666666666666,4,2,2.75,0.0,0,0,0.0,0.16666666666666666,3,3,3.0,0.16666666666666666,2,2,2.0,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.39016077805739907,26,770,3.0769230769230766,680,4.865042554105199
1,1,0,0,4,0.75,3,2,2.6666666666666665,0.0,0,0,0.0,0.25,2,2,2.0,0.0,0,0,0.0,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.39016077805739907,26,770,3.0769230769230766,680,4.865042554105199
0,1,1,0,7,0.5714285714285714,4,2,2.75,0.0,0,0,0.0,0.14285714285714285,2,2,2.0,0.2857142857142857,2,2,2.0,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.39016077805739907,26,770,3.0769230769230766,680,4.865042554105199
1,0,1,0,5,0.2,2,2,2.0,0.2,2,2,2.0,0.2,3,3,3.0,0.4,2,2,2.0,0.2,0.2,0.4,0.2,0.44469228841657793,20,580,3.7416573867739413,480,4.898979485566356
2,0,0,0,1,0.0,0,0,0.0,0.0,0,0,0.0,1.0,3,3,3.0,0.0,0,0,0.0,0.2,0.2,0.4,0.2,0.44469228841657793,20,580,3.7416573867739413,480,4.898979485566356
0,0,1,1,4,0.25,2,2,2.0,0.25,2,2,2.0,0.5,3,2,2.5,0.0,0,0,0.0,0.2,0.2,0.4,0.2,0.44469228841657793,20,580,3.7416573867739413,480,4.898979485566356
1,1,0,0,5,0.0,0,0,0.0,0.2,2,2,2.0,0.4,2,2,2.0,0.4,2,2,2.0,0.2,0.2,0.4,0.2,0.44469228841657793,20,580,3.7416573867739413,480,4.898979485566356
1,0,0,1,3,0.0,0,0,0.0,0.3333333333333333,2,2,2.0,0.3333333333333333,5,5,5.0,0.3333333333333333,2,2,2.0,0.2,0.2,0.4,0.2,0.44469228841657793,20,580,3.7416573867739413,480,4.898979485566356
1,0,1,0,4,0.25,3,3,3.0,0.25,2,2,2.0,0.5,4,2,3.0,0.0,0,0,0.0,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.43419435325329764,22,640,3.5790944881871867,540,4.979295977319692
0,0,2,0,5,0.4,3,2,2.5,0.0,0,0,0.0,0.2,3,3,3.0,0.4,2,2,2.0,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.43419435325329764,22,640,3.5790944881871867,540,4.979295977319692
1,1,0,0,3,0.3333333333333333,4,4,4.0,0.0,0,0,0.0,0.6666666666666666,2,2,2.0,0.0,0,0,0.0,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.43419435325329764,22,640,3.5790944881871867,540,4.979295977319692
0,0,1,1,4,0.5,2,2,2.0,0.0,0,0,0.0,0.25,2,2,2.0,0.25,3,3,3.0,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.43419435325329764,22,640,3.5790944881871867,540,4.979295977319692
0,1,1,0,5,0.2,2,2,2.0,0.2,2,2,2.0,0.4,3,2,2.5,0.2,2,2,2.0,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.43419435325329764,22,640,3.5790944881871867,540,4.979295977319692
1,0,1,0,4,0.25,2,2,2.0,0.25,2,2,2.0,0.5,2,2,2.0,0.0,0,0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.41838855470524905,24,700,3.435921354681384,600,5.0
2,0,0,0,6,0.3333333333333333,2,2,2.0,0.0,0,0,0.0,0.5,2,2,2.0,0.16666666666666666,2,2,2.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.41838855470524905,24,700,3.435921354681384,600,5.0
0,1,1,0,4,0.25,2,2,2.0,0.0,0,0,0.0,0.5,3,2,2.5,0.25,3,3,3.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.41838855470524905,24,700,3.435921354681384,600,5.0
1,0,1,0,6,0.3333333333333333,4,2,3.0,0.3333333333333333,2,2,2.0,0.3333333333333333,3,2,2.5,0.0,0,0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.41838855470524905,24,700,3.435921354681384,600,5.0
1,0,0,1,5,0.4,3,2,2.5,0.2,2,2,2.0,0.2,3,3,3.0,0.2,2,2,2.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.41838855470524905,24,700,3.435921354681384,600,5.0
1,0,0,1,5,0.2,4,4,4.0,0.2,2,2,2.0,0.4,2,2,2.0,0.2,2,2,2.0,0.38461538461538464,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.4008802666966227,26,760,3.3085866411702414,660,4.9851851526214315
0,1,1,0,6,0.6666666666666666,3,2,2.25,0.16666666666666666,2,2,2.0,0.16666666666666666,2,2,2.0,0.0,0,0,0.0,0.38461538461538464,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.4008802666966227,26,760,3.3085866411702414,660,4.9851851526214315
0,0,2,0,3,0.3333333333333333,4,4,4.0,0.3333333333333333,2,2,2.0,0.0,0,0,0.0,0.3333333333333333,2,2,2.0,0.38461538461538464,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.4008802666966227,26,760,3.3085866411702414,660,4.9851851526214315
0,1,0,1,6,0.5,2,2,2.0,0.0,0,0,0.0,0.3333333333333333,2,2,2.0,0.16666666666666666,2,2,2.0,0.38461538461538464,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.4008802666966227,26,760,3.3085866411702414,660,4.9851851526214315
1,1,0,0,6,0.5,3,2,2.6666666666666665,0.16666666666666666,2,2,2.0,0.3333333333333333,4,3,3.5,0.0,0,0,0.0,0.38461538461538464,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.4008802666966227,26,760,3.3085866411702414,660,4.9851851526214315
2,0,0,0,8,0.5,4,2,2.75,0.125,2,2,2.0,0.375,2,2,2.0,0.0,0,0,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.38324006091660745,28,820,3.1943828249996997,720,4.948716593053935
2,0,0,0,5,0.4,4,3,3.5,0.2,2,2,2.0,0.4,2,2,2.0,0.0,0,0,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.38324006091660745,28,820,3.1943828249996997,720,4.948716593053935
0,0,2,0,6,0.5,5,2,3.0,0.16666666666666666,2,2,2.0,0.16666666666666666,2,2,2.0,0.16666666666666666,2,2,2.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.38324006091660745,28,820,3.1943828249996997,720,4.948716593053935
1,1,0,0,3,0.6666666666666666,2,2,2.0,0.0,0,0,0.0,0.3333333333333333,2,2,2.0,0.0,0,0,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.38324006091660745,28,820,3.1943828249996997,720,4.948716593053935
1,1,0,0,8,0.5,2,2,2.0,0.125,2,2,2.0,0.25,2,2,2.0,0.125,2,2,2.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.38324006091660745,28,820,3.1943828249996997,720,4.948716593053935
0,1,0,1,5,0.2,2,2,2.0,0.2,2,2,2.0,0.6,3,2,2.3333333333333335,0.0,0,0,0.0,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.18181818181818182,0.4167695282293055,22,630,3.7482778414706,520,4.810456929208347
0,1,1,0,5,0.0,0,0,0.0,0.4,2,2,2.0,0.6,3,2,2.3333333333333335,0.0,0,0,0.0,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.18181818181818182,0.4167695282293055,22,630,3.7482778414706,520,4.810456929208347
0,1,1,0,4,0.25,2,2,2.0,0.0,0,0,0.0,0.75,2,2,2.0,0.0,0,0,0.0,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.18181818181818182,0.4167695282293055,22,630,3.7482778414706,520,4.810456929208347
0,0,2,0,4,0.0,0,0,0.0,0.25,2,2,2.0,0.5,3,2,2.5,0.25,2,2,2.0,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.18181818181818182,0.4167695282293055,22,630,3.7482778414706,520,4.810456929208347
0,1,0,1,6,0.0,0,0,0.0,0.16666666666666666,2,2,2.0,0.6666666666666666,2,2,2.0,0.16666666666666666,2,2,2.0,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.18181818181818182,0.4167695282293055,22,630,3.7482778414706,520,4.810456929208347
0,0,2,0,5,0.4,2,2,2.0,0.2,2,2,2.0,0.4,2,2,2.0,0.0,0,0,0.0,0.25,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.41176312835147216,24,690,3.608439182435161,580,4.930066485916346
1,0,1,0,5,0.0,0,0,0.0,0.4,2,2,2.0,0.6,4,2,2.6666666666666665,0.0,0,0,0.0,0.25,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.41176312835147216,24,690,3.608439182435161,580,4.930066485916346
0,0,2,0,4,0.25,2,2,2.0,0.25,2,2,2.0,0.5,3,2,2.5,0.0,0,0,0.0,0.25,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.41176312835147216,24,690,3.608439182435161,580,4.930066485916346
0,0,2,0,5,0.2,2,2,2.0,0.2,2,2,2.0,0.4,3,2,2.5,0.2,3,3,3.0,0.25,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.41176312835147216,24,690,3.608439182435161,580,4.930066485916346
0,2,0,0,3,0.3333333333333333,2,2,2.0,0.0,0,0,0.0,0.6666666666666666,3,3,3.0,0.0,0,0,0.0,0.25,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.41176312835147216,24,690,3.608439182435161,580,4.930066485916346
1,0,0,1,7,0.2857142857142857,2,2,2.0,0.14285714285714285,2,2,2.0,0.42857142857142855,2,2,2.0,0.14285714285714285,2,2,2.0,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.40088026669662263,26,750,3.4828404377451605,640,4.9851851526214315
0,1,1,0,7,0.42857142857142855,3,2,2.3333333333333335,0.14285714285714285,2,2,2.0,0.2857142857142857,3,2,2.5,0.14285714285714285,2,2,2.0,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.40088026669662263,26,750,3.4828404377451605,640,4.9851851526214315
0,0,2,0,4,0.25,2,2,2.0,0.25,2,2,2.0,0.5,3,2,2.5,0.0,0,0,0.0,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.40088026669662263,26,750,3.4828404377451605,640,4.9851851526214315
0,1,1,0,3,0.3333333333333333,3,3,3.0,0.0,0,0,0.0,0.6666666666666666,3,2,2.5,0.0,0,0,0.0,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.40088026669662263,26,750,3.4828404377451605,640,4.9851851526214315
0,0,2,0,5,0.4,2,2,2.0,0.2,2,2,2.0,0.4,3,2,2.5,0.0,0,0,0.0,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.40088026669662263,26,750,3.4828404377451605,640,4.9851851526214315
1,0,0,1,6,0.5,4,2,2.6666666666666665,0.0,0,0,0.0,0.3333333333333333,4,2,3.0,0.16666666666666666,2,2,2.0,0.35714285714285715,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.3875562754932173,28,810,3.3692789757345016,700,5.0
1,0,1,0,4,0.5,2,2,2.0,0.25,2,2,2.0,0.25,3,3,3.0,0.0,0,0,0.0,0.35714285714285715,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.3875562754932173,28,810,3.3692789757345016,700,5.0
0,1,1,0,4,0.5,2,2,2.0,0.0,0,0,0.0,0.25,2,2,2.0,0.25,2,2,2.0,0.35714285714285715,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.3875562754932173,28,810,3.3692789757345016,700,5.0
1,0,1,0,5,0.6,2,2,2.0,0.0,0,0,0.0,0.2,4,4,4.0,0.2,2,2,2.0,0.35714285714285715,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.3875562754932173,28,810,3.3692789757345016,700,5.0
1,1,0,0,7,0.42857142857142855,2,2,2.0,0.14285714285714285,2,2,2.0,0.2857142857142857,2,2,2.0,0.14285714285714285,2,2,2.0,0.35714285714285715,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.3875562754932173,28,810,3.3692789757345016,700,5.0
0,0,0,2,5,0.4,6,3,4.5,0.2,2,2,2.0,0.4,4,2,3.0,0.0,0,0,0.0,0.4,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.3734061033812481,30,870,3.265986323710904,760,4.988876515698589
1,0,1,0,5,0.4,3,2,2.5,0.2,2,2,2.0,0.2,2,2,2.0,0.2,2,2,2.0,0.4,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.3734061033812481,30,870,3.265986323710904,760,4.988876515698589
1,0,1,0,3,0.6666666666666666,2,2,2.0,0.0,0,0,0.0,0.3333333333333333,2,2,2.0,0.0,0,0,0.0,0.4,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.3734061033812481,30,870,3.265986323710904,760,4.988876515698589
2,0,0,0,5,0.4,3,3,3.0,0.0,0,0,0.0,0.6,3,2,2.3333333333333335,0.0,0,0,0.0,0.4,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.3734061033812481,30,870,3.265986323710904,760,4.988876515698589
0,0,2,0,5,0.4,6,2,4.0,0.2,2,2,2.0,0.4,2,2,2.0,0.0,0,0,0.0,0.4,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.3734061033812481,30,870,3.265986323710904,760,4.988876515698589
0,0,2,0,5,0.0,0,0,0.0,0.0,0,0,0.0,1.0,3,2,2.2,0.0,0,0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.3909478540072341,24,680,3.7267799624996494,560,4.714045207910316
1,1,0,0,4,0.0,0,0,0.0,0.0,0,0,0.0,0.75,4,3,3.3333333333333335,0.25,2,2,2.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.3909478540072341,24,680,3.7267799624996494,560,4.714045207910316
0,1,1,0,8,0.125,2,2,2.0,0.125,2,2,2.0,0.625,2,2,2.0,0.125,2,2,2.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.3909478540072341,24,680,3.7267799624996494,560,4.714045207910316
0,0,1,1,5,0.2,3,3,3.0,0.0,0,0,0.0,0.6,3,2,2.3333333333333335,0.2,2,2,2.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.3909478540072341,24,680,3.7267799624996494,560,4.714045207910316
0,1,0,1,5,0.2,2,2,2.0,0.2,2,2,2.0,0.6,4,3,3.3333333333333335,0.0,0,0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.3909478540072341,24,680,3.7267799624996494,560,4.714045207910316
0,0,0,2,5,0.4,2,2,2.0,0.0,0,0,0.0,0.6,4,2,2.6666666666666665,0.0,0,0,0.0,0.23076923076923078,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.39016077805739907,26,740,3.6080121229410995,620,4.865042554105199
0,1,1,0,7,0.2857142857142857,2,2,2.0,0.14285714285714285,2,2,2.0,0.5714285714285714,3,2,2.25,0.0,0,0,0.0,0.23076923076923078,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.39016077805739907,26,740,3.6080121229410995,620,4.865042554105199
0,1,0,1,3,0.3333333333333333,2,2,2.0,0.0,0,0,0.0,0.6666666666666666,4,3,3.5,0.0,0,0,0.0,0.23076923076923078,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.39016077805739907,26,740,3.6080121229410995,620,4.865042554105199
1,0,1,0,5,0.2,2,2,2.0,0.0,0,0,0.0,0.8,3,2,2.5,0.0,0,0,0.0,0.23076923076923078,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.39016077805739907,26,740,3.6080121229410995,620,4.865042554105199
0,1,0,1,5,0.2,2,2,2.0,0.0,0,0,0.0,0.6,4,2,2.6666666666666665,0.2,2,2,2.0,0.23076923076923078,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.39016077805739907,26,740,3.6080121229410995,620,4.865042554105199
