,r2_0,mae_0,max_error_0,r2_0_1,mae_0_1,max_error_0_1,max_var_0,min_var_0,mean_var_0,median_var_0,std_var_0,max_var_1,min_var_1,mean_var_1,median_var_1,std_var_1,train_size,coregionalized
26,0.9787656557087482,0.028068003287741818,0.11412140323599118,0.9787656557087482,0.028068003287741818,0.11412140323599118,0.0719008120431156,0.030862501376750024,0.03921423323962796,0.03749874744943833,0.005859610574229533,1.2107357546955841,0.5038543676287143,0.6482212451142036,0.6190144844261047,0.10084695320061658,93,True
27,0.9807548894970103,0.02653690266030185,0.11533048992269324,0.9807548894970103,0.02653690266030185,0.11533048992269324,0.05317344193544683,0.03405811252475628,0.03779350964532034,0.037091352648110226,0.002677665391529371,0.9105331520554518,0.5372579081105244,0.6106137362286423,0.5965912756975429,0.05278979133072295,93,False
28,0.9737098680746692,0.030745341299374958,0.16248719771871034,0.9737098680746692,0.030745341299374958,0.16248719771871034,0.06705816121906782,0.029356420590113074,0.03616542505186799,0.03501022389825671,0.004661399622305481,1.1178951971932412,0.5993050692660282,0.6926809141371799,0.6775087775613327,0.06306637236853864,93,True
29,0.9755944850505548,0.029398597142103553,0.15468379172202118,0.9755944850505548,0.029398597142103553,0.15468379172202118,0.062411096307733636,0.032424359453075924,0.037844341804669855,0.036941323992160165,0.003625360329056168,0.8851197519695841,0.6019149984954599,0.6577694996227946,0.6499396685085639,0.034864525299768793,93,False
30,0.9775628241697512,0.028133705757309998,0.10680189840696164,0.9775628241697512,0.028133705757309998,0.10680189840696164,0.05628388090560662,0.029142229279907,0.03300876794763158,0.03209362423460454,0.0031505498110244545,1.2862179292936848,0.602240864274966,0.7011548505530972,0.6781334366950702,0.08019288769144896,187,True
31,0.9799494549477438,0.026751377861856156,0.09788146955785626,0.9799494549477438,0.026751377861856156,0.09788146955785626,0.04602515009983952,0.030259169801081936,0.032526508497668825,0.03204655818371969,0.0018107689400376646,0.9546925767751687,0.6175703261008021,0.6659244868452071,0.6554932534902143,0.038757844791898886,187,False
32,0.9797047949335861,0.027106585095746975,0.13262459729468912,0.9797047949335861,0.027106585095746975,0.13262459729468912,0.052508621527482535,0.034093433752373704,0.03703928925589626,0.036460634569815686,0.0022124487054777596,0.9174437971415192,0.5692552704991722,0.6254147021298629,0.6142552442897615,0.042490180310907,187,True
33,0.9801903364639867,0.026811980828339427,0.12721932790802537,0.9801903364639867,0.026811980828339427,0.12721932790802537,0.04794286156022649,0.034656863318683284,0.03676067164507313,0.03638570062516748,0.0015315860131134113,0.864277668717859,0.5710027020380991,0.6175801328539443,0.6085991214716515,0.03473120811098946,187,False
34,0.9789694667439449,0.02710761078728309,0.11695170994465265,0.9789694667439449,0.02710761078728309,0.11695170994465265,0.05950725982140302,0.03251550950920387,0.03624497711203883,0.03549784319436912,0.0027193037476158114,1.1859190899501237,0.520040630424328,0.6172450642966706,0.5981553657985057,0.06923945126424479,187,True
35,0.9801554121866699,0.02649727577262954,0.1113898514004168,0.9801554121866699,0.02649727577262954,0.1113898514004168,0.05100159245440074,0.03331033433822405,0.03571647389270718,0.03523347854649268,0.0017503749932091543,0.9296290525542246,0.5527802760394239,0.6044663274715034,0.5941092149872008,0.03768736531682798,187,False
36,0.9794695363286776,0.026954983541870182,0.11464294908239037,0.9794695363286776,0.026954983541870182,0.11464294908239037,0.05188478813465778,0.03333930577815319,0.03563539725875445,0.03516940899850611,0.001731995488933542,0.9529602199746215,0.5133648397558548,0.5673241037374179,0.5559637421757981,0.0417722852608024,187,True
37,0.9799472169815859,0.026605543070253104,0.11108089908366381,0.9799472169815859,0.026605543070253104,0.11108089908366381,0.04837054455009434,0.03343255459859733,0.035350024580480595,0.03498390454523949,0.0014146344076634812,0.8582559126378025,0.5119197820723388,0.5549280596102146,0.5463152586480328,0.032877734336373074,187,False
38,0.978521471409903,0.027567386212515622,0.10745210093854896,0.978521471409903,0.027567386212515622,0.10745210093854896,0.0518204482756151,0.031706191693147444,0.03397155044528167,0.03346315859072191,0.0018862682288238802,1.0584021062725197,0.5771139341964364,0.6308151492849056,0.6179557291866187,0.045327273389885785,187,True
39,0.9793161581068555,0.02707539902514202,0.09994641556941275,0.9793161581068555,0.02707539902514202,0.09994641556941275,0.047641478829762864,0.031783686367297316,0.033681714189100306,0.033260219346225514,0.0015359770190527618,0.8497686953930608,0.5644058623194711,0.5985077896077436,0.5909452452601814,0.027627536224541616,187,False
40,0.9806908133340264,0.026351418947015766,0.10471770191764485,0.9806908133340264,0.026351418947015766,0.10471770191764485,0.045624857993447475,0.032626901224780125,0.03399315539283679,0.03369503156579107,0.0011842079132046617,0.8555195353881119,0.5830756846553822,0.6113066073103406,0.6048983352058337,0.024723825001784314,375,True
41,0.9807604500985169,0.026270324911250763,0.11104041790625407,0.9807604500985169,0.026270324911250763,0.11104041790625407,0.04501169924991126,0.03282677845277957,0.03415898032130312,0.03386651255297222,0.0011335302403979607,0.7831337461963558,0.582686154156406,0.6048657994900631,0.6000744301082633,0.01870938566773502,375,False
42,0.9806358391386449,0.026558574596903146,0.1097109799799183,0.9806358391386449,0.026558574596903146,0.1097109799799183,0.0496181453189741,0.03607538907248314,0.037646035814417195,0.03730370174854885,0.001309898317372367,0.7803461915243741,0.5566736530288178,0.5824675634013742,0.5767542543817381,0.02163104892359692,375,True
43,0.981347518792398,0.02604331986884376,0.11384611522113453,0.981347518792398,0.02604331986884376,0.11384611522113453,0.04721138875387601,0.036739775318745144,0.0380151735632095,0.037745463621166805,0.0010428337594936895,0.6956654044238233,0.5588589135920227,0.5758972552719278,0.57233728970538,0.01369969996402614,375,False
44,0.980653837329376,0.02630986581703453,0.10497993776191983,0.980653837329376,0.02630986581703453,0.10497993776191983,0.05101726779234744,0.032236393986178,0.03427244237605036,0.03378746545542168,0.0017976810065982681,1.0733583482177034,0.5903389271910392,0.642993312406309,0.6303303099986188,0.04652414633974248,375,True
45,0.9812399631595692,0.025998888873144905,0.10620902438926771,0.9812399631595692,0.025998888873144905,0.10620902438926771,0.04219563786343119,0.03291377825783313,0.0340348115183437,0.03379593309312589,0.0009268939365867101,0.7809601728146542,0.600554168480108,0.62210624143265,0.6173577786616802,0.017959586813446025,375,False
46,0.9800250535857586,0.026878243325998096,0.10477046227281939,0.9800250535857586,0.026878243325998096,0.10477046227281939,0.050086734621172004,0.03202138699014155,0.03389374140111379,0.03346223186797296,0.001659944831411515,1.024534121824753,0.595336982487853,0.6395414384642647,0.629112177716907,0.03959564074939645,375,True
47,0.981025542331494,0.026116606137211465,0.10621619712182895,0.981025542331494,0.026116606137211465,0.10621619712182895,0.04354514592213033,0.03312942228085698,0.034347554172098546,0.03408878741154547,0.0010137031472291418,0.7910877048636891,0.606525333610744,0.628232769044742,0.6236346486369992,0.017994869226685042,375,False
48,0.9804914261519184,0.026597371403022152,0.11000712446804384,0.9804914261519184,0.026597371403022152,0.11000712446804384,0.047864563937675166,0.03371509072044937,0.03512698970700102,0.034814733328179616,0.0012120849472591789,0.9498064896739222,0.5569482105106245,0.594766333145209,0.5859707170731039,0.033197109208384736,375,True
49,0.9807072328580632,0.0265800469893747,0.10904689550653757,0.9807072328580632,0.0265800469893747,0.10904689550653757,0.04467156693178724,0.03406561989862409,0.03519912541622431,0.034956341418903525,0.0009401947027090162,0.8484344393221561,0.5613977008794059,0.590048392183577,0.5836945147322812,0.024791375895299617,375,False
