,r2_0,mae_0,max_error_0,r2_0_1,mae_0_1,max_error_0_1,max_var_0,min_var_0,mean_var_0,median_var_0,std_var_0,max_var_1,min_var_1,mean_var_1,median_var_1,std_var_1,train_size,coregionalized
0,0.8445206145730826,0.07394919106691701,0.3086801571469904,0.8445206145730826,0.07394919106691701,0.3086801571469904,0.2814177039429577,0.024984614705235383,0.11504295725571685,0.11077626590199324,0.03672099761776439,2.3893543534114974,1.819799458059477,1.9319395998287578,1.9149523947700002,0.07206041149860808,9,True
1,0.8197680819979495,0.06981368590838283,0.27675500679308174,0.8197680819979495,0.06981368590838283,0.27675500679308174,0.2617450629434218,0.036885549862659454,0.1367855712883549,0.13464069889092536,0.03368548810677191,1.6453335997321932,1.011098150611319,1.6005335181531068,1.616567679533059,0.058817506930659284,9,False
2,0.6178936496854647,0.10019101017446821,0.3658128895290935,0.6178936496854647,0.10019101017446821,0.3658128895290935,0.2800347556590634,0.07499836211795607,0.12702573854720792,0.12429080024039507,0.02627863893198944,3.1723937431106144,2.8092282463686136,2.8678567776141195,2.8609284988770285,0.03779311927182643,9,True
3,0.5197068221406058,0.10872606633576247,0.4014962886522391,0.5197068221406058,0.10872606633576247,0.4014962886522391,0.25735621848364476,4.526915504874911e-05,0.13201145442359416,0.1313523626499598,0.0291615551787985,2.7794105863364367,0.003447185586894562,2.7668729767128823,2.7766873572605855,0.09067907610594746,9,False
4,0.3630766513861151,0.10137400619574326,0.3613609733781695,0.3630766513861151,0.10137400619574326,0.3613609733781695,0.2639455880586231,0.1107611698894274,0.1567865038662239,0.15240433659348807,0.02479736193710551,2.701263246074157,2.274267528408452,2.3762761497168605,2.3617625417852786,0.064373004320934,9,True
5,-2.6050097024717824,0.14155378694996107,0.6366058500869376,-2.6050097024717824,0.14155378694996107,0.6366058500869376,0.21386074989645587,0.03089725263187122,0.1682377107881811,0.16914289064321097,0.021319596249287,2.624418099832864,0.8391682779818316,2.57872298771891,2.6001466115721286,0.0972940661035293,9,False
6,0.8011153437506979,0.08955725773305416,0.3653303903441887,0.8011153437506979,0.08955725773305416,0.3653303903441887,0.28660877635225124,0.037450311813456115,0.12074371546515611,0.1179377827221163,0.035612587557141404,3.7835958508045704,3.46056327846376,3.5203128114638327,3.5125454040682667,0.03924624123852907,9,True
7,0.7402396307110988,0.0828543305292505,0.31035091466487374,0.7402396307110988,0.0828543305292505,0.31035091466487374,0.27654018531760227,0.04654606874301433,0.15826419615888931,0.15864649044749213,0.03218271186600612,3.5678611593683685,3.565963138732683,3.5678593696680183,3.5678611593683685,5.378884149084694e-05,9,False
8,-1.728536697164066,0.1369180412480976,0.5110247853834289,-1.728536697164066,0.1369180412480976,0.5110247853834289,0.25336760602082403,0.13824898709633607,0.16921707045826692,0.16611423728557384,0.018856885948719985,1.8973804451018617,1.5642919842834972,1.6422479884341061,1.6321539847299253,0.05151991195738754,9,True
9,-291.5188583773707,0.1988649957535007,0.7789997866124683,-291.5188583773707,0.1988649957535007,0.7789997866124683,0.16555283839669296,0.11385960548238983,0.1647791350581468,0.1653974165263536,0.002933435232452993,1.4078206659602996,0.7564845246270036,1.3743614748974542,1.388946548620665,0.05268791104304733,9,False
10,0.8231801746438119,0.08008511472237827,0.3008836196164628,0.8231801746438119,0.08008511472237827,0.3008836196164628,0.20207272847387403,0.0038206426400746746,0.07860074841134629,0.07550878662654417,0.025108168610924107,4.4495755175893645,1.4450485758009521,2.2487397645368534,2.176941814587712,0.4418253758484076,18,True
11,0.784875986086965,0.07969543369951877,0.27511226683431467,0.784875986086965,0.07969543369951877,0.27511226683431467,0.19891225002353463,0.0033653577087150747,0.0924746725092244,0.09069948777473177,0.025225517170197914,4.462072447462035,0.7614322380726458,2.59868115122038,2.5917848374925287,0.5320329153963983,18,False
12,0.7872404373396702,0.07943126416116796,0.33178263179404044,0.7872404373396702,0.07943126416116796,0.33178263179404044,0.12484807884913461,0.021022211465711236,0.05769865487298282,0.05484331165203652,0.017304967269607653,2.7918438769675062,2.7176654569381693,2.7334180707388698,2.7303744169486563,0.011065117412966048,18,True
13,0.7675801374549793,0.08150191225155771,0.35483378047346403,0.7675801374549793,0.08150191225155771,0.35483378047346403,0.13470267557262153,0.014743305990825718,0.06302144367259009,0.060057374019343523,0.01946514922341478,3.123417511697856,1.8785604356692698,2.5877574096439178,2.598343753975319,0.22422869058831588,18,False
14,0.4623320427939652,0.11428576285016107,0.4079908218461834,0.4623320427939652,0.11428576285016107,0.4079908218461834,0.26457289088404695,0.004442558328997483,0.10836952247517498,0.1043036743346262,0.03549623090555964,4.322805083659517,0.4224044235999015,1.8152305539592992,1.7449199755582327,0.5654110799938747,18,True
15,0.23673892980654898,0.11610883413663828,0.5414126306374571,0.23673892980654898,0.11610883413663828,0.5414126306374571,0.2172942595507844,0.003883677800222536,0.1131364270355216,0.11190414389535214,0.02950292818486837,2.197141012988571,0.21853278325917244,2.178585625771693,2.19383160907082,0.07848613172220349,18,False
16,0.7715684451864662,0.07217095381076788,0.2879407991006957,0.7715684451864662,0.07217095381076788,0.2879407991006957,0.13312533515712383,0.06325966506152698,0.07864513321021041,0.07672661835340894,0.009370980447485876,3.538083868491563,3.4915410668652918,3.499283597767238,3.4979726873151105,0.005412062867253886,18,True
17,0.5765419642567482,0.08471764532903463,0.40426205833486684,0.5765419642567482,0.08471764532903463,0.40426205833486684,0.1665901335678959,0.003092415241462462,0.08224979936521325,0.08081013706634883,0.02144505774337639,4.050786392989699,1.610435450000989,2.7383187757397516,2.719583788928662,0.39073251796169317,18,False
18,0.8072735623935682,0.07119490755579547,0.2974381999414333,0.8072735623935682,0.07119490755579547,0.2974381999414333,0.151840367976502,0.05721822263181225,0.08027116329927439,0.07688875532245812,0.014387452941056995,2.727475536450873,2.632657300867365,2.649052340028894,2.6454981005338536,0.012561810575006096,18,True
19,0.5699817672490032,0.08742795603371087,0.5095733726660499,0.5699817672490032,0.08742795603371087,0.5095733726660499,0.17879977284515572,0.03664507376116633,0.09113390861607436,0.087991644175892,0.022303356135800766,2.540969279522763,1.415889476366503,2.287539824969727,2.3180134308967055,0.1705661903505097,18,False
20,0.9765014985922871,0.028756126184790582,0.12179471436558753,0.9765014985922871,0.028756126184790582,0.12179471436558753,0.04954576565227741,0.029115413918480923,0.03287617188843053,0.03231626084890177,0.0024186447408764498,1.0669021324829655,0.5311816181497453,0.6300776304357832,0.615414975956621,0.06447570250082604,93,True
21,0.9777651624649607,0.027996278453832166,0.12084603611001388,0.9777651624649607,0.027996278453832166,0.12084603611001388,0.04576286139445525,0.02920876990209048,0.032299158790404646,0.0318400652207909,0.0019459071540248434,0.9998129997481449,0.5297076250552178,0.6158629153835588,0.6029036074985235,0.055875114299767104,93,False
22,0.9683298664765199,0.03317871883075838,0.137012162522423,0.9683298664765199,0.03317871883075838,0.137012162522423,0.07965139825333555,0.03480740935046785,0.04219835222989446,0.04080598816926081,0.005272745475398225,,,,,,93,True
23,0.973165285130198,0.030663073492029593,0.12350852253297928,0.973165285130198,0.030663073492029593,0.12350852253297928,0.061460174144384455,0.03447851852350707,0.03895482423120782,0.038204018581634906,0.003175058523405245,1.0456162356767191,0.51385044532565,0.6009610691988515,0.5855531210827923,0.062404190593533755,93,False
24,0.977857874160469,0.029036915251783667,0.14049027508991996,0.977857874160469,0.029036915251783667,0.14049027508991996,0.07276908703688667,0.034719196326667735,0.04046390280797689,0.039391836087123676,0.004294398236096281,1.3617825118798321,0.5355839637497285,0.6642704829449473,0.6411544962501206,0.09569600825948539,93,True
25,0.9789600710507486,0.028130989226056793,0.12780874523145647,0.9789600710507486,0.028130989226056793,0.12780874523145647,0.06626896893175825,0.03721319062976489,0.04169380200172777,0.04091531869614072,0.0032640302232013344,0.9291549336648526,0.5593826533878505,0.6167110059385585,0.6071678583259512,0.04118095384539536,93,False
