polymer,system,A2_unnormalized,deltaGmin,N,A2_normalized
153,fe_rand_virial_batch2,1.4509803777365187,0,20,0.0036274509443412965
154,fe_rand_virial_batch2,7.8602501974353265,0,20,0.019650625493588317
155,fe_rand_virial_batch2,-135.91203952843307,0,22,-0.28080999902568815
156,fe_rand_virial_batch2,-117.26094449874034,0,22,-0.24227467871640568
157,fe_rand_virial_batch2,-58.32929212647479,0,22,-0.12051506637701404
158,fe_rand_virial_batch2,194.58312839614968,0,22,0.4020312570168382
159,fe_rand_virial_batch2,-40.890498372784656,0,22,-0.08448450077021623
160,fe_rand_virial_batch2,27.492974911029275,0,24,0.047730859220536936
161,fe_rand_virial_batch2,-76.61336108887417,0,24,-0.1330093074459621
162,fe_rand_virial_batch2,-95.46815951523139,0,24,-0.16574333249172116
163,fe_rand_virial_batch2,-40.21472413143475,0,24,-0.06981722939485199
164,fe_rand_virial_batch2,21.17025011881349,0,24,0.036753906456273425
165,fe_rand_virial_batch2,42.66094920173049,0,26,0.06310791302031138
166,fe_rand_virial_batch2,132.0763328166368,0,26,0.19537919055715505
167,fe_rand_virial_batch2,93.69804870328421,0,26,0.13860658092201808
168,fe_rand_virial_batch2,95.34620140624693,0,26,0.14104467663645995
169,fe_rand_virial_batch2,8.860236653400019,0,26,0.013106858954733756
170,fe_rand_virial_batch2,125.85224321811778,0,28,0.16052582043127267
171,fe_rand_virial_batch2,207.10054959732352,0,28,0.2641588642823004
172,fe_rand_virial_batch2,-115.65743352670778,0,28,-0.1475222366412089
173,fe_rand_virial_batch2,167.42103774339188,0,28,0.2135472420196325
174,fe_rand_virial_batch2,193.5527373980659,0,28,0.24687849157916567
175,fe_rand_virial_batch2,93.08387438960379,0,22,0.19232205452397477
176,fe_rand_virial_batch2,219.5093602750561,0,22,0.4535317361054878
177,fe_rand_virial_batch2,210.6606249347342,0,22,0.43524922507176483
178,fe_rand_virial_batch2,82.4143737991002,0,22,0.17027763181632274
179,fe_rand_virial_batch2,30.319510658683825,0,22,0.06264361706339633
180,fe_rand_virial_batch2,277.273827079086,0,24,0.4813781720123021
181,fe_rand_virial_batch2,136.71997995724402,0,24,0.23736107631465975
182,fe_rand_virial_batch2,77.84350897842496,0,24,0.13514498086532112
183,fe_rand_virial_batch2,-193.10797921114093,0,24,-0.33525690835267524
184,fe_rand_virial_batch2,212.60348061150603,0,24,0.3691032649505313
185,fe_rand_virial_batch2,160.04150334316654,0,26,0.2367477860106014
186,fe_rand_virial_batch2,35.99439174220875,0,26,0.05324614163048631
187,fe_rand_virial_batch2,127.84388626206992,0,26,0.1891181749438904
188,fe_rand_virial_batch2,-46.768277461001546,0,26,-0.06918384239793128
189,fe_rand_virial_batch2,-10.99687942517701,0,26,-0.016267573114167173
190,fe_rand_virial_batch2,141.04440215598765,0,28,0.17990357417855568
191,fe_rand_virial_batch2,109.4077552997323,0,28,0.13955070829047486
192,fe_rand_virial_batch2,79.52785157094469,0,28,0.10143858618742946
193,fe_rand_virial_batch2,-82.71225862740891,0,28,-0.10550032988189913
194,fe_rand_virial_batch2,64.45976056729795,0,28,0.08221908235624738
195,fe_rand_virial_batch2,30.805960311520764,0,30,0.034228844790578625
196,fe_rand_virial_batch2,99.2181906794909,0,30,0.11024243408832322
197,fe_rand_virial_batch2,-224.32513737963768,0,30,-0.24925015264404188
198,fe_rand_virial_batch2,-39.55415292610905,0,30,-0.04394905880678783
199,fe_rand_virial_batch2,-75.35268620236987,0,30,-0.08372520689152207
200,fe_rand_virial_batch2,27.29772705014543,0,24,0.04739188723983581
201,fe_rand_virial_batch2,-46.889407960023966,0,24,-0.08140522215281938
202,fe_rand_virial_batch2,30.74640945622222,0,24,0.05337918308371913
203,fe_rand_virial_batch2,32.197879300587154,0,24,0.055899096007963806
204,fe_rand_virial_batch2,270.8458461650301,0,24,0.4702184829253995
205,fe_rand_virial_batch2,-170.1698091451758,0,26,-0.25173048690114763
206,fe_rand_virial_batch2,-101.3249238572463,0,26,-0.14988894061722827
207,fe_rand_virial_batch2,-102.05299972696636,0,26,-0.15096597592746502
208,fe_rand_virial_batch2,68.99207995214844,0,26,0.10205928987004208
209,fe_rand_virial_batch2,82.01339558050081,0,26,0.1213215910954154
210,fe_rand_virial_batch2,12.994984201266067,0,28,0.016575234950594472
211,fe_rand_virial_batch2,37.19352674267267,0,28,0.047440722886062076
212,fe_rand_virial_batch2,-182.73037619816688,0,28,-0.23307445943643734
213,fe_rand_virial_batch2,105.11074845617935,0,28,0.1340698322145145
214,fe_rand_virial_batch2,-57.158148405830886,0,28,-0.0729058015380496
215,fe_rand_virial_batch2,163.4843671195181,0,30,0.18164929679946457
216,fe_rand_virial_batch2,-126.01546466833508,0,30,-0.14001718296481677
217,fe_rand_virial_batch2,22.096891889735648,0,30,0.024552102099706277
218,fe_rand_virial_batch2,-74.87919633859094,0,30,-0.08319910704287882
219,fe_rand_virial_batch2,62.36707130227589,0,30,0.06929674589141765
220,fe_rand_virial_batch2,21.190169672242774,0,32,0.020693525070549584
221,fe_rand_virial_batch2,92.17685820517508,0,32,0.09001646309099129
222,fe_rand_virial_batch2,239.6289332769209,0,32,0.23401263015324306
223,fe_rand_virial_batch2,-0.9681118604562761,0,32,-0.0009454217387268321
224,fe_rand_virial_batch2,219.91840430720146,0,32,0.21476406670625142
225,fe_rand_virial_batch2,-138.8068035370861,0,26,-0.20533550819095575
226,fe_rand_virial_batch2,88.11015100559223,0,26,0.13034046006744412
227,fe_rand_virial_batch2,324.633936684156,0,26,0.4802277169883965
228,fe_rand_virial_batch2,77.17150353671471,0,26,0.11415902890046555
229,fe_rand_virial_batch2,30.880622328078154,0,26,0.04568139397644697
230,fe_rand_virial_batch2,123.52234266441504,0,28,0.1575540085005294
231,fe_rand_virial_batch2,165.91625956922448,0,28,0.21162788210360264
232,fe_rand_virial_batch2,-208.34833056291458,0,28,-0.26575042163637064
233,fe_rand_virial_batch2,56.83041691356805,0,28,0.07248777667546945
234,fe_rand_virial_batch2,61.44325882225192,0,28,0.07837150359981113
235,fe_rand_virial_batch2,7.186057237446399,0,30,0.00798450804160711
236,fe_rand_virial_batch2,353.91830674020895,0,30,0.3932425630446766
237,fe_rand_virial_batch2,152.033500109433,0,30,0.16892611123270332
238,fe_rand_virial_batch2,-158.70832867291188,0,30,-0.17634258741434652
239,fe_rand_virial_batch2,45.579428066775776,0,30,0.050643808963084194
240,fe_rand_virial_batch2,-71.86613940428983,0,32,-0.07018177676200178
241,fe_rand_virial_batch2,-110.88926572880946,0,32,-0.10829029856329049
242,fe_rand_virial_batch2,10.108063437876977,0,32,0.009871155701051735
243,fe_rand_virial_batch2,186.60045515561325,0,32,0.18222700698790356
244,fe_rand_virial_batch2,138.38628355501243,0,32,0.13514285503419182
245,fe_rand_virial_batch2,-46.94381400001885,0,34,-0.04060883564015471
246,fe_rand_virial_batch2,-155.44353449658905,0,34,-0.1344667253430701
247,fe_rand_virial_batch2,151.7078565064452,0,34,0.1312351699882744
248,fe_rand_virial_batch2,31.10860032548105,0,34,0.026910553914775995
249,fe_rand_virial_batch2,34.726150364737855,0,34,0.030039922460845896
250,fe_rand_virial_batch2,64.31876068697026,0,20,0.16079690171742567
251,fe_rand_virial_batch2,128.23006757570127,0,20,0.3205751689392532
252,fe_rand_virial_batch2,-25.84361816729075,0,20,-0.06460904541822687
253,fe_rand_virial_batch2,-73.38568132433993,0,20,-0.1834642033108498
254,fe_rand_virial_batch2,245.13255614412586,0,20,0.6128313903603146
255,fe_rand_virial_batch2,98.46085409758986,0,22,0.20343151673055757
256,fe_rand_virial_batch2,167.2333682148371,0,22,0.3455234880471841
257,fe_rand_virial_batch2,-121.29229641168925,0,22,-0.2506039182059695
258,fe_rand_virial_batch2,38.79652953055824,0,22,0.08015811886478975
259,fe_rand_virial_batch2,-36.09662438259585,0,22,-0.07457980244337985
260,fe_rand_virial_batch2,46.64862986177642,0,24,0.08098720462113962
261,fe_rand_virial_batch2,-154.18697852800116,0,24,-0.2676857266111131
262,fe_rand_virial_batch2,54.68333422762752,0,24,0.09493634414518666
263,fe_rand_virial_batch2,-157.24524266807674,0,24,-0.272995212965411
264,fe_rand_virial_batch2,149.2415834507313,0,24,0.2590999712686307
265,fe_rand_virial_batch2,27.398809439061157,0,26,0.04053078319387745
266,fe_rand_virial_batch2,-108.58600389826523,0,26,-0.16063018328145745
267,fe_rand_virial_batch2,149.3345638699369,0,26,0.2209091181507942
268,fe_rand_virial_batch2,25.230482678845945,0,26,0.03732319922906205
269,fe_rand_virial_batch2,72.5020506040843,0,26,0.10725155414805371
270,fe_rand_virial_batch2,71.10645604690806,0,28,0.09069701026391334
271,fe_rand_virial_batch2,51.473261950726254,0,28,0.06565467085551818
272,fe_rand_virial_batch2,-105.3690290723256,0,28,-0.1343992717759255
273,fe_rand_virial_batch2,145.152154049293,0,28,0.18514305363430228
274,fe_rand_virial_batch2,93.74256724279667,0,28,0.11956960107499574
275,fe_rand_virial_batch2,-23.579309588026153,0,22,-0.04871758179344246
276,fe_rand_virial_batch2,104.5884396071107,0,22,0.21609181737006344
277,fe_rand_virial_batch2,127.95607350412277,0,22,0.2643720526944685
278,fe_rand_virial_batch2,-7.964683469866243,0,22,-0.016455957582368272
279,fe_rand_virial_batch2,29.666906574047278,0,22,0.061295261516626606
280,fe_rand_virial_batch2,-1.3854957259923328,0,24,-0.0024053745242922447
281,fe_rand_virial_batch2,-121.63149274729385,0,24,-0.21116578601960737
282,fe_rand_virial_batch2,-102.86103178848882,0,24,-0.17857818018834865
283,fe_rand_virial_batch2,-28.696801212845262,0,24,-0.04982083543896747
284,fe_rand_virial_batch2,82.74266892705151,0,24,0.1436504668872422
285,fe_rand_virial_batch2,72.79904365888262,0,26,0.10769089298651276
286,fe_rand_virial_batch2,-3.4869511925702383,0,26,-0.005158211823328755
287,fe_rand_virial_batch2,57.27597495199318,0,26,0.08472777359762304
288,fe_rand_virial_batch2,98.94747686602454,0,26,0.14637200719826116
289,fe_rand_virial_batch2,41.71918019724591,0,26,0.06171476360539336
290,fe_rand_virial_batch2,-116.83231003846872,0,28,-0.14902080362049583
291,fe_rand_virial_batch2,168.4680296637134,0,28,0.21488269089759363
292,fe_rand_virial_batch2,-26.998352497864474,0,28,-0.034436674104418974
293,fe_rand_virial_batch2,153.81971289126443,0,28,0.19619861338171485
294,fe_rand_virial_batch2,-82.76727035689528,0,28,-0.10557049790420317
295,fe_rand_virial_batch2,121.94374077923891,0,30,0.13549304531026546
296,fe_rand_virial_batch2,-24.103177014698733,0,30,-0.026781307794109702
297,fe_rand_virial_batch2,236.00444965550759,0,30,0.2622271662838973
298,fe_rand_virial_batch2,78.30128335113727,0,30,0.08700142594570807
299,fe_rand_virial_batch2,136.62887084581968,0,30,0.1518098564953552
300,fe_rand_virial_batch3,199.960767813645,0,24,0.34715411078757813
301,fe_rand_virial_batch3,-204.35729301467086,0,24,-0.35478696703935914
302,fe_rand_virial_batch3,62.62996353069396,0,24,0.10873257557412147
303,fe_rand_virial_batch3,-38.36056912204743,0,24,-0.06659821028133234
304,fe_rand_virial_batch3,47.3384497766847,0,24,0.0821848086400776
305,fe_rand_virial_batch3,80.67947770811642,0,26,0.11934833980490595
306,fe_rand_virial_batch3,-189.6788611564295,0,26,-0.28059003129649335
307,fe_rand_virial_batch3,113.89714225982968,0,26,0.16848689683406756
308,fe_rand_virial_batch3,89.35873797766243,0,26,0.13218748221547696
309,fe_rand_virial_batch3,70.54140262987117,0,26,0.10435118732229463
310,fe_rand_virial_batch3,-43.22651671783833,0,28,-0.05513586316050807
311,fe_rand_virial_batch3,141.20531246597125,0,28,0.18010881692088168
312,fe_rand_virial_batch3,105.02900740885381,0,28,0.13396557067455844
313,fe_rand_virial_batch3,-35.00272667464207,0,28,-0.04464633504418631
314,fe_rand_virial_batch3,169.39455112295138,0,28,0.21606447847315227
315,fe_rand_virial_batch3,-104.43219659149923,0,30,-0.1160357739905547
316,fe_rand_virial_batch3,204.01834813022242,0,30,0.22668705347802492
317,fe_rand_virial_batch3,40.416260756647645,0,30,0.04490695639627516
318,fe_rand_virial_batch3,75.0861274898814,0,30,0.08342903054431268
319,fe_rand_virial_batch3,77.19800803762351,0,30,0.08577556448624835
320,fe_rand_virial_batch3,239.60269478047104,0,32,0.23398700662155375
321,fe_rand_virial_batch3,-46.849307075335375,0,32,-0.0457512764407572
322,fe_rand_virial_batch3,269.4661386461466,0,32,0.26315052602162753
323,fe_rand_virial_batch3,-51.51231025634915,0,32,-0.05030499048471597
324,fe_rand_virial_batch3,94.5484474645658,0,32,0.09233246822711504
325,fe_rand_virial_batch3,194.0102215056276,0,26,0.28699736909116513
326,fe_rand_virial_batch3,101.48001398531486,0,26,0.15011836388360186
327,fe_rand_virial_batch3,154.56909204380057,0,26,0.22865250302337362
328,fe_rand_virial_batch3,65.86808791526246,0,26,0.09743799987464861
329,fe_rand_virial_batch3,56.63165658132607,0,26,0.08377463991320425
330,fe_rand_virial_batch3,79.8746523072235,0,28,0.10188093406533609
331,fe_rand_virial_batch3,-27.810741320677987,0,28,-0.03547288433759947
332,fe_rand_virial_batch3,-21.601886761723524,0,28,-0.02755342699199429
333,fe_rand_virial_batch3,-131.84418605008221,0,28,-0.16816860465571712
334,fe_rand_virial_batch3,198.1460401580025,0,28,0.25273729611990114
335,fe_rand_virial_batch3,213.0721422053073,0,30,0.23674682467256367
336,fe_rand_virial_batch3,102.70705361459902,0,30,0.11411894846066557
337,fe_rand_virial_batch3,210.9714126520331,0,30,0.23441268072448124
338,fe_rand_virial_batch3,0.18998979341309946,0,30,0.0002110997704589994
339,fe_rand_virial_batch3,157.1240361087361,0,30,0.1745822623430401
340,fe_rand_virial_batch3,-88.15338052517927,0,32,-0.08608728566912038
341,fe_rand_virial_batch3,24.306871523214156,0,32,0.023737179221888824
342,fe_rand_virial_batch3,150.29977459669155,0,32,0.1467771236295816
343,fe_rand_virial_batch3,137.68191648698638,0,32,0.13445499656932264
344,fe_rand_virial_batch3,165.51856387262245,0,32,0.16163922253185786
345,fe_rand_virial_batch3,190.25270370589257,0,34,0.16457846341340188
346,fe_rand_virial_batch3,43.17050058678431,0,34,0.03734472369098989
347,fe_rand_virial_batch3,236.11290284282228,0,34,0.20424991595399852
348,fe_rand_virial_batch3,24.303628509019948,0,34,0.021023900094307914
349,fe_rand_virial_batch3,97.65817577521793,0,34,0.08447939080901205
350,fe_rand_virial_batch3,127.51717859714037,0,28,0.1626494624963525
351,fe_rand_virial_batch3,137.7726972704762,0,28,0.17573048121234208
352,fe_rand_virial_batch3,0.9669026954220594,0,28,0.0012332942543648716
353,fe_rand_virial_batch3,-87.6750855564952,0,28,-0.1118304662710398
354,fe_rand_virial_batch3,63.56365784197181,0,28,0.08107609418618854
355,fe_rand_virial_batch3,-186.43398764463564,0,30,-0.20714887516070626
356,fe_rand_virial_batch3,151.65202442683253,0,30,0.16850224936314726
357,fe_rand_virial_batch3,235.66126728475174,0,30,0.26184585253861303
358,fe_rand_virial_batch3,251.3418714689863,0,30,0.2792687460766515
359,fe_rand_virial_batch3,280.2140970758934,0,30,0.31134899675099265
360,fe_rand_virial_batch3,-0.9324279541833425,0,32,-0.0009105741740071704
361,fe_rand_virial_batch3,29.13889713572455,0,32,0.028455954234106007
362,fe_rand_virial_batch3,20.35139730542941,0,32,0.019874411431083407
363,fe_rand_virial_batch3,1.5888739272576426,0,32,0.0015516346945875416
364,fe_rand_virial_batch3,-82.41527103697672,0,32,-0.08048366312204758
365,fe_rand_virial_batch3,73.68521661000943,0,34,0.06374153685986975
366,fe_rand_virial_batch3,161.43184753483766,0,34,0.13964692693325056
367,fe_rand_virial_batch3,47.08330164659118,0,34,0.04072949969428303
368,fe_rand_virial_batch3,-232.58478254656364,0,34,-0.2011979087773042
369,fe_rand_virial_batch3,96.3927161933476,0,34,0.08338470258940103
370,fe_rand_virial_batch3,25.67260452063234,0,36,0.019809108426413844
371,fe_rand_virial_batch3,3.379970751186048,0,36,0.002608002122828741
372,fe_rand_virial_batch3,32.973966455322994,0,36,0.02544287535132947
373,fe_rand_virial_batch3,104.30391476962724,0,36,0.08048141571730497
374,fe_rand_virial_batch3,-33.84940603180974,0,36,-0.02611836885170505
375,fe_rand_virial_batch3,243.0305232722077,0,22,0.5021291803144787
376,fe_rand_virial_batch3,76.80739515432676,0,22,0.15869296519488998
377,fe_rand_virial_batch3,5.9140926160865765,0,22,0.012219199620013587
378,fe_rand_virial_batch3,-29.289107492315907,0,22,-0.06051468490147915
379,fe_rand_virial_batch3,-184.1580153726049,0,22,-0.38049176729877043
