,[W],[Ta],[Tr],[R],total_count,sequence_type,block_number,block_type,R_avg_cluster_size,Ta_avg_cluster_size,Tr_avg_cluster_size,W_avg_cluster_size,num_cluster_types,max_cluster_size,R_no_of_cluster,Ta_no_of_cluster,Tr_no_of_cluster,W_no_of_cluster,R_max_cluster_size,Ta_max_cluster_size,Tr_max_cluster_size,W_max_cluster_size,smiles
0,4.0,4.0,0.0,0.0,8.0,block,2,[W][Ta],0.0,4.0,0.0,4.0,2,4,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,[W][W][W][W][Ta][Ta][Ta][Ta]
1,6.0,4.0,0.0,0.0,10.0,block,2,[W][Ta],0.0,4.0,0.0,6.0,2,6,0.0,1.0,0.0,1.0,0.0,4.0,0.0,6.0,[W][W][W][W][W][W][Ta][Ta][Ta][Ta]
2,8.0,4.0,0.0,0.0,12.0,block,2,[W][Ta],0.0,4.0,0.0,8.0,2,8,0.0,1.0,0.0,1.0,0.0,4.0,0.0,8.0,[W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta]
3,10.0,4.0,0.0,0.0,14.0,block,2,[W][Ta],0.0,4.0,0.0,10.0,2,10,0.0,1.0,0.0,1.0,0.0,4.0,0.0,10.0,[W][W][W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta]
4,12.0,4.0,0.0,0.0,16.0,block,2,[W][Ta],0.0,4.0,0.0,12.0,2,12,0.0,1.0,0.0,1.0,0.0,4.0,0.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta]
5,4.0,6.0,0.0,0.0,10.0,block,2,[W][Ta],0.0,6.0,0.0,4.0,2,6,0.0,1.0,0.0,1.0,0.0,6.0,0.0,4.0,[W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta]
6,6.0,6.0,0.0,0.0,12.0,block,2,[W][Ta],0.0,6.0,0.0,6.0,2,6,0.0,1.0,0.0,1.0,0.0,6.0,0.0,6.0,[W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta]
7,8.0,6.0,0.0,0.0,14.0,block,2,[W][Ta],0.0,6.0,0.0,8.0,2,8,0.0,1.0,0.0,1.0,0.0,6.0,0.0,8.0,[W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta]
8,10.0,6.0,0.0,0.0,16.0,block,2,[W][Ta],0.0,6.0,0.0,10.0,2,10,0.0,1.0,0.0,1.0,0.0,6.0,0.0,10.0,[W][W][W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta]
9,12.0,6.0,0.0,0.0,18.0,block,2,[W][Ta],0.0,6.0,0.0,12.0,2,12,0.0,1.0,0.0,1.0,0.0,6.0,0.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta]
10,4.0,8.0,0.0,0.0,12.0,block,2,[W][Ta],0.0,8.0,0.0,4.0,2,8,0.0,1.0,0.0,1.0,0.0,8.0,0.0,4.0,[W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
11,6.0,8.0,0.0,0.0,14.0,block,2,[W][Ta],0.0,8.0,0.0,6.0,2,8,0.0,1.0,0.0,1.0,0.0,8.0,0.0,6.0,[W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
12,8.0,8.0,0.0,0.0,16.0,block,2,[W][Ta],0.0,8.0,0.0,8.0,2,8,0.0,1.0,0.0,1.0,0.0,8.0,0.0,8.0,[W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
13,10.0,8.0,0.0,0.0,18.0,block,2,[W][Ta],0.0,8.0,0.0,10.0,2,10,0.0,1.0,0.0,1.0,0.0,8.0,0.0,10.0,[W][W][W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
14,12.0,8.0,0.0,0.0,20.0,block,2,[W][Ta],0.0,8.0,0.0,12.0,2,12,0.0,1.0,0.0,1.0,0.0,8.0,0.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
15,4.0,10.0,0.0,0.0,14.0,block,2,[W][Ta],0.0,10.0,0.0,4.0,2,10,0.0,1.0,0.0,1.0,0.0,10.0,0.0,4.0,[W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
16,6.0,10.0,0.0,0.0,16.0,block,2,[W][Ta],0.0,10.0,0.0,6.0,2,10,0.0,1.0,0.0,1.0,0.0,10.0,0.0,6.0,[W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
17,8.0,10.0,0.0,0.0,18.0,block,2,[W][Ta],0.0,10.0,0.0,8.0,2,10,0.0,1.0,0.0,1.0,0.0,10.0,0.0,8.0,[W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
18,10.0,10.0,0.0,0.0,20.0,block,2,[W][Ta],0.0,10.0,0.0,10.0,2,10,0.0,1.0,0.0,1.0,0.0,10.0,0.0,10.0,[W][W][W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
19,12.0,10.0,0.0,0.0,22.0,block,2,[W][Ta],0.0,10.0,0.0,12.0,2,12,0.0,1.0,0.0,1.0,0.0,10.0,0.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
20,4.0,12.0,0.0,0.0,16.0,block,2,[W][Ta],0.0,12.0,0.0,4.0,2,12,0.0,1.0,0.0,1.0,0.0,12.0,0.0,4.0,[W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
21,6.0,12.0,0.0,0.0,18.0,block,2,[W][Ta],0.0,12.0,0.0,6.0,2,12,0.0,1.0,0.0,1.0,0.0,12.0,0.0,6.0,[W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
22,8.0,12.0,0.0,0.0,20.0,block,2,[W][Ta],0.0,12.0,0.0,8.0,2,12,0.0,1.0,0.0,1.0,0.0,12.0,0.0,8.0,[W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
23,10.0,12.0,0.0,0.0,22.0,block,2,[W][Ta],0.0,12.0,0.0,10.0,2,12,0.0,1.0,0.0,1.0,0.0,12.0,0.0,10.0,[W][W][W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
24,12.0,12.0,0.0,0.0,24.0,block,2,[W][Ta],0.0,12.0,0.0,12.0,2,12,0.0,1.0,0.0,1.0,0.0,12.0,0.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
25,4.0,0.0,4.0,0.0,8.0,block,2,[W][Tr],0.0,0.0,4.0,4.0,2,4,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,[W][W][W][W][Tr][Tr][Tr][Tr]
26,6.0,0.0,4.0,0.0,10.0,block,2,[W][Tr],0.0,0.0,4.0,6.0,2,6,0.0,0.0,1.0,1.0,0.0,0.0,4.0,6.0,[W][W][W][W][W][W][Tr][Tr][Tr][Tr]
27,8.0,0.0,4.0,0.0,12.0,block,2,[W][Tr],0.0,0.0,4.0,8.0,2,8,0.0,0.0,1.0,1.0,0.0,0.0,4.0,8.0,[W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr]
28,10.0,0.0,4.0,0.0,14.0,block,2,[W][Tr],0.0,0.0,4.0,10.0,2,10,0.0,0.0,1.0,1.0,0.0,0.0,4.0,10.0,[W][W][W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr]
29,12.0,0.0,4.0,0.0,16.0,block,2,[W][Tr],0.0,0.0,4.0,12.0,2,12,0.0,0.0,1.0,1.0,0.0,0.0,4.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr]
30,4.0,0.0,6.0,0.0,10.0,block,2,[W][Tr],0.0,0.0,6.0,4.0,2,6,0.0,0.0,1.0,1.0,0.0,0.0,6.0,4.0,[W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr]
31,6.0,0.0,6.0,0.0,12.0,block,2,[W][Tr],0.0,0.0,6.0,6.0,2,6,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,[W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr]
32,8.0,0.0,6.0,0.0,14.0,block,2,[W][Tr],0.0,0.0,6.0,8.0,2,8,0.0,0.0,1.0,1.0,0.0,0.0,6.0,8.0,[W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr]
33,10.0,0.0,6.0,0.0,16.0,block,2,[W][Tr],0.0,0.0,6.0,10.0,2,10,0.0,0.0,1.0,1.0,0.0,0.0,6.0,10.0,[W][W][W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr]
34,12.0,0.0,6.0,0.0,18.0,block,2,[W][Tr],0.0,0.0,6.0,12.0,2,12,0.0,0.0,1.0,1.0,0.0,0.0,6.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr]
35,4.0,0.0,8.0,0.0,12.0,block,2,[W][Tr],0.0,0.0,8.0,4.0,2,8,0.0,0.0,1.0,1.0,0.0,0.0,8.0,4.0,[W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
36,6.0,0.0,8.0,0.0,14.0,block,2,[W][Tr],0.0,0.0,8.0,6.0,2,8,0.0,0.0,1.0,1.0,0.0,0.0,8.0,6.0,[W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
37,8.0,0.0,8.0,0.0,16.0,block,2,[W][Tr],0.0,0.0,8.0,8.0,2,8,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,[W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
38,10.0,0.0,8.0,0.0,18.0,block,2,[W][Tr],0.0,0.0,8.0,10.0,2,10,0.0,0.0,1.0,1.0,0.0,0.0,8.0,10.0,[W][W][W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
39,12.0,0.0,8.0,0.0,20.0,block,2,[W][Tr],0.0,0.0,8.0,12.0,2,12,0.0,0.0,1.0,1.0,0.0,0.0,8.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
40,4.0,0.0,10.0,0.0,14.0,block,2,[W][Tr],0.0,0.0,10.0,4.0,2,10,0.0,0.0,1.0,1.0,0.0,0.0,10.0,4.0,[W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
41,6.0,0.0,10.0,0.0,16.0,block,2,[W][Tr],0.0,0.0,10.0,6.0,2,10,0.0,0.0,1.0,1.0,0.0,0.0,10.0,6.0,[W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
42,8.0,0.0,10.0,0.0,18.0,block,2,[W][Tr],0.0,0.0,10.0,8.0,2,10,0.0,0.0,1.0,1.0,0.0,0.0,10.0,8.0,[W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
43,10.0,0.0,10.0,0.0,20.0,block,2,[W][Tr],0.0,0.0,10.0,10.0,2,10,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,[W][W][W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
44,12.0,0.0,10.0,0.0,22.0,block,2,[W][Tr],0.0,0.0,10.0,12.0,2,12,0.0,0.0,1.0,1.0,0.0,0.0,10.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
45,4.0,0.0,12.0,0.0,16.0,block,2,[W][Tr],0.0,0.0,12.0,4.0,2,12,0.0,0.0,1.0,1.0,0.0,0.0,12.0,4.0,[W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
46,6.0,0.0,12.0,0.0,18.0,block,2,[W][Tr],0.0,0.0,12.0,6.0,2,12,0.0,0.0,1.0,1.0,0.0,0.0,12.0,6.0,[W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
47,8.0,0.0,12.0,0.0,20.0,block,2,[W][Tr],0.0,0.0,12.0,8.0,2,12,0.0,0.0,1.0,1.0,0.0,0.0,12.0,8.0,[W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
48,10.0,0.0,12.0,0.0,22.0,block,2,[W][Tr],0.0,0.0,12.0,10.0,2,12,0.0,0.0,1.0,1.0,0.0,0.0,12.0,10.0,[W][W][W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
49,12.0,0.0,12.0,0.0,24.0,block,2,[W][Tr],0.0,0.0,12.0,12.0,2,12,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
50,4.0,0.0,0.0,4.0,8.0,block,2,[W][R],4.0,0.0,0.0,4.0,2,4,1.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,[W][W][W][W][R][R][R][R]
51,6.0,0.0,0.0,4.0,10.0,block,2,[W][R],4.0,0.0,0.0,6.0,2,6,1.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,[W][W][W][W][W][W][R][R][R][R]
52,8.0,0.0,0.0,4.0,12.0,block,2,[W][R],4.0,0.0,0.0,8.0,2,8,1.0,0.0,0.0,1.0,4.0,0.0,0.0,8.0,[W][W][W][W][W][W][W][W][R][R][R][R]
53,10.0,0.0,0.0,4.0,14.0,block,2,[W][R],4.0,0.0,0.0,10.0,2,10,1.0,0.0,0.0,1.0,4.0,0.0,0.0,10.0,[W][W][W][W][W][W][W][W][W][W][R][R][R][R]
54,12.0,0.0,0.0,4.0,16.0,block,2,[W][R],4.0,0.0,0.0,12.0,2,12,1.0,0.0,0.0,1.0,4.0,0.0,0.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][R][R][R][R]
55,4.0,0.0,0.0,6.0,10.0,block,2,[W][R],6.0,0.0,0.0,4.0,2,6,1.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,[W][W][W][W][R][R][R][R][R][R]
56,6.0,0.0,0.0,6.0,12.0,block,2,[W][R],6.0,0.0,0.0,6.0,2,6,1.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,[W][W][W][W][W][W][R][R][R][R][R][R]
57,8.0,0.0,0.0,6.0,14.0,block,2,[W][R],6.0,0.0,0.0,8.0,2,8,1.0,0.0,0.0,1.0,6.0,0.0,0.0,8.0,[W][W][W][W][W][W][W][W][R][R][R][R][R][R]
58,10.0,0.0,0.0,6.0,16.0,block,2,[W][R],6.0,0.0,0.0,10.0,2,10,1.0,0.0,0.0,1.0,6.0,0.0,0.0,10.0,[W][W][W][W][W][W][W][W][W][W][R][R][R][R][R][R]
59,12.0,0.0,0.0,6.0,18.0,block,2,[W][R],6.0,0.0,0.0,12.0,2,12,1.0,0.0,0.0,1.0,6.0,0.0,0.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][R][R][R][R][R][R]
60,4.0,0.0,0.0,8.0,12.0,block,2,[W][R],8.0,0.0,0.0,4.0,2,8,1.0,0.0,0.0,1.0,8.0,0.0,0.0,4.0,[W][W][W][W][R][R][R][R][R][R][R][R]
61,6.0,0.0,0.0,8.0,14.0,block,2,[W][R],8.0,0.0,0.0,6.0,2,8,1.0,0.0,0.0,1.0,8.0,0.0,0.0,6.0,[W][W][W][W][W][W][R][R][R][R][R][R][R][R]
62,8.0,0.0,0.0,8.0,16.0,block,2,[W][R],8.0,0.0,0.0,8.0,2,8,1.0,0.0,0.0,1.0,8.0,0.0,0.0,8.0,[W][W][W][W][W][W][W][W][R][R][R][R][R][R][R][R]
63,10.0,0.0,0.0,8.0,18.0,block,2,[W][R],8.0,0.0,0.0,10.0,2,10,1.0,0.0,0.0,1.0,8.0,0.0,0.0,10.0,[W][W][W][W][W][W][W][W][W][W][R][R][R][R][R][R][R][R]
64,12.0,0.0,0.0,8.0,20.0,block,2,[W][R],8.0,0.0,0.0,12.0,2,12,1.0,0.0,0.0,1.0,8.0,0.0,0.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][R][R][R][R][R][R][R][R]
65,4.0,0.0,0.0,10.0,14.0,block,2,[W][R],10.0,0.0,0.0,4.0,2,10,1.0,0.0,0.0,1.0,10.0,0.0,0.0,4.0,[W][W][W][W][R][R][R][R][R][R][R][R][R][R]
66,6.0,0.0,0.0,10.0,16.0,block,2,[W][R],10.0,0.0,0.0,6.0,2,10,1.0,0.0,0.0,1.0,10.0,0.0,0.0,6.0,[W][W][W][W][W][W][R][R][R][R][R][R][R][R][R][R]
67,8.0,0.0,0.0,10.0,18.0,block,2,[W][R],10.0,0.0,0.0,8.0,2,10,1.0,0.0,0.0,1.0,10.0,0.0,0.0,8.0,[W][W][W][W][W][W][W][W][R][R][R][R][R][R][R][R][R][R]
68,10.0,0.0,0.0,10.0,20.0,block,2,[W][R],10.0,0.0,0.0,10.0,2,10,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0,[W][W][W][W][W][W][W][W][W][W][R][R][R][R][R][R][R][R][R][R]
69,12.0,0.0,0.0,10.0,22.0,block,2,[W][R],10.0,0.0,0.0,12.0,2,12,1.0,0.0,0.0,1.0,10.0,0.0,0.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][R][R][R][R][R][R][R][R][R][R]
70,4.0,0.0,0.0,12.0,16.0,block,2,[W][R],12.0,0.0,0.0,4.0,2,12,1.0,0.0,0.0,1.0,12.0,0.0,0.0,4.0,[W][W][W][W][R][R][R][R][R][R][R][R][R][R][R][R]
71,6.0,0.0,0.0,12.0,18.0,block,2,[W][R],12.0,0.0,0.0,6.0,2,12,1.0,0.0,0.0,1.0,12.0,0.0,0.0,6.0,[W][W][W][W][W][W][R][R][R][R][R][R][R][R][R][R][R][R]
72,8.0,0.0,0.0,12.0,20.0,block,2,[W][R],12.0,0.0,0.0,8.0,2,12,1.0,0.0,0.0,1.0,12.0,0.0,0.0,8.0,[W][W][W][W][W][W][W][W][R][R][R][R][R][R][R][R][R][R][R][R]
73,10.0,0.0,0.0,12.0,22.0,block,2,[W][R],12.0,0.0,0.0,10.0,2,12,1.0,0.0,0.0,1.0,12.0,0.0,0.0,10.0,[W][W][W][W][W][W][W][W][W][W][R][R][R][R][R][R][R][R][R][R][R][R]
74,12.0,0.0,0.0,12.0,24.0,block,2,[W][R],12.0,0.0,0.0,12.0,2,12,1.0,0.0,0.0,1.0,12.0,0.0,0.0,12.0,[W][W][W][W][W][W][W][W][W][W][W][W][R][R][R][R][R][R][R][R][R][R][R][R]
75,0.0,4.0,4.0,0.0,8.0,block,2,[Ta][Tr],0.0,4.0,4.0,0.0,2,4,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr]
76,0.0,6.0,4.0,0.0,10.0,block,2,[Ta][Tr],0.0,6.0,4.0,0.0,2,6,0.0,1.0,1.0,0.0,0.0,6.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr]
77,0.0,8.0,4.0,0.0,12.0,block,2,[Ta][Tr],0.0,8.0,4.0,0.0,2,8,0.0,1.0,1.0,0.0,0.0,8.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr]
78,0.0,10.0,4.0,0.0,14.0,block,2,[Ta][Tr],0.0,10.0,4.0,0.0,2,10,0.0,1.0,1.0,0.0,0.0,10.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr]
79,0.0,12.0,4.0,0.0,16.0,block,2,[Ta][Tr],0.0,12.0,4.0,0.0,2,12,0.0,1.0,1.0,0.0,0.0,12.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr]
80,0.0,4.0,6.0,0.0,10.0,block,2,[Ta][Tr],0.0,4.0,6.0,0.0,2,6,0.0,1.0,1.0,0.0,0.0,4.0,6.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr]
81,0.0,6.0,6.0,0.0,12.0,block,2,[Ta][Tr],0.0,6.0,6.0,0.0,2,6,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr]
82,0.0,8.0,6.0,0.0,14.0,block,2,[Ta][Tr],0.0,8.0,6.0,0.0,2,8,0.0,1.0,1.0,0.0,0.0,8.0,6.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr]
83,0.0,10.0,6.0,0.0,16.0,block,2,[Ta][Tr],0.0,10.0,6.0,0.0,2,10,0.0,1.0,1.0,0.0,0.0,10.0,6.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr]
84,0.0,12.0,6.0,0.0,18.0,block,2,[Ta][Tr],0.0,12.0,6.0,0.0,2,12,0.0,1.0,1.0,0.0,0.0,12.0,6.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr]
85,0.0,4.0,8.0,0.0,12.0,block,2,[Ta][Tr],0.0,4.0,8.0,0.0,2,8,0.0,1.0,1.0,0.0,0.0,4.0,8.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
86,0.0,6.0,8.0,0.0,14.0,block,2,[Ta][Tr],0.0,6.0,8.0,0.0,2,8,0.0,1.0,1.0,0.0,0.0,6.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
87,0.0,8.0,8.0,0.0,16.0,block,2,[Ta][Tr],0.0,8.0,8.0,0.0,2,8,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
88,0.0,10.0,8.0,0.0,18.0,block,2,[Ta][Tr],0.0,10.0,8.0,0.0,2,10,0.0,1.0,1.0,0.0,0.0,10.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
89,0.0,12.0,8.0,0.0,20.0,block,2,[Ta][Tr],0.0,12.0,8.0,0.0,2,12,0.0,1.0,1.0,0.0,0.0,12.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
90,0.0,4.0,10.0,0.0,14.0,block,2,[Ta][Tr],0.0,4.0,10.0,0.0,2,10,0.0,1.0,1.0,0.0,0.0,4.0,10.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
91,0.0,6.0,10.0,0.0,16.0,block,2,[Ta][Tr],0.0,6.0,10.0,0.0,2,10,0.0,1.0,1.0,0.0,0.0,6.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
92,0.0,8.0,10.0,0.0,18.0,block,2,[Ta][Tr],0.0,8.0,10.0,0.0,2,10,0.0,1.0,1.0,0.0,0.0,8.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
93,0.0,10.0,10.0,0.0,20.0,block,2,[Ta][Tr],0.0,10.0,10.0,0.0,2,10,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
94,0.0,12.0,10.0,0.0,22.0,block,2,[Ta][Tr],0.0,12.0,10.0,0.0,2,12,0.0,1.0,1.0,0.0,0.0,12.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
95,0.0,4.0,12.0,0.0,16.0,block,2,[Ta][Tr],0.0,4.0,12.0,0.0,2,12,0.0,1.0,1.0,0.0,0.0,4.0,12.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
96,0.0,6.0,12.0,0.0,18.0,block,2,[Ta][Tr],0.0,6.0,12.0,0.0,2,12,0.0,1.0,1.0,0.0,0.0,6.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
97,0.0,8.0,12.0,0.0,20.0,block,2,[Ta][Tr],0.0,8.0,12.0,0.0,2,12,0.0,1.0,1.0,0.0,0.0,8.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
98,0.0,10.0,12.0,0.0,22.0,block,2,[Ta][Tr],0.0,10.0,12.0,0.0,2,12,0.0,1.0,1.0,0.0,0.0,10.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
99,0.0,12.0,12.0,0.0,24.0,block,2,[Ta][Tr],0.0,12.0,12.0,0.0,2,12,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr]
100,0.0,4.0,0.0,4.0,8.0,block,2,[Ta][R],4.0,4.0,0.0,0.0,2,4,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,[Ta][Ta][Ta][Ta][R][R][R][R]
101,0.0,6.0,0.0,4.0,10.0,block,2,[Ta][R],4.0,6.0,0.0,0.0,2,6,1.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][R][R][R][R]
