,[W],[Ta],[Tr],[R],total_count,sequence_type,block_number,block_type,R_avg_cluster_size,Ta_avg_cluster_size,Tr_avg_cluster_size,W_avg_cluster_size,num_cluster_types,max_cluster_size,R_no_of_cluster,Ta_no_of_cluster,Tr_no_of_cluster,W_no_of_cluster,R_max_cluster_size,Ta_max_cluster_size,Tr_max_cluster_size,W_max_cluster_size,smiles
1712,0.0,16.0,8.0,0.0,24.0,block,3,[Ta][Tr][Ta],0.0,8.0,8.0,0.0,2,8,0.0,2.0,1.0,0.0,0.0,8.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1713,0.0,18.0,8.0,0.0,26.0,block,3,[Ta][Tr][Ta],0.0,9.0,8.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1714,0.0,20.0,8.0,0.0,28.0,block,3,[Ta][Tr][Ta],0.0,10.0,8.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1715,0.0,12.0,10.0,0.0,22.0,block,3,[Ta][Tr][Ta],0.0,6.0,10.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,8.0,10.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1716,0.0,14.0,10.0,0.0,24.0,block,3,[Ta][Tr][Ta],0.0,7.0,10.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,8.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1717,0.0,16.0,10.0,0.0,26.0,block,3,[Ta][Tr][Ta],0.0,8.0,10.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,8.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1718,0.0,18.0,10.0,0.0,28.0,block,3,[Ta][Tr][Ta],0.0,9.0,10.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1719,0.0,20.0,10.0,0.0,30.0,block,3,[Ta][Tr][Ta],0.0,10.0,10.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1720,0.0,12.0,12.0,0.0,24.0,block,3,[Ta][Tr][Ta],0.0,6.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,8.0,12.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1721,0.0,14.0,12.0,0.0,26.0,block,3,[Ta][Tr][Ta],0.0,7.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,8.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1722,0.0,16.0,12.0,0.0,28.0,block,3,[Ta][Tr][Ta],0.0,8.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,8.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1723,0.0,18.0,12.0,0.0,30.0,block,3,[Ta][Tr][Ta],0.0,9.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,10.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1724,0.0,20.0,12.0,0.0,32.0,block,3,[Ta][Tr][Ta],0.0,10.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1725,0.0,14.0,4.0,0.0,18.0,block,3,[Ta][Tr][Ta],0.0,7.0,4.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,4.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1726,0.0,16.0,4.0,0.0,20.0,block,3,[Ta][Tr][Ta],0.0,8.0,4.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1727,0.0,18.0,4.0,0.0,22.0,block,3,[Ta][Tr][Ta],0.0,9.0,4.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1728,0.0,20.0,4.0,0.0,24.0,block,3,[Ta][Tr][Ta],0.0,10.0,4.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1729,0.0,22.0,4.0,0.0,26.0,block,3,[Ta][Tr][Ta],0.0,11.0,4.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1730,0.0,14.0,6.0,0.0,20.0,block,3,[Ta][Tr][Ta],0.0,7.0,6.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,6.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1731,0.0,16.0,6.0,0.0,22.0,block,3,[Ta][Tr][Ta],0.0,8.0,6.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,6.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1732,0.0,18.0,6.0,0.0,24.0,block,3,[Ta][Tr][Ta],0.0,9.0,6.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,6.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1733,0.0,20.0,6.0,0.0,26.0,block,3,[Ta][Tr][Ta],0.0,10.0,6.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,6.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1734,0.0,22.0,6.0,0.0,28.0,block,3,[Ta][Tr][Ta],0.0,11.0,6.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,6.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1735,0.0,14.0,8.0,0.0,22.0,block,3,[Ta][Tr][Ta],0.0,7.0,8.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,8.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1736,0.0,16.0,8.0,0.0,24.0,block,3,[Ta][Tr][Ta],0.0,8.0,8.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1737,0.0,18.0,8.0,0.0,26.0,block,3,[Ta][Tr][Ta],0.0,9.0,8.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1738,0.0,20.0,8.0,0.0,28.0,block,3,[Ta][Tr][Ta],0.0,10.0,8.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1739,0.0,22.0,8.0,0.0,30.0,block,3,[Ta][Tr][Ta],0.0,11.0,8.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1740,0.0,14.0,10.0,0.0,24.0,block,3,[Ta][Tr][Ta],0.0,7.0,10.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,10.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1741,0.0,16.0,10.0,0.0,26.0,block,3,[Ta][Tr][Ta],0.0,8.0,10.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1742,0.0,18.0,10.0,0.0,28.0,block,3,[Ta][Tr][Ta],0.0,9.0,10.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1743,0.0,20.0,10.0,0.0,30.0,block,3,[Ta][Tr][Ta],0.0,10.0,10.0,0.0,2,10,0.0,2.0,1.0,0.0,0.0,10.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1744,0.0,22.0,10.0,0.0,32.0,block,3,[Ta][Tr][Ta],0.0,11.0,10.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1745,0.0,14.0,12.0,0.0,26.0,block,3,[Ta][Tr][Ta],0.0,7.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,10.0,12.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1746,0.0,16.0,12.0,0.0,28.0,block,3,[Ta][Tr][Ta],0.0,8.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,10.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1747,0.0,18.0,12.0,0.0,30.0,block,3,[Ta][Tr][Ta],0.0,9.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,10.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1748,0.0,20.0,12.0,0.0,32.0,block,3,[Ta][Tr][Ta],0.0,10.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,10.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1749,0.0,22.0,12.0,0.0,34.0,block,3,[Ta][Tr][Ta],0.0,11.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1750,0.0,16.0,4.0,0.0,20.0,block,3,[Ta][Tr][Ta],0.0,8.0,4.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,4.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1751,0.0,18.0,4.0,0.0,22.0,block,3,[Ta][Tr][Ta],0.0,9.0,4.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1752,0.0,20.0,4.0,0.0,24.0,block,3,[Ta][Tr][Ta],0.0,10.0,4.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1753,0.0,22.0,4.0,0.0,26.0,block,3,[Ta][Tr][Ta],0.0,11.0,4.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1754,0.0,24.0,4.0,0.0,28.0,block,3,[Ta][Tr][Ta],0.0,12.0,4.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1755,0.0,16.0,6.0,0.0,22.0,block,3,[Ta][Tr][Ta],0.0,8.0,6.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,6.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1756,0.0,18.0,6.0,0.0,24.0,block,3,[Ta][Tr][Ta],0.0,9.0,6.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,6.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1757,0.0,20.0,6.0,0.0,26.0,block,3,[Ta][Tr][Ta],0.0,10.0,6.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,6.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1758,0.0,22.0,6.0,0.0,28.0,block,3,[Ta][Tr][Ta],0.0,11.0,6.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,6.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1759,0.0,24.0,6.0,0.0,30.0,block,3,[Ta][Tr][Ta],0.0,12.0,6.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,6.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1760,0.0,16.0,8.0,0.0,24.0,block,3,[Ta][Tr][Ta],0.0,8.0,8.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,8.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1761,0.0,18.0,8.0,0.0,26.0,block,3,[Ta][Tr][Ta],0.0,9.0,8.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1762,0.0,20.0,8.0,0.0,28.0,block,3,[Ta][Tr][Ta],0.0,10.0,8.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1763,0.0,22.0,8.0,0.0,30.0,block,3,[Ta][Tr][Ta],0.0,11.0,8.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1764,0.0,24.0,8.0,0.0,32.0,block,3,[Ta][Tr][Ta],0.0,12.0,8.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,8.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1765,0.0,16.0,10.0,0.0,26.0,block,3,[Ta][Tr][Ta],0.0,8.0,10.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,10.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1766,0.0,18.0,10.0,0.0,28.0,block,3,[Ta][Tr][Ta],0.0,9.0,10.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1767,0.0,20.0,10.0,0.0,30.0,block,3,[Ta][Tr][Ta],0.0,10.0,10.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1768,0.0,22.0,10.0,0.0,32.0,block,3,[Ta][Tr][Ta],0.0,11.0,10.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1769,0.0,24.0,10.0,0.0,34.0,block,3,[Ta][Tr][Ta],0.0,12.0,10.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,10.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1770,0.0,16.0,12.0,0.0,28.0,block,3,[Ta][Tr][Ta],0.0,8.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,12.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1771,0.0,18.0,12.0,0.0,30.0,block,3,[Ta][Tr][Ta],0.0,9.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1772,0.0,20.0,12.0,0.0,32.0,block,3,[Ta][Tr][Ta],0.0,10.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1773,0.0,22.0,12.0,0.0,34.0,block,3,[Ta][Tr][Ta],0.0,11.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1774,0.0,24.0,12.0,0.0,36.0,block,3,[Ta][Tr][Ta],0.0,12.0,12.0,0.0,2,12,0.0,2.0,1.0,0.0,0.0,12.0,12.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Tr][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta]
1775,0.0,4.0,4.0,4.0,12.0,block,3,[Ta][Tr][R],4.0,4.0,4.0,0.0,3,4,1.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][R][R][R][R]
1776,0.0,6.0,4.0,4.0,14.0,block,3,[Ta][Tr][R],4.0,6.0,4.0,0.0,3,6,1.0,1.0,1.0,0.0,4.0,6.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][R][R][R][R]
1777,0.0,8.0,4.0,4.0,16.0,block,3,[Ta][Tr][R],4.0,8.0,4.0,0.0,3,8,1.0,1.0,1.0,0.0,4.0,8.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][R][R][R][R]
1778,0.0,10.0,4.0,4.0,18.0,block,3,[Ta][Tr][R],4.0,10.0,4.0,0.0,3,10,1.0,1.0,1.0,0.0,4.0,10.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][R][R][R][R]
1779,0.0,12.0,4.0,4.0,20.0,block,3,[Ta][Tr][R],4.0,12.0,4.0,0.0,3,12,1.0,1.0,1.0,0.0,4.0,12.0,4.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][R][R][R][R]
1780,0.0,4.0,6.0,4.0,14.0,block,3,[Ta][Tr][R],4.0,4.0,6.0,0.0,3,6,1.0,1.0,1.0,0.0,4.0,4.0,6.0,0.0,[Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][R][R][R][R]
1781,0.0,6.0,6.0,4.0,16.0,block,3,[Ta][Tr][R],4.0,6.0,6.0,0.0,3,6,1.0,1.0,1.0,0.0,4.0,6.0,6.0,0.0,[Ta][Ta][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Tr][R][R][R][R]
